L1,L2,L3,L4,L5,L6,L7,L8,Cluster,Player
-0.86941296,-0.360143,-0.16608137,0.3693825,0.5490574,-0.1420852,-0.36818033,-0.6362082,1,Karim Adeyemi
-0.1482082,-0.47180462,0.5297314,-0.11997391,0.08938204,-0.1930096,-0.15715165,0.08924243,1,Simon Adingra
0.37515485,-0.66525894,0.8293031,-0.12582159,0.03958868,0.107035995,0.014317706,0.2615118,0,Amine Adli
-0.36229497,-0.21874322,0.16510421,0.035944268,-0.058891363,-0.20960367,-0.23965769,-0.3163062,1,Yacine Adli
0.73696965,-0.44424462,0.12849858,-0.07952684,-0.9907686,0.47384652,0.04656616,-0.6383308,0,Adrián
-0.5723536,-0.3984229,0.44659582,0.24479811,0.58931977,-0.018780112,-0.5013974,-0.43311027,1,Adryelson
-0.7960501,-0.35221153,-0.13939917,0.3966724,0.5204559,-0.0977802,-0.33308703,-0.5854497,1,Vasilije Adžić
-0.7985217,-0.35724533,-0.07766664,0.3583552,0.5560903,-0.08971824,-0.37609708,-0.6044412,1,Michel Aebischer
-0.3148317,-0.33326107,-0.079641104,0.285419,-0.17140089,-0.011486932,0.03858368,-0.31164068,1,Oladapo Afolayan
-0.21100965,-0.44040543,0.2992767,0.09658294,0.09248991,-0.08915754,-0.06330696,-0.010467529,1,Emmanuel Agbadou
1.0678604,-1.1991916,0.6455221,0.26564038,-0.49669048,0.6691665,0.8237767,0.45076638,0,Emmanuel Agbadou
-0.3756997,-0.2768721,0.6719846,-0.31670597,0.025443997,-0.4541968,-0.46466687,-0.18491328,1,Asher Agbinone
-0.37959626,-0.22947559,0.12006648,0.018331364,-0.19172145,-0.24021497,-0.21448553,-0.3425423,1,Jeremy Agbonifo
-0.38417268,-0.2208528,0.5618074,-0.1748806,0.17468959,-0.3399852,-0.48035726,-0.2687513,1,Julen Agirrezabala
-0.16544516,-0.32679605,0.007082224,0.2361869,-0.51246697,0.20771013,-0.032666147,-0.62068653,1,Lucien Agoume
-0.66931343,-0.26858306,0.15447524,-0.057643652,-0.063429736,-0.41267022,-0.39793324,-0.5203724,1,Felix Agu
-0.15816706,-0.2441339,0.060564235,0.24301426,-0.17154609,0.14989896,-0.06501251,-0.42494854,1,Álvaro Aguado
-0.41757601,-0.22624373,0.7344074,-0.22805345,0.36875352,-0.37942782,-0.5653024,-0.24330226,1,Lorenzo Aguado
-0.58882296,-0.28770024,-0.12847155,0.29403564,0.12528796,-0.09536737,-0.22813663,-0.57509565,1,Nayef Aguerd
-0.2663302,-0.28783485,0.03191173,0.2476337,-0.017548345,-0.002677421,-0.040463626,-0.25226134,1,Ruben Aguilar
0.6387696,-0.7478293,1.0566791,-0.07607101,0.0029735006,0.26195958,0.11965662,0.25243646,0,Naouirou Ahamada
-0.052158937,-0.5569637,-0.19739398,0.33918792,-0.4380006,0.066943675,0.39382237,-0.08217341,0,Honest Ahanor
0.017092913,-0.6072562,-0.058143124,0.34230256,-0.30813596,0.12551917,0.46326077,0.034408867,0,Erik Ahlstrand
-0.114841186,-0.37882048,0.007985443,0.22178334,-0.28222358,0.026100531,0.1302267,-0.18451914,1,Jean-Eudes Aholou
-0.099416986,-0.33368257,0.16596739,0.2660377,-0.060884595,0.14659394,-0.0022934973,-0.28871483,1,Joseph Aidoo
-0.024080053,-0.408108,0.28582197,0.17523268,-0.038244158,0.06410347,0.026961386,-0.0870738,1,Joseph Aidoo
-0.20985332,-0.32529247,0.0123999715,0.20205942,-0.25127733,-0.0033215126,0.025110632,-0.26049787,1,Ayman Aiki
-0.01239039,-0.4826826,0.98991144,-0.17608124,0.35545447,-0.013291418,-0.47532797,-0.1331846,1,Ola Aina
-0.70549387,-0.29435945,-0.043447673,0.23910837,0.33478093,-0.19185248,-0.34225,-0.5297655,1,Rayan Aït-Nouri
-0.34382486,-0.30838138,0.18670766,0.026121184,-0.11771782,-0.2512876,-0.14035855,-0.13958803,1,Junior Ajayi
-0.14494868,-0.31783396,0.4480355,0.043087665,0.14765032,0.019511644,-0.33011857,-0.23443273,1,Kristoffer Ajer
-0.22345653,-0.2060949,0.31725603,-0.004856631,-0.04611442,-0.12760122,-0.27821106,-0.2700122,1,Ludovic Ajorque
-0.13045937,-0.42240474,0.029244319,0.21831387,-0.10577564,0.032892704,0.13476652,-0.06781834,1,Manuel Akanji
1.3693699,-1.0176506,0.281229,-0.049865454,-1.2379924,0.79658365,0.5909691,-0.19788697,0,Ümit Akdag
-0.51881087,-0.20519942,0.49328157,-0.1309435,0.30955747,-0.3568931,-0.52984035,-0.35916913,1,Nathan Aké
-0.0744815,-0.23293847,0.13856891,0.08461178,-0.16914994,0.07815063,-0.19161783,-0.3255592,1,Ilias Akhomach
-0.38662016,-0.22593258,0.061432637,0.12415349,-0.03071636,-0.13862164,-0.19350429,-0.3805198,1,Sergio Akieme
-0.26914528,-0.3273767,0.3591497,0.09681904,0.18686792,-0.08660458,-0.2484537,-0.16562703,1,Maghnes Akliouche
0.029918745,-0.4403435,0.62470543,0.03728322,0.12108983,0.049929835,-0.20225719,-0.09081197,1,Paul Akouokou
0.7401314,-0.7860831,0.8175007,0.101133674,-0.16672279,0.4966252,0.28843153,0.12307328,0,Clément Akpa
-0.33729643,-0.23843952,0.086519554,0.05638732,-0.2351136,-0.19184391,-0.16505091,-0.3374861,1,Jean-Daniel Akpa-Akpro
0.6475645,-0.8174605,0.12664017,0.19976854,-0.6633048,0.33639792,0.52013093,0.039935112,0,David Akpan Ankeye
-0.5352911,-0.24166892,0.79089683,-0.27169487,0.50203186,-0.4274228,-0.653618,-0.31607938,1,Kevin Akpoguma
0.21596201,-0.4597925,0.75455153,-0.12776904,0.037894342,0.03879177,-0.19834942,0.050479382,1,Chuba Akpom
-0.012866527,-0.24443571,0.5480274,-0.17393398,0.013592843,-0.08640514,-0.39368987,-0.13119793,1,David Alaba
0.2341194,-0.34458873,0.88733816,-0.35191017,-0.00812614,-0.078031525,-0.3837,0.020392925,1,Ibrahim Alani
-0.246811,-0.29689372,0.0145145655,0.20469505,-0.35873222,0.050211594,-0.059924513,-0.49147105,1,Andreas Albers
-0.1971952,-0.20510808,0.2722686,-0.031052887,-0.11513436,-0.10498522,-0.28588635,-0.26760557,1,Raúl Albiol
0.11539234,-0.7791091,0.6718828,0.04401441,0.17628433,0.0095919045,0.16066143,0.3336832,1,Carlos Alcaraz
-0.1859904,-0.26377696,0.11680074,0.15061325,-0.06833089,-0.011589864,-0.07042119,-0.21448335,1,Carlos Alcaraz
-0.3658833,-0.34884003,0.6992924,-0.04574606,0.45081165,-0.11579049,-0.52477753,-0.30494392,1,Omar Alderete
-0.26827037,-0.37118405,-0.11425552,0.25917736,-0.44573185,-0.024405956,0.10737768,-0.3445276,1,Carles Aleñá
-0.36487338,-0.33686167,-0.054711133,0.2651473,-0.070651665,-0.056129217,-0.0069547594,-0.290214,1,Carles Aleñá
0.101520136,-0.67679405,0.017925441,0.2689878,-0.23045321,0.12827526,0.45035034,0.14183527,0,Ben Alexander Voll
-0.23811382,-0.27766863,0.25461817,-0.042491272,-0.23066378,-0.20140895,-0.21066923,-0.22475295,1,Trent Alexander-Arnold
-0.20254551,-0.48220497,0.4619223,-0.014396571,0.135721,-0.17631532,-0.148577,0.08930352,1,Alfon
0.30945522,-0.2916306,0.27778494,-0.2344523,-0.5128936,0.23546872,-0.31731087,-0.49844867,1,Mohamed Ali Cho
-0.1449981,-0.37778515,0.6392764,-0.2956665,-0.14958471,-0.34043583,-0.27793938,0.026337534,1,Faride Alidou
-0.5472125,-0.3804525,0.033304363,-0.11603519,-0.56592435,-0.53921014,-0.15609756,-0.29642385,1,Alisson
-0.42016786,-0.3191108,0.25957164,-0.1627093,-0.51617694,-0.4515905,-0.27512214,-0.34641188,1,Tadeo Allende
-0.10765801,-0.28366992,0.0928829,0.116702035,-0.5368962,0.107126996,-0.14154395,-0.59288085,1,Jim Allevinah
-0.29102618,-0.40576464,0.3362911,0.027607322,0.070666894,-0.19512124,-0.14911786,-0.030074283,1,Dele Alli
-0.21713307,-0.8274783,0.26002467,0.19448775,0.19849458,-0.16086602,0.34379113,0.49803668,1,Thiago Almada
-0.06387731,-0.23837167,0.3555504,-0.08968839,-0.11448416,-0.060545698,-0.32375336,-0.2299816,1,Domingos André Ribeiro Almeida
-0.22693208,-0.28069246,0.04214169,0.1768525,-0.31567028,0.022545695,-0.06771049,-0.4264627,1,Iker Almena
0.22617178,-0.5453334,0.3078807,0.21988603,-0.18840528,0.27672747,0.18290257,-0.08917573,0,Miguel Almirón
-0.16536383,-0.29754174,-0.04998678,0.31383735,-0.27399188,0.2953942,-0.028018698,-0.59346724,1,Pontus Almqvist
-0.06767967,-0.40897396,0.4144954,-0.016098693,-0.10107002,-0.08268112,-0.078960456,-0.056709826,1,Marcos Alonso
-0.18954419,-0.33649316,-0.060055643,0.27226228,-0.39979717,0.08897909,0.07471976,-0.38515583,1,Giorgio Altare
-0.45831555,-0.31018138,0.03799157,-0.0051346123,-0.306799,-0.3521552,-0.13500577,-0.26846546,1,Adrià Altimira
-0.23701692,-0.39442426,-0.02199009,0.15340216,-0.5170235,-0.03047438,0.048968926,-0.3432727,1,Sergi Altimira
-0.673429,-0.25250375,0.22906567,-0.017180204,0.21362159,-0.36599028,-0.47481737,-0.48305035,1,Olabade Aluko
-0.122145325,-0.2901857,0.018889308,0.27066463,-0.25647023,0.31392092,-0.041873783,-0.5359231,1,Edson Álvarez
-0.0451978,-0.27863497,0.0035366714,0.29106653,-0.37392983,0.35138956,0.0132757425,-0.5317193,1,Hugo Álvarez
-0.23999754,-0.30493644,0.15560454,0.08880848,-0.2594822,-0.10924247,-0.077584624,-0.26118952,1,Julián Álvarez
0.5584396,-0.7721764,0.27948055,0.29268095,-0.48872957,0.5380746,0.44812715,-0.056193173,0,Yeray Álvarez
-0.08520104,-0.51801604,-0.008398026,0.28651187,-0.14331427,0.08084375,0.29499352,0.0068377852,1,Skelly Alvero
-0.035486937,-0.6285849,0.2733081,0.058306195,-0.007875461,-0.062850535,0.22581056,0.28295714,1,Will Alves
-0.06410266,-0.2912017,0.5987878,-0.27998003,-0.17242867,-0.23075137,-0.36135042,-0.102630645,1,Selim Amallah
-0.20520923,-0.26709092,0.072519936,0.18575642,-0.08679932,-0.0054579144,-0.038322747,-0.22525051,1,Harry Amass
-0.10265369,-0.73951256,0.496505,0.2902354,0.307467,0.050195843,0.14165932,0.16745335,1,Amath
-0.17399952,-0.24584147,0.31449777,0.061491262,0.043848354,0.0073577436,-0.26495516,-0.28219792,1,Jordan Amavi
-0.26764834,-0.22743972,0.4387026,-0.19061881,-0.300904,-0.27680245,-0.36216986,-0.2973588,1,Aurele Amenda
-0.22371675,-0.28667912,-0.0129350275,0.25929463,-0.2774738,0.06948111,-0.012746662,-0.4251895,1,Kelvin Amian
-0.030950248,-0.28936005,0.33867747,-0.023323663,-0.045818277,-0.002691391,-0.23506343,-0.15883246,1,Michael Amir Murillo
-0.5485184,-0.35321385,-0.1676611,0.48470485,0.19391945,0.100491,-0.18350083,-0.6442883,1,Nadiem Amiri
-0.10039892,-0.27001455,0.11389692,0.07771571,-0.51663476,0.059394613,-0.19174817,-0.5835757,1,Samuel Amo-Ameyaw
-0.08165389,-0.35000882,0.082567595,0.11717609,-0.21718366,0.000954262,-0.03478813,-0.19136691,1,Samuel Amo-Ameyaw
0.03857921,-0.33642933,0.30419835,-0.15302846,-0.29285645,-0.05967741,-0.2715137,-0.2125239,1,Mathis Amougou
-0.3916896,-0.23407337,0.07112163,0.09294789,-0.071381025,-0.18208122,-0.1880572,-0.34621292,1,Mathis Amougou
-0.43174642,-0.22132543,0.11068722,0.047319546,-0.03499575,-0.20055103,-0.27244776,-0.41464832,1,Mohamed Amoura
-0.105602466,-0.417647,-0.0387664,0.21349119,-0.46224067,0.020521417,0.12805623,-0.2679066,1,Sofyan Amrabat
-0.53603816,-0.2522198,0.6887574,-0.18135211,0.487659,-0.37161514,-0.61646044,-0.3308732,1,Joachim Andersen
-0.23953843,-0.19029415,0.2449582,0.005408019,-0.056041993,-0.12065154,-0.27801108,-0.29146457,1,Joachim Andersen
0.92008966,-1.1422006,0.5295584,0.37889475,-0.43204486,0.6143644,0.8885281,0.41702998,0,Elliot Anderson
-0.767806,-0.29646862,-0.018439263,0.14108108,0.24164385,-0.2906923,-0.38631597,-0.5798241,1,André
-0.8200157,-0.3362192,-0.052048236,0.30336297,0.564346,-0.14927825,-0.4168711,-0.6032718,1,Benjamin André
-0.2491488,-0.43362448,-0.11808944,0.29142064,-0.18781927,-0.0041178754,0.20378542,-0.09927878,1,Marcos André
-0.8323705,-0.3485813,-0.14471218,0.3707833,0.5468031,-0.118664876,-0.3682913,-0.6197727,1,Robert Andrich
-0.23437336,-0.38357812,-0.033416808,0.17806107,-0.6016099,0.034477767,0.04945828,-0.44807374,1,Angeliño
-0.34225148,-0.21229511,0.10126573,0.081518255,-0.095566176,-0.14479125,-0.21002959,-0.3721185,1,Lorenzo Anghelè
-0.22954449,-0.42317075,-0.02730745,0.13300426,-0.70751655,-0.016964253,0.053812444,-0.44325528,1,Faustino Anjorin
-0.031717762,-0.38075197,0.13822562,0.248124,-0.14440013,0.1250884,0.071190596,-0.18827727,1,Waldemar Anton
-0.18315744,-0.24654013,0.11561328,0.15179305,-0.1345929,-0.0017865412,-0.093158334,-0.28293568,1,Leandro Antonetti
-0.24699043,-0.28382966,0.11795721,0.24730946,0.03593562,0.04945433,-0.10543591,-0.2974371,1,Kyllian Antonio
0.5110771,-0.94284683,0.250317,0.35214856,-0.34819558,0.341682,0.70422935,0.33419997,0,Michail Antonio
-0.24650879,-0.27502543,0.0050819516,0.22453472,-0.16110942,0.008778834,-0.024269268,-0.32632184,1,Antoniu
-0.23889762,-0.72088224,0.046938702,0.33553103,0.111526966,-0.051581107,0.42039388,0.2990297,1,Antony
-0.325727,-0.26878792,0.044194788,0.1351918,-0.28944197,-0.09212271,-0.12526965,-0.4422722,1,Antony
0.24858026,-0.35690668,0.6689288,-0.33928952,-0.089752294,0.07020685,-0.41335022,-0.081132025,1,Anuar
-0.2371987,-0.29481527,0.72763777,-0.18530115,0.29865852,-0.16430974,-0.51170933,-0.25047088,1,Dennis Appiah
-0.44021904,-0.22467253,0.06293596,0.087152615,-0.023727868,-0.2005835,-0.23268846,-0.39831868,1,Aritz Arambarri
-0.5826934,-0.25160494,0.028439105,0.020693757,-0.14755704,-0.3438454,-0.27512085,-0.4825486,1,Mauro Arambarri
-0.6633589,-0.21978326,0.4796335,-0.2679372,0.0030808188,-0.58900917,-0.5932503,-0.4286651,1,Jon Aramburu
-0.17013854,-0.45089328,-0.091671586,0.19738996,-0.7833517,0.12061174,0.12383628,-0.49843463,1,Julian Araujo
-0.821309,-0.3268612,0.043462723,0.26307517,0.5862101,-0.2018275,-0.4718264,-0.56721365,1,Ronald Araújo
-0.30436248,-0.31935886,-0.05082956,0.20941246,-0.14901341,-0.08343417,0.025667563,-0.22175995,1,Cameron Archer
-0.30701965,-0.3166607,-0.055282354,0.22096716,-0.261705,-0.059534237,0.011947498,-0.33121502,1,Carlens Arcus
-0.58026767,-0.23627864,0.3186123,-0.13939083,-0.09082281,-0.42509547,-0.4567015,-0.45869827,1,Alphonse Areola
-0.24822864,-0.22727531,0.15105513,0.10697866,-0.02754287,-0.090463236,-0.14972192,-0.23031542,1,Adu Ares
1.5430621,-1.4243637,0.2789011,0.12140015,-1.2740883,0.71612453,1.1330968,0.3957178,0,Jesús Areso
-0.041868463,-0.38687384,0.41622728,-0.0941011,-0.0049545206,-0.08438862,-0.17798842,0.018917829,1,David Argüelles
0.48139507,-0.68267643,0.6993316,0.11681847,-0.06712173,0.3066978,0.22960761,0.118510455,0,Joe Aribo
-0.30486354,-0.2968885,0.013753414,0.30934507,-0.0061010085,0.16065674,-0.15068947,-0.51209617,1,Adam Armstrong
0.55272365,-0.8111984,0.06227033,0.22946063,-0.65545106,0.3241033,0.5727216,0.032895386,0,Harrison Armstrong
-0.09273789,-0.23175253,0.44656706,-0.11829303,-0.07121966,-0.10835376,-0.3306597,-0.188955,1,José Arnaiz
-0.23297353,-0.39982206,0.011398941,0.20542087,-0.08958231,-0.03900366,0.098760456,-0.069074154,1,Hákon Arnar Haraldsson
0.029842973,-0.3951261,0.5668371,0.050706908,0.07714133,0.06664303,-0.22211099,-0.13837257,1,Marko Arnautović
0.82410747,-0.56019473,0.011268839,0.011158571,-1.2546729,0.49476144,0.29439005,-0.5942638,0,Maximilian Arnold
-0.4753263,-0.18261926,0.6044282,-0.29107684,0.05267546,-0.48726726,-0.5611921,-0.32735988,1,Jann-Fiete Arp
-0.5759079,-0.24468677,0.74096984,-0.24374095,0.5318287,-0.4306883,-0.674483,-0.34414205,1,Sergio Arribas
-0.30403307,-0.24762288,0.7446437,-0.3203537,0.19033161,-0.35001025,-0.5395074,-0.24091658,1,Kepa Arrizabalaga
0.15292569,-0.6590336,0.7688084,0.07947789,0.22634229,0.14422995,-0.06177827,0.058963418,1,Arthur
-0.6008819,-0.20665064,0.555219,-0.25044596,0.24453172,-0.48104227,-0.60823524,-0.4095227,1,Takuma Asano
-0.5697127,-0.2543065,0.032464743,0.037509218,-0.09292841,-0.29879206,-0.282155,-0.49030522,1,Raúl Asencio
-0.013085887,-0.3416049,0.13367562,0.113826625,-0.2597295,0.06402591,-0.04634986,-0.24854001,1,Marco Asensio
-0.036992237,-0.31132805,0.1863831,0.12012684,-0.13471748,0.15547866,-0.108400136,-0.2670067,1,Marco Asensio
-0.2668043,-0.44806784,-0.15727317,0.28610852,-0.35474357,-0.020760387,0.21404007,-0.17963812,1,Kristjan Asllani
-0.34200644,-0.21848324,0.41923946,-0.094062075,0.04539371,-0.29327217,-0.36012757,-0.2396515,1,Iago Aspas
-0.65482694,-0.2971199,0.834702,-0.23540115,0.6924607,-0.41952768,-0.7575863,-0.38669735,1,Yaser Asprilla
-0.15129754,-0.2613816,0.14720713,0.15390797,-0.0624373,0.015103397,-0.08713945,-0.23261271,1,Lorenz Assignon
0.41851372,-0.48575974,0.08547889,0.1431439,-0.6729569,0.31948522,0.17967832,-0.3623344,0,Dehmaine Assoumani
-0.29616192,-0.23392856,0.18549278,0.15813713,0.096592456,-0.029330611,-0.22808576,-0.3267707,1,Valentin Atangana Edoa
-0.27128345,-0.18063259,0.4285746,-0.12537378,-0.07412948,-0.26487318,-0.37435028,-0.26678413,1,Arthur Atta
-0.3120353,-0.2898636,0.34339613,-0.13273263,-0.32290906,-0.3163782,-0.23988704,-0.20777439,1,Noah Atubolu
-0.52467775,-0.22911811,0.39221817,-0.15682805,-0.13012648,-0.44247943,-0.44721958,-0.4050261,1,Emil Audero
-0.14051116,-0.6266195,0.16684896,0.32668376,0.081446365,0.020563934,0.2951158,0.1495842,1,Tommaso Augello
-0.16816817,-0.42965287,0.13770387,0.17836623,-0.040076446,-0.03447134,0.08426735,-0.016807973,1,Carlos Augusto
-0.5793584,-0.283219,-0.064244896,0.30138433,0.28920048,-0.08305901,-0.24429266,-0.48046935,1,Yann Aurel Bisseck
1.0687733,-0.8621108,0.84561914,-0.28511003,-0.5950456,0.62165666,0.1599867,0.061728776,0,Brandon Austin
-0.26351172,-0.3343552,0.03590925,0.17782946,-0.46495777,0.06519158,-0.061040968,-0.54235256,1,Ezequiel Ávila
-0.03947331,-0.29196563,0.48459834,-0.06544106,0.04497512,-0.011910406,-0.32673386,-0.16547334,1,Taiwo Awoniyi
0.06954229,-0.38698,0.18424861,0.2558741,-0.22807737,0.22859357,0.06884387,-0.26264447,1,Yasin Ayari
0.43197125,-0.7613754,0.2245836,0.23198509,-0.3905242,0.28199333,0.46498686,0.13039201,0,Florian Ayé
-0.442142,-0.26005146,-0.03663221,0.2635533,0.06182758,-0.05429098,-0.18271023,-0.46686125,1,André Ayew
-0.27452728,-0.3714493,-0.05294639,0.2104842,-0.36550638,-0.06141515,0.07735406,-0.2659483,1,Jordan Ayew
-0.35168827,-0.26378167,0.11602058,0.21170822,0.14831753,0.0059977407,-0.20767142,-0.3776465,1,Jordan Ayew
-0.25039864,-0.4299434,-0.10757208,0.26537088,-0.2488168,-0.021718994,0.18459487,-0.12586561,1,Neil El Aynaoui
-0.008036569,-0.37080854,0.581432,-0.10442245,-0.0096804835,-0.10057488,-0.19547637,-0.047036156,1,Ayman Azhil
-0.07829203,-0.21717283,0.3803575,-0.09056258,-0.019755986,-0.06771585,-0.33026356,-0.17769131,1,Adam Aznou
-0.3918995,-0.39299524,0.6072929,0.084438056,0.49895784,-0.033770114,-0.51946706,-0.33645767,1,Adam Aznou
-0.17809409,-0.39004076,0.3983971,0.062237106,0.08940326,-0.08019686,-0.16271111,-0.090701014,1,César Azpilicueta
0.486997,-0.7514533,0.19362193,0.3303203,-0.46832052,0.3283709,0.5084519,0.059143543,0,Paulo Azzi
-0.2038722,-0.2282834,0.34982663,0.026859589,0.0698207,-0.050369695,-0.3036595,-0.28029814,1,Oussama El Azzouzi
-0.24837053,-0.19686982,0.23504758,0.043710835,-0.051730193,-0.10804471,-0.23353475,-0.29412162,1,Papa Ba
-0.24723484,-0.25797614,0.05323407,0.17002235,-0.23792818,-0.034851346,-0.073552564,-0.35574183,1,Shavy Babicka
-0.13304497,-0.24047397,0.23547968,0.11649961,-0.040349636,0.02920295,-0.16286471,-0.27418774,1,Jacopo Bacci
-0.36852956,-0.19129795,0.42165828,-0.05458191,0.19108507,-0.2614147,-0.4122189,-0.27570078,1,Aliou Badara Baldé
-0.44693518,-0.2333758,-0.0048284084,0.14095025,-0.07062305,-0.17352001,-0.19066401,-0.44112659,1,Loïc Bade
-0.67388225,-0.27564466,-0.035034865,0.13777053,0.17136651,-0.24267933,-0.32018137,-0.54327035,1,Milan Badelj
-0.32659328,-0.23366964,0.0015407205,0.19419457,-0.15207458,-0.061233036,-0.13303412,-0.44363776,1,Benoît Badiashile
-0.06844656,-0.34109253,-0.013056144,0.1900182,-0.400593,0.10207793,0.0026411414,-0.36205328,1,Alex Baena
-0.080146335,-0.37462866,0.61923605,-0.20473045,0.012505736,-0.20727116,-0.26484886,0.017626941,1,Juma Bah
0.26118475,-0.47951078,0.51605034,-0.03655538,-0.13051458,0.09213883,-0.029266551,-0.0016278923,1,Juma Bah
-0.59068495,-0.25732353,0.10429944,-0.008303903,-0.08945869,-0.33936957,-0.3309412,-0.48937678,1,Leon Bailey
0.27809632,-0.3388216,-0.02335,0.10840003,-0.80227035,0.36629912,-0.029870361,-0.7101098,0,Eric Bailly
-0.1787859,-0.31132227,0.8013406,-0.23690641,0.26087895,-0.18423861,-0.48904127,-0.20531815,1,Theo Bair
-0.07497294,-0.28152907,0.51018393,-0.08735359,0.029179845,-0.053237274,-0.31445128,-0.19701953,1,Stefan Bajcetic
0.6349644,-0.64898175,-0.061276406,0.013680816,-1.4565743,0.23996177,0.3948729,-0.5300678,0,Cédric Bakambu
-0.44466746,-0.23388231,0.82222974,-0.30346242,0.42675185,-0.389447,-0.6271026,-0.2917799,1,Mitchel Bakker
-0.41975224,-0.48670733,-0.03718105,0.13743408,-0.15023133,-0.25226706,0.11985123,0.03700158,1,Mitchel Bakker
-0.18114212,-0.2827354,0.06944238,0.18851927,-0.09885374,0.014512177,-0.025250673,-0.2187585,1,Darryl Bakola
0.33996147,-0.5195735,0.7281508,-0.21478137,-0.04098192,0.09833926,-0.1711939,0.07802731,1,Ridle Baku
-0.20544627,-0.21704115,0.38975078,-0.11847745,-0.18100138,-0.188304,-0.32976097,-0.24896304,1,Ridle Baku
-0.20049827,-0.30030283,0.1517782,0.07879854,-0.24227408,-0.064879626,-0.08667311,-0.24269392,1,Dilane Bakwa
-0.68335867,-0.25134146,0.16214365,-0.055535585,0.04820333,-0.39361754,-0.440835,-0.5373405,1,Tommaso Baldanzi
-0.11578669,-0.32829916,0.572104,-0.05731705,0.18637617,-0.038876615,-0.41271073,-0.17032678,1,Alejandro Balde
0.4188835,-0.7650832,0.26244462,0.2792462,-0.3254566,0.27279675,0.4539554,0.15908384,0,Keita Baldé
