P_Cluster_0,P_Cluster_1,P_Cluster_2,P_Cluster_3,P_Cluster_4,Player,Cluster
2.843703e-26,0.9820698,3.077484e-05,0.01789938,1.7357682e-20,Marc Bernal,0
6.956431e-08,4.5316597e-17,2.4903641e-13,0.733163,0.26683685,Bernardo,2
0.0,1.5707792e-05,0.0,0.99998426,0.0,Juan Bernat,2
8.025445e-18,0.6858056,0.31419438,8.549416e-14,3.4015587e-26,Juan Bernat,0
0.0,0.0,0.0,0.0,1.0,Maxime Bernauer,1
0.0,1.0,0.0,0.0,0.0,Antoine Bernede,0
1.0205984e-12,1e-45,0.0,1.6048848e-32,1.0,Alexander Bernhardsson,1
0.00013182865,9.2531024e-14,0.9998684,1.3342659e-27,3.6693704e-19,Victor Bernth Kristiansen,4
4.1167498e-26,9.2195805e-06,0.99999094,1.3466267e-13,1.2887513e-22,Matúš Bero,4
0.0,1.0,0.0,0.0,0.0,Juan Berrocal,0
0.0,0.8312362,3.4326824e-36,0.1687638,1.3873332e-18,Dimitry Bertaud,0
0.0,0.93332565,9.20442e-24,0.066674225,1.3379491e-22,Jan-Niklas Beste,0
0.0,1.0,0.0,8.8157995e-35,5.727413e-19,Beto,0
1.9004001e-20,0.99888146,0.0011185096,2.6161273e-33,1.4e-44,Sam Beukema,4
0.9982898,1.1255627e-21,9.659583e-18,0.0015847712,0.00012528415,Alessandro Bianco,3
0.00012378817,0.0015966343,0.9982796,5.747664e-32,4.217015e-25,Alessandro Bianco,4
4.346938e-21,4.298153e-07,1.0,6e-45,4.02734e-27,Mika Biereth,4
0.55812263,4.8262973e-11,0.4418778,7.2546724e-26,1.2511026e-16,Jaka Bijol,3
0.0,1.0,4.590546e-36,0.0,6.2014796e-36,El Bilal Touré,0
4.1580141e-22,5.835762e-09,1.0,0.0,3.671649e-36,Philip Billing,4
0.0,1.4595877e-09,0.0,1.0,2.2883622e-35,Philip Billing,2
0.0,1.0,2.7147376e-30,0.0,0.0,Cristiano Biraghi,0
0.00027703884,2.5679042e-12,0.99972254,6.1903014e-28,5.6606474e-25,Cristiano Biraghi,4
1.0,0.0,1.5343977e-09,0.0,2.9977872e-36,Samuele Birindelli,3
0.0,0.0,0.0,2.4238776e-11,1.0,Tom Bischof,1
0.0,0.006830928,1.2204713e-24,0.99316895,1.0325873e-20,Yves Bissouma,2
3.562467e-06,0.0025186825,0.99747777,6.4795925e-12,1.4691047e-11,Leonardo Bittencourt,4
0.0,4.3074245e-08,0.0,1.0,1.14978464e-10,Emmanuel Biumla,2
8.281497e-10,4.447362e-27,0.0,1.5197162e-06,0.9999986,Marco Bizot,3
3.2339604e-12,4.3105933e-10,1.0,0.0,3.967737e-39,Bjarki Bjarkason,4
4.85327e-40,0.998024,2.3021195e-18,0.0019305968,4.5234407e-05,Antonio Blanco,0
1.7789549e-13,0.113402784,0.8865932,3.5169826e-06,2.953217e-19,Ludovic Blas,4
5.4217453e-31,0.010915375,1.91423e-14,0.9850487,0.004035913,Daley Blind,2
0.047237508,2.5883978e-10,0.9527627,5.829273e-14,1.826302e-11,Myron Boadu,4
0.10691623,6.620929e-08,0.892478,0.00060545857,2.0937648e-08,Augustine Boakye,4
1.8420104e-25,7.840252e-26,0.0,0.007174994,0.99282515,Oscar Bobb,1
0.0,0.0,0.0,1.0,1.1643956e-31,Mathéo Bodmer,2
5.594456e-09,0.0,1.0,0.0,0.0,Sacha Boey,4
0.0,0.28569412,0.71430576,0.0,4.4440703e-35,Jeremie Boga,4
1.1963658e-12,2.8431933e-07,1.0,3.612084e-18,5.671973e-33,Lamare Bogarde,4
0.0,1.0,0.0,0.0,0.0,Emil Bohinen,0
0.0,1.0,0.0,0.0,6.0783306e-29,Adama Boiro,0
3.9353027e-22,0.041562688,0.95843756,1.0471547e-17,4.8435657e-24,Willy Boly,4
0.861178,5.768091e-17,6.504005e-36,1.6988265e-15,0.13882202,Moïse Bombito,3
0.99594945,1.8302178e-15,9.39679e-07,1.8453926e-11,0.00404988,Warren Bondo,3
0.0,1.0,0.0,1.2615026e-15,3.326606e-25,Warren Bondo,0
0.0,0.0,0.0,1.9953253e-08,1.0,Victor Boniface,1
0.0,1.0,5.897809e-17,3.4776682e-35,0.0,Kevin Bonifazi,0
0.0,4.0630604e-13,0.0,1.0,3.3393598e-13,Ange-Yoan Bonny,2
0.0,0.98994935,0.010050739,0.0,0.0,Sebastiaan Bornauw,0
1.776362e-27,0.0,0.0,0.00011422286,0.9998856,Sven Botman,1
1.0,5.070929e-22,3.883972e-13,6.840191e-33,9.329954e-16,Saïmon Bouabré,3
0.9995376,9.459591e-21,0.0004628528,2.2524031e-20,2.6384965e-11,Ayyoub Bouaddi,3
0.0,2.1334316e-05,0.0,0.99997866,0.0,Badredine Bouanani,2
0.0,1.0,3.6589507e-15,0.0,0.0,Benjamin Bouchouari,0
0.0,1.0,0.0,0.0,0.0,Hicham Boudaoui,0
0.0,3.3514505e-10,1.0,0.0,0.0,Carlo Boukhalfa,0
1.0770411e-06,1.0658358e-14,0.99999905,0.0,1.623599e-31,Justin Bourgault,4
0.99978215,6.741172e-37,1.166807e-36,2.8337e-41,0.00021772253,Benjamin Bourigeaud,3
0.99996185,1.2871675e-06,3.7089063e-05,3.9138148e-13,7.806719e-08,Edoardo Bove,3
3.9598555e-07,1.7302469e-10,1.0,1.258387e-17,4.0972905e-19,Jarrod Bowen,4
0.9996124,2.0060585e-28,0.00038714384,3.3810855e-15,2.9055371e-07,Enzo Boyomo,3
1.1783794e-35,0.9999934,4.135786e-06,2.3122263e-06,1.4514712e-15,Enzo Boyomo,0
0.0,0.99985033,0.00014991588,0.0,0.0,Domagoj Bradarić,0
0.0,0.0006421474,0.0,0.9993579,0.0,Conor Bradley,2
9.616931e-07,1.5416893e-07,0.99999905,8.158201e-19,2.8935789e-19,Bilal Brahimi,4
5.8583227e-13,0.029061373,0.9709354,2.7388303e-06,2.8237168e-14,Julian Brandt,4
0.9999495,7.618468e-14,2.2975737e-06,2.2805957e-14,4.8093578e-05,Jarrad Branthwaite,3
2.4539209e-13,0.00020011091,0.9997997,8.519173e-14,5.5188147e-17,Darko Brašanac,4
1.3772476e-12,0.0010824158,0.007913963,0.99100363,1.0298723e-10,Lilian Brassier,4
1.1904348e-33,1.0,4.4392132e-10,7.033449e-20,0.0,Lilian Brassier,4
6.781037e-06,1.8205491e-06,0.99999136,1.3843703e-29,3.0873432e-24,Matthias Braunöder,4
0.0,1.0,0.0,0.0,0.0,Iker Bravo,0
3.0761585e-27,0.02146419,8.4286046e-05,0.9784517,1.4993375e-08,James Bree,2
2.8498176e-14,1.289286e-09,1.0,0.0,4.760368e-39,Tim Breithaupt,4
2.4106783e-10,3.079648e-18,2.7404588e-30,0.9918296,0.008170635,Gleison Bremer,2
0.97191656,9.6031975e-08,0.025982743,0.002100524,2.3153606e-11,Brenner,4
0.0,1.0,0.0,1.4598165e-12,0.0,Ben Brereton,0
0.8185337,6.470455e-19,0.0,7.1885e-41,0.18146627,Marco Brescianini,3
0.0,0.00081991695,2.7636248e-25,0.99918014,8.960758e-32,Maximilian Breunig,2
0.0,0.0,0.0,1.8064907e-35,1.0,Anthony Briançon,1
2.295028e-05,8.606872e-38,0.0,7.8302545e-22,0.99997705,Nathan Broadhead,3
1.0,1.411e-42,2.23773e-40,0.0,3.2941897e-14,Armando Broja,3
1.7524134e-10,2.2563482e-07,1.0,4.3203227e-36,6.831065e-33,David Brooks,4
0.0,3.7224144e-16,0.0,1.0,2.451305e-10,Arvid Brorsson,2
0.99728,0.0,0.0027199634,0.0,0.0,Moritz Broschinski,3
1.0,0.0,1.875671e-24,0.0,1.6344134e-29,Nathaniel Brown,3
0.0,3.9142684e-10,0.0,1.0,5.8395633e-30,Jacob Bruun Larsen,2
0.0,0.0,0.0,1.0,3.7201763e-36,Jacob Bruun Larsen,2
2.998773e-12,0.0001708192,0.9998293,3.2452565e-19,1.0358811e-21,Tajon Buchanan,4
1.0089613e-17,4.271439e-06,0.9999962,1.9286954e-25,1.6705164e-25,Tajon Buchanan,4
1.5959842e-16,0.0,0.0,5.392765e-12,1.0,Ante Budimir,1
4.4264475e-06,0.0003743734,0.99926966,0.00035147113,1.8620456e-11,Emi Buendía,4
3.757224e-31,0.78812456,0.21187538,0.0,0.0,Emi Buendía,4
3.2368095e-36,1.0937004e-12,1.0,0.0,0.0,Manu Bueno,4
0.0,0.9999995,4.9519207e-07,1.6483352e-18,2.2839864e-33,Santiago Bueno,0
0.0002535762,9.1491044e-14,0.99974626,7.0441127e-34,4.388285e-31,Endika Buján,4
0.0,8.776716e-18,0.0,0.9999995,3.553446e-07,Marius Bülter,2
0.00016401552,0.0006331663,0.99920213,8.180052e-10,9.935292e-07,Facundo Buonanotte,4
2.0886879e-11,1.8422496e-06,0.99999815,1.2371537e-32,3.0825976e-26,Alessandro Buongiorno,4
0.0,0.0,0.0,0.0,1.0,Cameron Burgess,1
0.0,3.823378e-09,0.0,1.0,8.7218774e-11,Jonathan Burkardt,2
0.0,1.0,1.5578864e-20,5.2e-44,0.0,Oliver Burke,0
0.99997336,1.2372163e-15,5.219076e-12,1.4370744e-16,2.7100954e-05,Dan Burn,3
0.0,3.3459448e-21,0.0,1.0,5.572414e-27,Rareș-Cătălin Burnete,2
0.0,0.0,0.0,9.2488156e-10,1.0,Wes Burns,1
5.4051036e-15,0.75771666,0.24228331,9.0988236e-30,3.2196204e-27,Marnon Busch,4
1.3291526e-31,2.2797908e-18,1.0,0.0,0.0,Gianluca Busio,4
0.0,0.0,0.0,4.508309e-19,1.0,Aurélio Buta,1
0.00059887004,0.0,0.99940115,0.0,0.0,Jean Butez,4
0.0,0.0,0.0,4.053502e-09,1.0,Nathan Butler-Oyedeji,1
0.0,0.0,0.0,1.0,6.3845486e-17,Marcin Bułka,2
1.3235765e-05,1.1515385e-21,0.9999866,0.0,1.5255047e-37,Pau Cabanes,4
3.515936e-10,2.6396785e-23,1.0,0.0,7e-45,Pau Cabanes,4
0.0,1.0,1.1658802e-12,0.0,0.0,Rémy Cabella,0
4.404573e-07,0.94915503,0.05084441,3.025705e-10,2.15287e-40,Leandro Cabrera,4
2.8634402e-17,8.530531e-27,0.0,0.00014878485,0.9998513,Liberato Cacace,1
0.0,1.0,7.714379e-17,0.0,5.1755104e-19,Alessio Cacciamani,0
1.8875067e-17,0.0,0.0,0.0,1.0,Anthony Caci,1
0.99074054,3.1225493e-06,0.0092564905,4.6101902e-18,8.667689e-13,Mathieu Cafaro,4
1.0,2.51e-43,1.4132745e-22,0.0,0.0,Moisés Caicedo,3
0.0,0.0,0.0,0.0,1.0,Tom Cairney,1
0.0,0.0,0.0,0.0,1.0,Jens Cajuste,1
0.0,1.0,3.5680965e-14,0.0,5.497864e-25,Davide Calabria,0
0.015384509,5.1001766e-17,0.98461574,3.6081914e-23,1.0979305e-20,Davide Calabria,4
0.0,3.1858688e-24,0.0,1.0,1e-45,Riccardo Calafiori,2
3.6870873e-14,0.0,0.0,6.3105918e-27,1.0,Luca Caldirola,1
1.2102494e-11,7.246207e-06,0.9999929,0.0,5.5573094e-31,Fernando Calero,4
0.99992657,1.8246868e-18,1.0572321e-06,8.2708135e-13,7.224661e-05,Duje Ćaleta-Car,3
0.0,1.0,0.0,1.3250572e-23,0.0,Hakan Çalhanoğlu,0
0.99811774,4.1051817e-16,2.3801187e-13,1.16537705e-17,0.0018821607,Dominic Calvert-Lewin,3
0.0,0.0,0.0,1.3043221e-05,0.99998707,Drissa Camara,1
1.6118482e-06,1.1417e-40,8.9165666e-32,3.4818342e-21,0.99999815,Issiaga Camara,3
1.347082e-27,5.6697283e-16,7.74e-43,1.0,5.0385225e-08,Lamine Camara,2
1.3747706e-15,0.0069774236,0.9930226,3.050001e-13,1.4028763e-21,Mahdi Camara,4
0.0,1.0,0.0,9.003632e-15,0.0,Ousmane Camara,0
1.8954802e-09,9.05484e-06,0.99999136,2.8058707e-18,5.944305e-28,Francesco Camarda,4
4.505265e-08,5.04994e-09,1.0,3.4262946e-23,6.010801e-19,Eduardo Camavinga,4
3.6455947e-12,2.110523e-17,0.0,0.0029922232,0.99700755,Nicolò Cambiaghi,3
0.0,0.0,0.0,7.7036e-41,1.0,Andrea Cambiaso,1
0.97674143,6.532046e-08,2.364275e-12,0.0130964825,0.010162209,Axel Camblan,3
4.3141069e-13,4.8826337e-17,4.637011e-13,0.007381041,0.9926188,Sergio Camello,4
1.0,0.0,0.0,0.0,1.7504767e-20,José Campaña,3
1.0,0.0,3.498124e-17,0.0,0.0,Thomas Campaniello,3
0.0,0.9999962,3.7321872e-06,1.0470823e-18,1.1268415e-31,Cole Campbell,0
0.0,1.7411693e-13,0.0,1.0,1.0110593e-36,Emre Can,2
0.0,0.0,0.0,0.00041288903,0.9995872,Peio Canales,1
0.13516445,7.69684e-11,0.86483556,1.5080629e-07,1.1132586e-09,Matteo Cancellieri,4
2.3840835e-33,1.0,1.1078952e-09,1.3230448e-34,5.044628e-12,Fali Candé,0
1.0,1.6718573e-11,3.7959672e-10,7.759186e-12,4.5587137e-07,Antonio Candela,3
7.079816e-24,0.0031169753,0.9968835,0.0,2.9301405e-30,Antonio Candela,4
1.7528778e-10,2.9047565e-29,0.0,2.633234e-10,1.0,Sergi Canós,1
7.71744e-40,1.3903061e-17,0.0,0.99274,0.0072599305,Jaydee Canvot,2
5.796182e-09,2.6162948e-12,1.0,1.26163e-40,5.589492e-33,Pierrick Capelle,4
1.4663985e-10,2.8251234e-06,0.9999971,2.0606091e-26,9.532477e-28,Gianluca Caprari,4
0.9999934,1.619497e-39,6.635025e-06,0.0,2.7261284e-18,Elia Caprile,3
1.5253114e-24,0.7091575,0.2908423,1.5e-44,3.9070763e-22,Elia Caprile,0
0.0,1.0,1.7468515e-16,1.53e-43,0.0,Gabin Capuano,0
0.0,0.0,0.0,0.00047506197,0.99952495,Francesco Caputo,1
0.0,0.0,0.0,1.0,3.1408185e-34,Maxence Caqueret,2
0.0,1.0,0.0,0.0,0.0,Maxence Caqueret,0
6.1289496e-36,0.9980807,0.0019192328,3.2531838e-15,8.250792e-12,Simon Cara,0
0.0,0.0,0.0,0.9999995,5.0397165e-07,Andrea Carboni,2
0.9985601,4.449672e-26,1.34303445e-11,4.7520456e-14,0.0014403417,Franco Carboni,3
1.7e-44,0.99951094,0.00048927387,1.5876692e-26,6.7895584e-38,Valentin Carboni,0
0.0,1.0,1.9630073e-28,2.3756859e-07,0.0,Dani Cárdenas,0
9.95173e-08,1.25148e-08,1.0,4.6267677e-11,1.0894451e-19,Irvin Cardona,4
8.279091e-19,8.656297e-15,4.7666e-09,0.84086543,0.15913443,Irvin Cardona,4
0.015770866,0.00020825474,0.98402053,1.18186705e-07,1.4575275e-11,Marc Cardona,4
2.847163e-20,0.9999718,2.8053542e-05,2.8450302e-31,2.1721102e-31,Sergi Cardona,0
0.0006906474,1.7891713e-08,2.1609338e-05,0.6231663,0.37612158,Johnny Cardoso,4
1.3624798e-05,4.659475e-14,0.9999866,1.1805598e-38,9.476524e-22,Tiago Cardoso,4
0.0,0.0,0.0,1.3108622e-06,0.99999875,Patrik Carlgren,1
0.0,0.9994802,0.0,0.00051975355,1.1372574e-31,Diego Carlos,0
0.0,0.00040280592,8.722918e-39,0.99959713,3.2155025e-08,José Carlos González,2
0.0,1.0,1.0036198e-36,4.4177602e-17,3.21e-43,Carmona,0
0.00011374791,0.0077345306,0.99215174,3.4642318e-26,1e-45,Marco Carnesecchi,4
0.021533206,0.0015081882,0.00014473753,0.9708962,0.0059177415,Sergio Carreira,4
1.0,7.181307e-15,1.30878195e-14,4.6388102e-38,3.0385355e-19,Dani Carvajal,3
1.0,0.0,0.0,0.0,6.2806205e-27,Fabio Carvalho,3
9.51e-43,0.0,0.0,0.0,1.0,William Carvalho,1
2.9052114e-21,0.99391884,0.0060809962,6.5543226e-08,5.6850416e-23,Cesare Casadei,0
0.011981079,2.650621e-12,0.9880188,3.720874e-20,2.1347148e-19,Marc Casado,4
0.0,1.7160194e-25,1.0,0.0,0.0,Nicolò Casale,4
0.0,1.0,9.559866e-12,0.0,0.0,Nicolò Casale,0
0.0,0.0,0.0,0.0,1.0,Casemiro,1
3.4677395e-24,0.00024176066,4.90743e-25,0.9997583,1.2986967e-13,Kaelan Casey,4
4.606441e-09,4.803914e-38,6.359318e-32,1.9324093e-06,0.99999815,Matty Cash,3
0.00091385684,2.877519e-06,0.9990829,4.391344e-11,4.8749864e-16,Eiran Cashin,4
0.0,1.0,4.220819e-15,0.0,0.0,Josué Casimir,0
1.0,0.0,0.0,0.0,5.3976185e-32,Federico Cassa,3
0.9931739,2.849337e-27,6.0929124e-09,2.1014783e-12,0.0068260375,Cristian Cásseres Jr.,3
9.891372e-25,0.0,0.0,0.0,1.0,Timothy Castagne,1
4.731959e-06,5.7667417e-12,0.99999523,0.0,2.0841774e-24,Valentín Castellanos,4
0.0,0.0,0.0,5.932223e-23,1.0,Jean-Charles Castelletto,1
0.0,2.2710707e-30,0.0,1.0,4.6680157e-21,Santiago Castro,2
0.0,4.846659e-29,0.0,1.0,6.6178096e-12,Gaetano Castrovilli,2
0.9253844,2.0511144e-16,3.4869305e-07,9.939423e-11,0.07461525,Gaetano Castrovilli,3
0.0,0.6923987,8.905483e-25,0.30760145,8.846026e-14,Danilo Cataldi,0
8.454781e-36,1.2674717e-06,6.6348583e-16,0.9999986,6.503664e-19,Catena,2
1.27209985e-08,4.2344213e-19,0.0,0.00017959272,0.9998204,Maximiliano Caufriez,1
1.0,0.0,1.5010307e-09,0.0,1.9066657e-21,Enzo Caumont,3
0.0,0.0,0.0,0.0,1.0,Dani Ceballos,1
1.1080173e-06,4.7274725e-07,0.9998779,3.7032825e-07,0.0001200634,Abdoulie Ceesay,4
0.00062280975,2.8963568e-30,0.99937695,0.0,5.06976e-40,Zeki Çelik,4
1.0,0.0,2.74128e-40,0.0,1.369538e-20,Fabien Centonze,3
0.0,0.90721065,0.0,0.09278949,1.4185343e-16,Alberto Cerri,0
0.0,0.0,0.0,0.00030226598,0.99969774,Franco Cervi,1
2.858213e-17,0.98444885,0.0155482385,2.8717043e-06,2.0724584e-25,Julian Chabot,4
1.0,2.689508e-20,1.0466199e-09,2.160009e-20,8.533745e-10,El Chadaille Bitshiabu,3
0.0,0.20161816,0.7983817,0.0,9.949405e-36,Fares Chaïbi,4
0.0,1.0,8.619789e-37,0.0,3e-45,Trevoh Chalobah,0
0.988607,1.2847757e-14,0.0031988388,0.0026712874,0.0055230716,Trevoh Chalobah,3
0.0,0.0,0.0,1.2e-42,1.0,Timothy Chandler,1
0.0,0.0,0.0,0.0,1.0,Conor Chaplin,1
6.739371e-15,0.030894514,0.96910197,3.228473e-06,3.3743786e-19,Brendan Chardonnet,4
1.0,5.2e-44,2.3040033e-15,1.9224478e-29,9.678451e-10,Gabriel Charpentier,3
2.7888126e-07,0.0026072008,0.99739224,2.514348e-09,1.1746047e-13,Raúl Chasco,4
1.5067163e-12,0.0,1.0,0.0,0.0,Anrie Chase,4
4.930119e-31,3.830778e-06,0.9999962,0.0,1.0386837e-34,Pep Chavarría,4
7.703036e-15,6.2421063e-06,0.9999934,1.1758417e-21,1.32867875e-27,Arthur Chaves,4
9.95585e-08,1.7714343e-21,3.18041e-28,0.025040634,0.9749592,Jhoanner Chávez,2
1.0,8.495406e-39,3.0166881e-24,0.0,6.811504e-12,Walid Cheddira,3
0.0,0.9938468,1.2087573e-33,0.006153179,3.4876896e-25,Walid Cheddira,0
5.199e-41,1.0,1.4648174e-12,2.7570296e-35,0.0,Chema,4
0.0,2.1002934e-07,0.0,1.0,8.126249e-32,Théo Chennahi,2
2.38459e-40,0.0,0.0,0.0,1.0,Sidiki Cherif,1
0.051288396,4.643502e-08,0.7819911,0.16672051,2.990002e-11,Rayan Cherki,4
0.0,0.0,0.0,7.3696515e-25,1.0,Youssef Chermiti,1
0.0,0.0,0.0,1.6832801e-15,1.0,Lucas Chevalier,1
1.0,0.0,4.020063e-09,0.0,5.7e-44,Fabio Chiarodia,3
9.119229e-28,1.9952727e-11,7.848052e-21,1.0,5.955917e-16,Julián Chicco,2
0.0,1.0,0.0,0.0,0.0,Leandro Chichizola,0
0.09546476,3.3717207e-12,0.9036291,0.00090617855,3.0373403e-20,Federico Chiesa,4
1.6216398e-05,0.0012127917,0.998771,4.041413e-16,9.129823e-18,Ben Chilwell,4
0.9963466,1.6008343e-13,0.003653784,1.2968365e-11,1.4425025e-10,Chiquinho,3
0.99996567,6.5550524e-33,3.425235e-05,3.771611e-17,5.4338298e-11,Chiquinho,3
0.00028715594,1.031389e-06,0.99971193,1.9325957e-13,4.503944e-11,Pedro Chirivella,4
0.99956805,2.2917022e-10,2.1872362e-05,8.066815e-12,0.0004105099,Joris Chotard,3
0.9844373,4.0096885e-23,0.015562689,1.874292e-15,1.03789234e-10,Hamza Choudhury,3
1.0,3.262568e-29,8.888655e-16,2.4260535e-28,2.722724e-11,Andreas Christensen,3
0.0,0.9597493,0.0,0.040250685,4.5847953e-33,Ryan Christie,0
3.24894e-05,3.437854e-05,0.9999332,3.9740787e-08,1.1609577e-13,Carney Chukwuemeka,4
0.99302065,1.3704501e-16,0.0069795866,2.6469178e-12,7.447191e-12,Samuel Chukwueze,3
0.0,0.0,0.0,1.0,2.0675523e-20,Aaron Ciammaglichella,1
1.9019642e-15,0.83304965,0.1669503,2.0619866e-17,0.0,Jasper Cillessen,4
0.0,1.6408319e-18,0.0,1.0,6.741318e-32,Giuseppe Ciocci,2
0.0,0.0,0.0,0.9999995,4.854308e-07,Alessandro Circati,2
1.0,5.629824e-20,1.893008e-39,0.0,1.9194777e-09,Pathé Ciss,3
0.99579364,1.0688991e-19,4.380244e-07,3.4100126e-13,0.0042063044,Alphadjo Cissè,3
1.8171086e-33,0.09873564,0.8661928,0.03507136,5.0791314e-24,Djaoui Cissé,4
0.99914104,7.7028634e-14,0.0008586451,1.6e-43,7.546621e-21,Seydouba Cissé,3
0.0,0.035589416,1.6962052e-36,0.96441054,1.2954268e-27,Yoann Cissé,2
0.0,0.0,0.0,5.4408046e-13,1.0,Patrick Ciurria,1
0.0,0.0,0.0,4.272138e-05,0.9999573,Harry Clarke,1
0.9995094,8.795043e-08,0.0004903431,7.5587856e-08,1.2713328e-09,Jack Clarke,3
2.1881304e-21,0.0016435789,0.9983562,4.853065e-27,1.9660163e-24,Alexis Claude-Maurice,4
0.0,0.00039677738,0.0,0.99960333,2.4575847e-12,Jonathan Clauss,2
3.2166414e-13,0.020817813,0.97876346,0.0004183714,3.2918115e-20,Silvi Clúa,4
0.0002568713,2.1616456e-12,0.9997435,5.3506295e-25,1.3889462e-21,Nathaniel Clyne,4
1.180574e-14,8.575576e-15,2.6062607e-37,1.0,2.448856e-10,Conor Coady,2
1.012944e-08,9.455199e-19,1.0,2.72507e-39,1.08e-43,Marcus Coco,4
0.0,0.9997871,1.4234213e-06,0.00021144048,1.5236368e-31,Saúl Coco,0
0.0,0.99999815,1.7169331e-06,0.0,3.405704e-24,Séamus Coleman,0
4.4060724e-13,0.0048380084,0.9951623,2.1311005e-13,1.8073808e-19,Nathan Collins,4
4.498683e-14,1.9132092e-07,4.3734752e-10,0.9999995,2.815115e-07,Nnamdi Collins,4
9.695511e-05,3.813614e-15,0.9999027,0.0,1.760367e-28,Toby Collyer,4
1.0,1.8289197e-15,7.25182e-19,4.421465e-34,8.210522e-09,Lorenzo Colombo,3
0.0,7.4180345e-05,0.0,0.9999258,0.0,Andrea Colpani,2
3.932391e-07,0.0,0.9999995,0.0,0.0,Levi Colwill,4
0.0,1.132249e-05,0.0,0.9999886,6.9817636e-31,Florinel Coman,2
0.0,1.0,0.0,1.5399742e-24,1.791e-42,Kingsley Coman,0
0.0,1.0,1.2240262e-13,3.5824148e-34,0.0,Eray Cömert,4
0.0,0.0,0.0,0.007428889,0.99257106,Santi Comesaña,1
9.168666e-26,0.0,0.0,1.4081184e-08,1.0,Pietro Comuzzo,1
0.0,0.0,0.0,0.98923624,0.010763636,Francisco Conceição,2
0.9809744,1.2974182e-22,2.3526168e-18,0.019025365,4.581396e-10,Diego Conde,3
1.0,0.0,9.2629884e-26,0.0,1.9488e-41,Tomás Conechny,3
0.9949639,3.0764568e-24,0.0050336677,2.5111551e-06,1.1085076e-25,Alois Confais,4
0.0,1.0,0.0,0.0,0.0,Sirlord Conteh,0
6.9644702e-06,2.3352949e-35,0.0,2.2230797e-29,0.9999929,Lewis Cook,3
5.909e-42,0.0,0.0,7.2731443e-10,1.0,Copete,1
6.9475234e-37,6.542919e-08,4.752394e-20,1.0,9.493345e-23,Diego Coppola,2
4.1719614e-12,1.8285233e-06,2.2745075e-27,0.99999815,1.8201084e-15,Francis Coquelin,4
4.156694e-07,0.04475324,0.9548995,0.00032606066,2.0701842e-05,Iker Córdoba,4
0.0,3.2632237e-24,0.0,1.0,6.0846277e-33,Derek Cornelius,2
0.0,2.4033927e-06,0.0,0.9999977,0.0,Maxwel Cornet,2
2.3090079e-09,1.0318773e-11,1.0,0.0,0.0,Maxwel Cornet,4
0.0,1.6535245e-18,0.0,1.0,5.218385e-10,Pierre Cornud,2
0.0,0.0,0.0,3.040983e-11,1.0,Ángel Correa,1
2.603316e-32,0.442509,0.01244996,0.54504114,5.9489686e-16,Joaquín Correa,2
0.0,4.4836147e-14,0.0,1.0,1.9916984e-30,Thierry Correia,2
2.08939e-33,2.0441418e-21,0.0,0.9999966,3.4656746e-06,Alberto costa,2
2.9911293e-05,1.16419535e-07,0.99997044,3.1415725e-12,3.3208263e-09,Coba da Costa,4
0.0,0.0,0.0,3.8378298e-20,1.0,Danny da Costa,1
9.948092e-18,0.45870197,0.54129803,2.0717582e-07,9.091884e-30,David Costa,4
5.802147e-08,0.0013639906,0.99863625,0.0,2.6630798e-25,Logan Costa,4
0.0,1.0,3.3538173e-13,1.1600265e-12,1.8320623e-22,Logan Costa,0
4.877153e-05,7.298454e-05,0.9998627,1.5926025e-05,9.317723e-15,Samu Costa,4
2.6023208e-19,0.9981973,0.0018027305,1.1331375e-34,0.0,Grégoire Coudert,4
0.0,0.0,0.0,7.7444935e-07,0.99999905,Vladimír Coufal,1
1.793935e-15,0.0036827186,0.996317,4.888958e-07,3.8010424e-12,Lassana Coulibaly,4
1.1320362e-07,3.3962235e-07,1.0,7.6626074e-11,9.278834e-18,Lasso Coulibaly,4
1.6325577e-05,5.1373217e-15,0.99998385,8.975534e-14,1.8327012e-19,Mamadou Coulibaly,4
7.164107e-12,8.494419e-20,1.0,0.0,0.0,Soumaïla Coulibaly,4
5.9356015e-10,0.0117876325,0.9882125,4.310702e-24,1.22759726e-23,Tanguy Coulibaly,4
1.7367613e-28,1.0,1.8095813e-08,0.0,0.0,Woyo Coulibaly,0
5.8432002e-21,3.154023e-28,1.0,0.0,0.0,Woyo Coulibaly,4
0.0,1.7810447e-26,0.0,1.0,7.915688e-32,Marius Courcoul,2
0.0,0.0,0.0,0.008220428,0.9917796,Thibaut Courtois,1
1.852328e-12,1.2766326e-05,0.99998707,0.0,2.205789e-28,Yan Couto,4
8.848243e-05,5.513932e-06,0.99988794,2.7951843e-09,1.8213226e-05,Nicolas Cozza,4
5.755839e-35,5.1352355e-26,0.0,0.9449553,0.05504476,Aaron Cresswell,2
0.0,1.0,0.0,3.616238e-31,0.0,Charlie Cresswell,0
4.9962124e-05,7.355346e-07,0.9997874,0.00016197194,5.2126834e-18,Bryan Cristante,4
0.0,1.0,0.0,3.1272643e-32,0.0,Domen Črnigoj,0
1.0,8.651772e-38,0.0,0.0,7.628836e-14,Juan Cruz Armada,3
0.99450815,0.0005558976,0.0049330206,1.4053616e-06,1.3000421e-06,Juan Cruz,3
0.0,1.0,2.4015312e-37,0.0,0.0,Juan Cuadrado,0
