L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,Cluster,Player
-0.089491546,0.58216476,0.88174057,-0.658654,0.11193313,0.28877345,0.3452408,0.14637575,0.00041213632,0.045394987,-0.35243043,0.24835399,-0.23134398,-0.010777853,-0.034821525,-0.03549022,1,Alessandro Bastoni
0.29931086,0.8267221,1.4948769,-1.419818,-0.10749728,-0.48500365,3.3171883,0.875741,-1.2084469,0.74769866,-1.8998668,-0.03327752,0.70772386,-0.24251485,0.46741503,1.809276,0,Augusto Batalla
0.09527093,0.49995568,0.5531195,-0.5663438,-0.689864,0.21680996,1.0653274,0.37516242,-0.44444922,0.40395644,-0.63566005,0.074697286,-0.2052652,0.35918307,0.07661499,0.010811646,1,Michy Batshuayi
0.03980227,0.4484408,0.7515024,-0.641125,0.9686945,0.16871208,0.6086948,0.27017125,-0.15137741,-0.44232953,-0.06797591,0.10486914,-0.1599693,-0.0844911,-0.27920592,0.3233226,1,Dylan Batubinsika
-0.08697453,0.20738795,0.4687339,-0.5171984,-0.28832236,0.2980577,0.36063227,0.20706853,-0.11492424,0.17097513,-0.3860563,0.04508756,-0.27699444,0.0749716,0.0024731755,-0.13158183,1,Maximilian Bauer
0.071517214,0.1867165,0.4498691,-0.3568104,-0.013550824,0.06974349,0.10845725,0.16890982,0.037220526,0.14484608,-0.17807055,-0.0326071,-0.13395938,0.11250435,-0.14900638,0.0027405322,1,Oliver Baumann
0.15431342,-0.11221516,0.4239092,-0.34784982,0.23812342,-0.15022342,0.28642437,0.2718775,-0.060204074,0.14338022,-0.28667045,-0.22594532,0.12910871,-0.06501118,-0.17745978,0.37160704,1,Christoph Baumgartner
0.15996517,0.22533756,0.5607523,-0.34446692,0.088266045,0.053576104,0.0046636276,0.14877191,0.09638027,0.14611095,-0.17068458,-0.025687292,-0.111875914,0.123725116,-0.29756057,0.038019374,1,Rafael Bauza
0.51661295,0.18609998,0.196154,-0.28300402,-0.20445669,-0.24212414,0.3032584,0.40312722,-0.27753866,0.37296438,-0.34927315,-0.18052998,0.049561433,0.46879986,-0.22980739,0.19947124,1,Altay Bayındır
-0.22237882,0.25257367,0.80371344,-0.713758,0.699304,0.17999172,0.5537964,0.16718769,0.07452446,-0.28409478,-0.17845404,0.11061685,-0.17943776,-0.36593992,-0.09889384,0.36172542,1,Ihlas Bebou
0.041732684,-0.09538227,0.49108297,-0.42958868,0.13963905,-0.0795095,0.35542282,0.25137043,-0.07240312,0.15875615,-0.36245143,-0.18525976,0.063775934,-0.11655075,-0.119135134,0.32932904,1,Adrian Beck
0.4348705,-0.41627577,0.19244015,-0.42908415,0.43835518,-0.39479986,0.2156748,0.3411928,-0.38608882,0.107027285,-0.38646287,-0.5200127,0.19171664,0.12516077,-0.32277122,0.5005778,1,Sheraldo Becker
0.15615197,0.40871677,0.5369802,-0.46224612,-0.52973413,0.15027514,0.45081818,0.21681505,-0.17815292,0.37793553,-0.44772482,-0.008131847,-0.22713509,0.38984478,-0.03815359,-0.039885264,1,Timo Becker
0.36748236,-0.2446647,0.6544963,-0.58347714,0.8229183,-0.17806046,0.19448832,0.15144056,-0.3441604,-0.21862131,-0.2604925,-0.43701667,-0.013678765,0.13420288,-0.63622206,0.43130368,1,Jan Bednarek
0.4071424,0.50592667,0.4931193,-0.30991074,-0.39109865,0.090552725,0.350975,0.2790838,-0.17629734,0.3499444,-0.31260067,0.0430329,-0.17022641,0.5328794,-0.24387972,-0.08556038,1,Donny van de Beek
0.25483403,0.28644878,0.54648775,-0.32789865,0.063378535,0.024621733,0.09796338,0.18419969,0.059716508,0.12890849,-0.13885027,0.024528056,-0.08527655,0.18904468,-0.27543738,0.015271127,1,Hannes Behrens
-0.11128816,0.38619772,0.7338141,-0.6306475,-0.39321312,0.31021434,-0.015686901,0.042770997,0.09510398,0.43869486,-0.47273508,-0.021081634,-0.40057966,0.21159002,-0.05757919,-0.12564665,1,Kevin Behrens
0.33525646,0.5273695,0.5828059,-0.32619882,-0.026904183,0.12091602,0.311689,0.30076247,-0.13061067,0.12756085,-0.22260442,0.13814646,-0.037768483,0.32900408,-0.21283278,-0.07084727,1,Maximilian Beier
0.33331916,0.9396098,0.6297231,-0.2892099,0.09229939,0.3815312,0.42840222,0.4946279,-0.31814584,0.06359635,-0.2900983,0.35081914,-0.016596911,0.42527476,-0.14064673,-0.1864115,1,Luken Beitia
0.07481313,0.6417724,0.9050839,-0.57370085,-0.16475582,0.36344802,0.18732241,0.13108316,-0.050102755,0.20381375,-0.4032882,0.22734353,-0.26877224,0.23926675,-0.17621733,-0.25406477,1,Ismael Bekhoucha
0.14702275,0.74051493,0.99823993,-0.6642053,0.055639334,0.26496273,0.35389498,0.1477274,-0.0076072887,0.070813805,-0.38484254,0.32871577,-0.22834633,0.1190295,-0.14676256,-0.08049573,1,Reda Belahyane
0.7580618,-0.14224358,0.12816373,-0.44829082,0.30158,-0.48475748,0.3282614,0.48636258,-0.571488,0.1964606,-0.35462862,-0.47177893,0.15160877,0.5865699,-0.45540577,0.44671363,1,Reda Belahyane
-0.098076314,0.56965137,1.0312395,-1.0564522,-0.6426474,0.19177324,1.555811,0.27482647,-0.4136562,0.3419447,-0.9917704,0.19371495,-0.21192446,-0.06554524,0.36072612,0.30200955,0,Haris Belkebla
0.2710888,0.51815283,0.46754718,-0.33187854,-0.40759704,0.16937435,0.48686105,0.33718932,-0.25311854,0.32229602,-0.35515532,0.058546305,-0.13376653,0.47997996,-0.06610057,-0.07789999,1,Yassin Belkhdim
0.5030758,-0.12755804,0.37481436,-0.467524,0.40478116,-0.327184,0.2892785,0.27450347,-0.37074015,0.023153082,-0.3023277,-0.38470936,0.051506557,0.28301167,-0.44818085,0.37236202,1,Stefan Bell
0.26602054,-0.066684395,0.58166945,-0.48306292,0.44509214,-0.28105775,0.69032824,0.3037436,-0.25383785,0.08704856,-0.35131043,-0.28849047,0.21884719,0.007988848,-0.1834553,0.6550336,1,Armel Bella Kotchap
0.34819248,0.28587258,0.50179565,-0.2645404,-0.0015840549,-0.008165471,0.01952509,0.19940074,0.030952014,0.20705995,-0.15364778,-0.014953338,-0.0654179,0.27744558,-0.33962888,-0.03399011,1,Raoul Bellanova
0.26820314,0.18520916,0.19419318,-0.26499245,-0.30464417,0.0014621988,0.2472056,0.32701707,-0.17450818,0.326573,-0.25448078,-0.08606061,-0.1291282,0.3896059,-0.06876056,-0.023118299,1,Raoul Bellanova
0.38662338,-0.1989758,0.15987426,-0.30898592,0.343655,-0.23652494,0.05568298,0.32188505,-0.20287743,0.07995567,-0.13877273,-0.33494398,0.038776495,0.23904145,-0.33606392,0.22639221,1,Jean-Ricner Bellegarde
0.32062203,0.5435364,0.5120723,-0.3864674,-0.52466536,0.10903717,0.767748,0.38181376,-0.37247634,0.3678105,-0.49339992,0.028768688,-0.074679196,0.4896653,-0.09490126,0.034391537,1,Héctor Bellerín
0.32245696,0.32275468,0.46211314,-0.27695996,-0.05038335,0.045098133,-0.050971486,0.20818356,0.06281636,0.26313066,-0.15190797,-0.0008728951,-0.14395505,0.31644818,-0.3188696,-0.08756992,1,Jude Bellingham
0.31466138,0.36169964,0.6402334,-0.44970495,0.4565513,0.06953276,0.33234107,0.20990328,-0.106723025,-0.12784746,-0.10563889,0.01691629,-0.1648147,0.19437137,-0.44669703,0.10381871,1,Jeanuël Belocian
-0.06306794,0.237375,0.67475086,-0.645189,-0.26546353,0.14925838,0.7120488,0.17660184,-0.13936265,0.16333729,-0.46285346,0.05125542,-0.17963514,-0.0093122795,0.042392343,0.0858489,1,Andrea Belotti
0.24082258,0.69491583,0.65321505,-0.44942695,0.26691326,0.21768004,0.51438254,0.38749388,-0.18630889,-0.08851811,-0.21828833,0.27639586,-0.025701247,0.20414613,-0.0697224,0.040779285,1,Fran Beltrán
0.16414638,0.35932004,0.6094992,-0.40184915,-0.156951,0.16286951,0.13851945,0.16338968,-0.021355614,0.2002863,-0.25997373,0.058878124,-0.16051547,0.24456182,-0.17382675,-0.13871592,1,Lucas Beltrán
-0.006733611,0.52778924,0.7708863,-0.5382139,-0.24100009,0.3551209,0.1661557,0.1411491,-0.057305455,0.25549138,-0.40162128,0.13947478,-0.28465506,0.23337878,-0.11822104,-0.23547427,1,Eliesse Ben Seghir
0.20751515,0.6254572,0.6725111,-0.40510955,-0.012348985,0.27619734,0.22963192,0.2760985,-0.120251,0.12101975,-0.28434318,0.20345408,-0.12845309,0.28688946,-0.1885086,-0.16655827,1,Carlos Benavídez
0.26129442,0.46720672,0.51373756,-0.31861478,-0.1774397,0.17598459,0.24083053,0.27993578,-0.11589964,0.22721025,-0.22955656,0.08705202,-0.12841648,0.38833213,-0.18194588,-0.14012814,1,Adrian Benedyczak
0.32448602,-0.011023931,0.28911167,-0.3985842,-0.29651168,-0.21041456,0.35845944,0.31805354,-0.28921756,0.39733872,-0.51727796,-0.25298047,0.0459958,0.2452561,-0.10162509,0.20778877,1,László Bénes
0.39628667,0.20015875,0.31114504,-0.22437519,-0.07363925,-0.10027677,0.06773409,0.26709855,-0.041262984,0.25127137,-0.16079974,-0.080679856,-0.03939307,0.32973993,-0.263233,0.0129698105,1,Iker Benito
0.21926437,0.46760243,0.6867199,-0.42685193,-0.30223534,0.19267792,0.14467844,0.14870283,-0.02169364,0.32349586,-0.34352204,0.06576355,-0.23087683,0.34666058,-0.21953228,-0.15719935,1,Ismaël Bennacer
0.14909205,0.3744462,0.70089006,-0.45027065,0.3383856,0.11665688,0.15117225,0.15971364,0.09578446,-0.026818395,-0.14063852,0.09020519,-0.16032144,0.04892981,-0.32458997,0.10698666,1,Ismaël Bennacer
-0.073064566,0.35854018,0.65612036,-0.62565136,-0.6194885,0.2672892,0.42012957,0.098381266,-0.14680521,0.38801837,-0.5551036,0.001500085,-0.36527377,0.26602632,0.05593063,-0.11278996,1,Saïd Benrahma
0.0020109266,0.18754625,0.6282284,-0.7119951,-0.6852414,0.07720501,0.9786369,0.27481025,-0.40312406,0.4757071,-0.8309399,-0.088677086,-0.13894579,0.09673935,0.16244565,0.14067166,1,Ramy Bensebaini
0.117385976,-0.60419226,0.33777195,-0.44123504,0.65177083,-0.21755262,0.4118654,0.3342526,-0.32248402,-0.018746987,-0.3797298,-0.51123166,0.24845089,-0.23082575,-0.25969106,0.60164386,1,Nabil Bentaleb
0.25047246,0.24368,0.74817824,-0.5409842,0.39645678,0.0010854378,0.43581963,0.17488922,-0.11160165,-0.12174797,-0.22934651,-0.048955142,-0.05707761,0.086848065,-0.33351105,0.2827382,1,Rodrigo Bentancur
0.33597586,0.99951935,0.66601276,-0.29068252,0.05964552,0.40480915,0.4818112,0.51019514,-0.35983834,0.08400608,-0.3333779,0.37133732,-0.009695327,0.44335765,-0.13365614,-0.20021246,1,Daniel Bentley
-0.026523888,-0.058882043,0.7692815,-0.5612363,0.64778656,0.08584555,0.17735246,0.16495344,-0.015718266,-0.11770439,-0.33235195,-0.2563622,0.033836916,-0.22552177,-0.41406775,0.46485513,1,Lucas Beraldo
0.15879959,-0.02524075,0.24526617,-0.26552895,-0.020885726,-0.013600551,0.14654167,0.26422065,-0.063117936,0.16015892,-0.18067716,-0.12874386,-0.038461648,0.10895718,-0.16096966,0.02607584,1,Yuri Berchiche
0.13968825,0.53233516,0.81813145,-0.5051334,-0.29588258,0.2877824,0.18863419,0.12207467,-0.05865845,0.2747621,-0.3975601,0.1335007,-0.24744047,0.30571187,-0.18550064,-0.22603716,1,Álex Berenguer
-0.08818844,0.51683414,1.0206635,-0.83577347,-0.77915937,0.3090631,0.56390554,-0.0231224,-0.18240875,0.45490006,-0.7953709,0.048076615,-0.4124627,0.2494115,0.005811438,-0.09988642,1,Sander Berge
0.29969385,0.67791617,0.63611907,-0.29075307,-0.18698679,0.2658356,0.2136186,0.30714715,-0.14299385,0.3057822,-0.29510203,0.15487447,-0.14148489,0.45962566,-0.23920533,-0.21565972,1,Lucas Bergvall
0.21491079,0.6589073,0.62238586,-0.38660747,-0.15048017,0.2816719,0.43368754,0.34890068,-0.24772573,0.16527493,-0.3468965,0.19083339,-0.08800425,0.3646428,-0.087402515,-0.13486211,1,Medon Berisha
0.3979312,0.24267113,0.5675256,-0.34093344,0.08055391,-0.05659657,0.031954825,0.18627697,-0.019413695,0.1772994,-0.22532253,-0.06469123,-0.05383943,0.26582655,-0.3972306,0.04852425,1,Mergim Berisha
0.34313887,0.891218,0.53337747,-0.26167315,0.07698226,0.35220468,0.44725478,0.5298403,-0.3228112,0.06952663,-0.2521863,0.31865442,-0.0056545157,0.45520243,-0.11366785,-0.1508295,1,Mergim Berisha
0.37495792,0.07487062,0.44819808,-0.33950317,0.22176233,-0.17935656,0.28361464,0.22293529,-0.15803283,0.081395395,-0.18745528,-0.19673087,-0.0044625755,0.2302869,-0.37093076,0.22054969,1,Adrian Bernabe
0.040841535,0.16411895,0.5284324,-0.3776335,0.22630714,0.03992916,0.23991442,0.19971044,0.10849415,0.04096605,-0.14081539,0.001605317,-0.06514165,-0.0690872,-0.13981579,0.18515491,1,Marc Bernal
0.09944534,-0.09243506,0.43102992,-0.44773448,0.09724055,-0.1850357,0.55553305,0.35123348,-0.18831381,0.25404868,-0.44484383,-0.18816534,0.12487405,-0.105050705,-0.041038588,0.38315132,1,Bernardo
0.37406707,-0.08787386,0.44925445,-0.37747675,0.41874364,-0.17456634,0.24080415,0.21480608,-0.2407597,-0.044181854,-0.18131068,-0.29563352,0.014369862,0.20649941,-0.42489237,0.27610773,1,Juan Bernat
0.08540358,0.26438665,0.6151439,-0.40580386,0.16167632,0.092287816,0.1280159,0.14811994,0.10958125,0.0631662,-0.16285914,0.041575998,-0.13209361,0.031789035,-0.23174194,0.0796683,1,Juan Bernat
0.32643116,0.6442062,1.2074158,-1.1659441,-0.20200278,-0.3865649,2.544122,0.70123667,-0.9492868,0.61051005,-1.5240133,-0.075400464,0.5227312,-0.07365625,0.34708548,1.4040982,0,Maxime Bernauer
0.3387343,0.75393397,0.63738537,-0.5004104,0.75714165,0.19348496,0.66265166,0.45658916,-0.30682665,-0.3041596,-0.13325433,0.20792529,-0.090143554,0.21350229,-0.30171573,0.19899371,1,Antoine Bernede
0.20538826,0.35302126,0.876572,-0.88003486,-0.33464116,-0.21570005,1.5468594,0.49793285,-0.57547617,0.45994797,-0.9925898,-0.08594968,0.22470899,0.061500076,0.22225393,0.7171013,0,Alexander Bernhardsson
0.112880774,0.5164904,0.72599995,-0.46295422,-0.33728898,0.30822736,0.19114162,0.16216254,-0.07475208,0.313411,-0.37298074,0.11119689,-0.25703135,0.34814253,-0.13318342,-0.23706199,1,Victor Bernth Kristiansen
0.22139479,0.27327567,0.6777619,-0.416316,-0.022177761,0.051855557,0.03876114,0.10754365,0.06392434,0.17829643,-0.25471073,-0.00650689,-0.11075761,0.1719895,-0.29862761,-0.00027543306,1,Matúš Bero
-0.03165123,0.3392041,0.7208607,-0.64915025,0.9493569,0.12834936,0.64374745,0.27670375,-0.07744357,-0.4236257,-0.06631528,0.062336788,-0.104734905,-0.18713716,-0.17324997,0.43260047,1,Juan Berrocal
0.61172116,0.23187815,0.18981409,-0.2811272,0.22101453,-0.1482243,0.15151195,0.364573,-0.2440292,0.11351146,-0.093822196,-0.116313905,-0.13290697,0.49507886,-0.50845546,-0.007067617,1,Dimitry Bertaud
0.24366206,0.0817601,0.37419373,-0.25683025,0.27431437,-0.07897627,0.13196924,0.22976384,-0.000102579594,0.04764636,-0.06766541,-0.11812052,-0.039098047,0.12317507,-0.2942449,0.15215199,1,Jan-Niklas Beste
0.19917844,0.3805689,0.85257906,-0.6537152,0.71360767,0.14314109,0.4654891,0.15606406,-0.08581951,-0.33891177,-0.12707265,0.06210798,-0.21179202,0.036327764,-0.42853585,0.24962404,1,Beto
0.18352297,0.6189186,0.69530016,-0.4647519,0.14486217,0.21325314,0.28308353,0.26739752,-0.055832908,0.04107356,-0.24640143,0.23432809,-0.12583028,0.17030127,-0.15039703,-0.055859048,1,Sam Beukema
0.32681847,0.1932662,0.18965778,-0.2586175,-0.24509409,-0.015735075,0.33551434,0.39677334,-0.21807861,0.31113014,-0.27002043,-0.090654045,-0.053537548,0.38737524,-0.13222036,0.03550929,1,Alessandro Bianco
0.09676805,0.5278504,0.7503966,-0.60051954,-0.03667091,0.23192683,0.43330124,0.21306777,-0.08789578,0.050936818,-0.31741387,0.2329939,-0.17172322,0.14445381,-0.04019922,-0.08079988,1,Alessandro Bianco
0.11888306,0.6336561,0.9495935,-0.5565569,-0.23578644,0.3523724,0.1335093,0.094747834,-0.033156663,0.25748193,-0.43671998,0.19378409,-0.272426,0.27305943,-0.22520894,-0.26561365,1,Mika Biereth
0.12792048,0.47362405,0.6732136,-0.5149827,-0.42618704,0.24606398,0.42383957,0.1950537,-0.17916366,0.27674863,-0.42474535,0.085400805,-0.22200479,0.3620793,-0.06145352,-0.13291901,1,Jaka Bijol
-0.185577,0.3367489,0.879578,-0.7105158,0.49833626,0.2367746,0.32793534,0.0986464,0.12816016,-0.14249676,-0.23606424,0.11918822,-0.25296628,-0.23296288,-0.20299615,0.22382565,1,El Bilal Touré
0.10089451,0.711142,1.0064701,-0.55432856,-0.27350417,0.42268398,0.10113326,0.0912238,-0.044924483,0.3074603,-0.45765632,0.2261036,-0.31331804,0.3206966,-0.25758603,-0.34984148,1,Philip Billing
0.01151225,-0.23339805,0.55898035,-0.43389574,0.47300214,-0.003966719,0.13666755,0.20199546,-0.06632839,0.0014096051,-0.3104443,-0.32528162,0.07243727,-0.17518997,-0.3857976,0.36433238,1,Philip Billing
-0.20156679,0.31070936,1.0159572,-0.7097755,0.39955372,0.27426887,0.18984732,0.01679723,0.1790937,-0.07024616,-0.31907678,0.056506127,-0.23217402,-0.22857586,-0.2832316,0.22577457,1,Cristiano Biraghi
0.061971396,0.4616581,0.6107165,-0.4503591,-0.31620803,0.2993894,0.27881145,0.21666728,-0.12748726,0.264902,-0.34250563,0.09507932,-0.22401099,0.32866335,-0.042960852,-0.19698383,1,Cristiano Biraghi
-0.08914983,0.4609286,0.7896914,-0.70022154,-0.6783941,0.33636102,0.4143765,0.071534105,-0.13274355,0.43424952,-0.621808,0.03197594,-0.4036591,0.30329385,0.05158697,-0.13311815,1,Samuele Birindelli
1.0942808,-0.4102706,-0.29762596,-0.3663115,0.06924506,-0.8516017,0.32420197,0.80813223,-0.93814003,0.6455121,-0.8023404,-0.6934985,0.46336564,0.69713324,-0.3965279,0.7198734,1,Tom Bischof
0.41509795,0.08868933,0.4605868,-0.36205727,0.26390374,-0.11686034,-0.02975284,0.21444483,-0.075858474,0.11911826,-0.18700649,-0.1652587,-0.062565416,0.2600044,-0.45200485,0.08907628,1,Yves Bissouma
0.24411523,0.3107922,0.6520903,-0.39772883,0.06963359,0.0014837906,0.23020066,0.15328199,0.04001482,0.096749686,-0.18871453,0.04014969,-0.07321246,0.1439056,-0.25304687,0.08348894,1,Leonardo Bittencourt
0.43612048,-0.06741755,0.33872315,-0.35941112,0.29825997,-0.2573957,0.23002622,0.27199462,-0.26210502,0.076864175,-0.2278028,-0.3136952,0.041001603,0.27134556,-0.40232134,0.29173052,1,Emmanuel Biumla
0.4691211,0.23747244,0.12828207,-0.2543166,-0.2995103,-0.1509407,0.3660042,0.44585758,-0.33818674,0.42072117,-0.37387878,-0.14008029,-0.034178175,0.5107401,-0.21557032,0.117460236,1,Marco Bizot
0.025105223,0.79663783,1.0772581,-0.6275228,-0.3165329,0.509125,0.23231256,0.11297467,-0.11370461,0.2868974,-0.5349269,0.2836224,-0.32053283,0.3053119,-0.14426154,-0.3630599,1,Bjarki Bjarkason
0.3673474,0.22880687,0.5805492,-0.43315202,0.33190885,-0.06812754,0.455733,0.23333204,-0.19641042,-0.066195264,-0.16747102,-0.07592933,-0.06160082,0.23126902,-0.37226123,0.21263297,1,Antonio Blanco
0.523538,0.55065095,0.4466232,-0.20834655,0.0048128553,0.034989335,0.2880263,0.36596686,-0.17227465,0.174205,-0.16390711,0.08270693,-0.030331885,0.4682186,-0.3583021,-0.056599434,1,Ludovic Blas
0.394894,0.21095785,0.60935473,-0.3991388,0.28249338,-0.15245114,0.47807664,0.23719671,-0.25181606,0.04588285,-0.24319611,-0.16030799,0.023711814,0.25723675,-0.4015664,0.25672704,1,Daley Blind
0.08929105,0.27842245,0.52228117,-0.4336725,-0.24220797,0.15060854,0.2291617,0.17175029,-0.055798605,0.21433477,-0.28525335,0.010338083,-0.18317924,0.22924626,-0.07786815,-0.08966474,1,Myron Boadu
0.35060006,0.13655826,0.17276701,-0.17332034,-0.0040602237,-0.10138707,0.058620553,0.32815439,-0.04363224,0.22866184,-0.08650431,-0.10905423,-0.004369328,0.31569958,-0.19863234,0.04114862,1,Augustine Boakye
0.3482309,0.14031777,0.61284226,-0.46612227,0.06254029,-0.3031652,0.8754388,0.38648814,-0.30721495,0.29808068,-0.5398288,-0.20653507,0.30959138,0.10290488,-0.09604847,0.6711123,1,Oscar Bobb
0.34826913,-0.57886255,0.17419559,-0.39400586,0.5082251,-0.3241278,0.23223327,0.3545033,-0.40052027,0.09533257,-0.39946786,-0.5743223,0.24689026,0.005420126,-0.31084278,0.51378715,1,Mathéo Bodmer
-0.32235396,0.5343323,1.0545721,-0.85163134,-0.53022826,0.535559,0.07505429,-0.060061082,0.054664016,0.43651387,-0.6554409,0.08904113,-0.5253737,0.15667315,-0.0017118007,-0.26513785,1,Sacha Boey
0.07679322,0.73600686,0.98569983,-0.6308957,-0.06304919,0.38561437,0.18039401,0.12758511,-0.028117634,0.1556912,-0.43907472,0.28372237,-0.28201032,0.17994207,-0.2040724,-0.21848534,1,Jeremie Boga
0.068468675,0.32059792,0.61667585,-0.43872803,-0.13165364,0.16745892,0.0141078215,0.10974271,0.058155023,0.25027198,-0.27396417,0.016335607,-0.22795159,0.17831397,-0.21381544,-0.13196531,1,Lamare Bogarde
0.17242543,0.4619312,0.7010934,-0.58579624,0.8045172,0.19134837,0.49030325,0.2782126,-0.13970868,-0.37799543,-0.075289935,0.11312243,-0.18530297,0.048129536,-0.35749787,0.23550907,1,Emil Bohinen
-0.26308304,0.15604775,0.98964345,-0.85567963,0.98613924,0.23076388,0.63768834,0.113143615,0.025261238,-0.48677802,-0.2006138,0.008105382,-0.14815828,-0.46554068,-0.22730677,0.50275093,1,Adama Boiro
0.041043118,0.3389224,0.7689462,-0.4915967,0.052297093,0.17549533,0.063544534,0.07868458,0.11134444,0.1258744,-0.2628585,0.06073065,-0.1985347,0.06261703,-0.26196945,-0.011552874,1,Willy Boly
0.07160142,0.23287314,0.7859469,-0.6910508,-0.19620243,-0.10118,1.1514025,0.343445,-0.34400445,0.3037124,-0.6552921,-0.053408302,0.101618476,0.004401624,0.097739145,0.4623614,1,Moïse Bombito
0.24140348,0.18788671,0.34580117,-0.34510535,-0.3633419,-0.010077871,0.4216268,0.29343185,-0.21779606,0.33358154,-0.39653978,-0.10252445,-0.078247234,0.2911924,-0.09519223,0.04419102,1,Warren Bondo
0.18243048,0.19735509,0.9086148,-0.6514895,0.71529514,0.075627066,0.3218444,0.1041443,-0.09687868,-0.25828815,-0.24763018,-0.13123941,-0.1119626,-0.01368434,-0.51283455,0.3575495,1,Warren Bondo
0.63149047,0.07163333,0.038818017,-0.31551382,-0.2979021,-0.32867715,0.46292925,0.57213503,-0.5503571,0.5364932,-0.59323674,-0.28317338,0.1337966,0.53817445,-0.22145787,0.30185536,1,Victor Boniface
0.3932039,0.7932559,0.62641084,-0.4276309,0.324592,0.2722782,0.48826966,0.44621205,-0.30758834,-0.13839895,-0.226614,0.27419958,-0.03269539,0.3510096,-0.22538534,-0.036050927,1,Kevin Bonifazi
0.45094287,-0.009921245,0.6470585,-0.55835253,0.5409641,-0.3332122,0.6595213,0.2454164,-0.4076638,-0.02019538,-0.36369604,-0.3386557,0.11007375,0.19041112,-0.42214215,0.58664984,1,Ange-Yoan Bonny
-0.33561867,0.26078886,1.1450291,-0.78537095,0.28149116,0.36337006,-0.008571783,-0.12132801,0.20107624,-0.0028135628,-0.39849842,-0.031375714,-0.31872365,-0.19027472,-0.38717014,0.14437595,1,Sebastiaan Bornauw
0.38668683,-0.00075311214,0.023018599,-0.24575403,-0.20033038,-0.18442944,0.27431086,0.4405058,-0.33966535,0.45071512,-0.44371405,-0.23424928,-0.006138075,0.30641603,-0.20834965,0.1378469,1,Sven Botman
-0.0030689687,0.3377053,0.63675284,-0.6427934,-0.45669746,0.23538479,0.67199796,0.20005502,-0.21647993,0.2169786,-0.508933,0.07534784,-0.24157661,0.17302424,0.064509496,-0.03285713,1,Saïmon Bouabré
0.11553331,0.34079733,0.4159932,-0.3805111,-0.47245827,0.17378679,0.53710145,0.31341445,-0.2682055,0.3440025,-0.42681926,-0.014778554,-0.15584908,0.34015787,-0.0026518553,-0.064380795,1,Ayyoub Bouaddi
0.36529857,-0.1415836,0.34715536,-0.4057716,0.5703515,-0.1956145,0.23579948,0.26637495,-0.28317708,-0.10317615,-0.13991202,-0.3471564,0.0025478099,0.20989744,-0.44520444,0.33018062,1,Badredine Bouanani
0.14769793,0.67003804,0.68006873,-0.4876842,0.33952418,0.2340393,0.43493786,0.33438015,-0.13288055,-0.08978099,-0.22561361,0.2630981,-0.095498815,0.114244364,-0.10396012,0.03388656,1,Benjamin Bouchouari
-0.47120607,0.26096317,1.2268502,-0.9339964,0.67098415,0.40754214,0.3464189,-0.035436958,0.18266127,-0.2559823,-0.39340588,0.053743362,-0.29048744,-0.4896035,-0.28925988,0.37618765,1,Hicham Boudaoui
-0.168282,0.47917977,1.1882924,-0.7980569,-0.089941286,0.40723285,-0.09181618,-0.11996274,0.20396544,0.21607278,-0.5058477,0.09914754,-0.4052097,0.0131302625,-0.32878506,-0.10101916,1,Carlo Boukhalfa
-0.018316343,0.5560713,0.90389746,-0.5857325,-0.29978624,0.38225648,0.058423385,0.062001273,0.010978274,0.33586985,-0.45112675,0.12923601,-0.3440728,0.24491692,-0.19148389,-0.27834028,1,Justin Bourgault
0.16603564,0.41640946,0.57496727,-0.57441515,-0.8464155,0.080749325,0.89580816,0.26465267,-0.46419927,0.5231428,-0.7833876,-0.07142615,-0.21289854,0.409011,0.023020282,0.07552104,1,Benjamin Bourigeaud
0.42806256,0.54793847,0.4035084,-0.1933016,-0.26634064,0.06377577,0.43211228,0.40414408,-0.27391645,0.3270511,-0.27513185,0.036917984,-0.0150037175,0.5405683,-0.22565272,-0.050662402,1,Edoardo Bove
0.1384399,0.35590586,0.62801087,-0.43462092,-0.26087746,0.17392439,0.12862892,0.129731,-0.0038258135,0.27238417,-0.30787224,0.035335883,-0.22180024,0.2654559,-0.16397321,-0.14169742,1,Jarrod Bowen
0.04618022,0.17209499,0.41575736,-0.4219771,-0.3656282,0.11766853,0.3779078,0.1801298,-0.13610898,0.26776177,-0.36960402,-0.049151883,-0.21842542,0.17062718,-0.06560077,-0.06425361,1,Enzo Boyomo
0.087349385,0.24124831,0.53697777,-0.38177806,0.28545925,0.0664938,0.08750136,0.182264,0.110475406,0.046372965,-0.12563264,-0.013299093,-0.13751727,0.030224927,-0.28352022,0.14449815,1,Enzo Boyomo
-0.28676075,0.270777,1.1251372,-0.7682003,0.24891248,0.34639588,-0.01133392,-0.11490704,0.1906665,0.014123544,-0.39140794,-0.023206964,-0.3184114,-0.15500942,-0.3872488,0.11005451,1,Domagoj Bradarić
0.10815348,-0.0125220865,0.6266328,-0.4667099,0.48469457,-0.052384935,0.2617782,0.19040738,-0.015617527,-0.02861163,-0.22155488,-0.19523576,0.021906188,-0.086099274,-0.30429554,0.37761652,1,Conor Bradley
