L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,Cluster,Cluster_KMeans,Cluster_Agglom,Cluster_GMM,GMM_Confidence,Recon_Error,Player
-0.30262208,-0.09817653,-0.04702068,0.024102911,-0.28617024,-0.022229284,0.17098576,0.34936,-0.31720692,0.20849882,-0.022582054,-0.019530527,4,4,4,2,0.98830116,0.035408773,Michael Amir Murillo
-0.8744016,-0.18479365,-0.19477138,0.16290438,0.87745094,0.073391795,-0.009089917,-0.3754691,0.7434893,-0.119248725,-0.39490148,1.3194339,4,4,4,0,1.0,0.08373908,Nadiem Amiri
-0.39887094,-0.56782764,-0.2695388,0.90703446,0.17290717,-1.1568838,0.088140905,0.06483225,0.36673903,-0.22169903,-0.08756685,0.35957792,3,3,3,3,1.0,0.037767164,Samuel Amo-Ameyaw
-0.55837166,-0.20042984,-0.33019626,0.46510035,-0.10124141,-0.27244556,-0.0018684156,0.5025792,0.01380907,-0.0054895803,-0.19546193,0.32622188,1,3,4,1,0.98122746,0.048703082,Samuel Amo-Ameyaw
-0.42386794,-0.5540215,-0.0031284168,0.3135967,-0.38673335,-0.61577153,0.4256369,0.060957156,-0.1413667,0.39684904,0.19766065,-0.28700632,4,4,4,2,0.9553394,0.2547666,Mathis Amougou
-0.24725214,-0.11311241,-0.22510508,-0.14848839,0.04330028,-0.044946574,0.32154375,0.02992919,0.09743591,-0.5371068,-0.7260606,0.20763488,4,4,4,4,0.99999905,0.022329938,Mathis Amougou
-0.65729505,-0.4833278,-0.03661602,-0.16399954,-0.23855428,0.02008763,0.5286705,-0.0062599406,0.16301988,-0.2879572,-0.6553147,0.2809674,4,4,4,4,0.9999295,0.035219386,Mohamed Amoura
-0.2880526,-0.2654418,-0.6655664,0.9012176,0.15659858,-0.7797373,-0.26443133,0.6456715,-0.11859763,-0.24897888,-0.18130352,0.42725858,3,3,3,3,0.99998,0.03201018,Sofyan Amrabat
-0.9666802,0.08437545,0.5092864,-1.0265855,-0.22605012,0.86971855,0.88524675,-1.1447545,0.83389217,0.36006594,-0.051727936,-0.61476606,0,0,0,0,1.0,0.047834415,Joachim Andersen
-0.41366976,-0.3046567,0.0072805732,-0.22662081,-0.19683993,-0.0155261755,0.27043566,0.11741625,-0.12721352,-0.16896819,-0.46591625,-0.019135706,4,4,4,4,0.9986877,0.041882493,Joachim Andersen
-1.0334691,-0.102735095,-0.6379656,-0.21076383,0.052376673,-1.2452785,-1.6641483,1.6542234,-0.95071167,2.0869923,1.2085536,0.61221397,1,1,1,1,1.0,0.17961554,Elliot Anderson
-0.74690443,-0.24208798,-0.108222716,-0.3713302,0.32365012,0.3150586,0.5784984,-0.61267674,0.5586836,-0.38813353,-0.7189102,0.41581926,4,4,4,0,0.992943,0.022960875,André
