L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,Cluster,Cluster_KMeans,Cluster_Agglom,Cluster_GMM,GMM_Confidence,Recon_Error,Player
-0.51838356,-0.48030698,-0.13704705,-0.13941355,0.100496024,0.024660617,0.21436459,-0.013535917,0.10498802,-0.27357996,-0.9131906,0.58443975,4,4,4,4,0.99999905,0.04196418,Lucas Bergvall
-0.6748931,-0.2740956,-0.21013284,0.022478312,0.42121226,0.071963534,0.028154517,-0.1488916,0.26440465,-0.24768336,-0.5892571,0.7165472,4,4,4,4,0.9751754,0.018695876,Medon Berisha
-0.59577507,-0.43303174,0.11998479,-0.44246238,-0.5444188,0.18331034,0.3580451,0.19859555,-0.29394475,0.29154867,-0.36176366,-0.017501786,4,4,2,4,0.95871085,0.04660118,Mergim Berisha
-0.75783604,-0.040750697,0.17187953,-0.577911,0.48960343,0.7366899,0.53878325,-0.70557016,0.43337703,-0.0657757,-0.69512,0.7216659,4,4,4,0,1.0,0.04990483,Mergim Berisha
0.012358859,0.25764817,0.14654794,-0.090769455,-0.28930706,0.18420263,0.34204382,0.23631367,-0.13928081,0.16583453,0.11825329,-0.17879093,2,4,2,2,0.5045279,0.22085655,Adrian Bernabe
-0.2708214,0.076361336,-0.16665688,-0.32644057,-0.44804597,0.3995908,0.5580607,0.17803445,-0.22782135,-0.2875809,-0.12380945,0.10504617,0,4,2,0,0.9820698,0.042235695,Marc Bernal
-0.4356271,-0.0071970625,-0.68701464,0.4035474,-0.14608471,-0.11924705,-0.22537503,0.72946244,-0.49314326,-0.007109549,0.23957705,0.41507483,2,2,3,2,0.733163,0.0644365,Bernardo
-0.089542754,0.41331193,0.12510449,-0.3707235,-0.87454265,0.6412031,0.57600623,0.38120043,0.009451643,0.5947614,0.5995097,-0.3611527,2,0,2,2,0.99998426,0.08854822,Juan Bernat
-0.25822425,-0.108891174,-0.018645741,-0.44700944,-0.4189184,0.12912716,0.64238936,0.033789247,-0.085863814,-0.3280955,-0.38978392,-0.15489908,0,4,2,0,0.6858056,0.022754947,Juan Bernat
-0.568889,-0.808631,-0.28908265,1.8781617,0.9364392,-2.6029353,-0.9365862,1.0078254,-0.34661782,1.6199701,1.5568097,0.8390003,1,1,1,1,1.0,0.116604134,Maxime Bernauer
-1.1243764,0.07252914,0.3280906,-0.92614937,0.050946694,1.1620777,0.7325601,-1.3128831,1.0293043,0.43064082,-0.09370423,-0.115238756,0,0,0,0,1.0,0.039670784,Antoine Bernede
-0.3829612,-0.47785622,-0.17994255,1.0543591,0.5678897,-1.3952594,-0.4899,0.5299326,-0.33921784,0.7168436,0.5849254,0.51497626,1,3,1,1,1.0,0.033525873,Alexander Bernhardsson
-0.34271795,-0.37325296,-0.35677436,0.05253163,0.13971315,-0.18081346,0.14525755,0.058363546,0.15268032,-0.46199667,-0.9123291,0.4553001,4,4,3,4,0.9998684,0.02118584,Victor Bernth Kristiansen
-0.5378099,-0.5841969,-0.18787506,-0.042930037,-0.6492731,-0.22883748,0.5120071,0.21312824,-0.12448206,0.032628678,-0.34498584,-0.12236753,4,4,4,4,0.99999094,0.06255814,Matúš Bero
-0.8134758,0.17581601,0.55328864,-0.9436275,-0.18750152,0.59691954,0.69727105,-1.2656922,0.9820542,0.5980062,0.31847402,-1.0360825,0,0,0,0,1.0,0.0589704,Juan Berrocal
-0.8533275,-0.512172,-0.007205248,-0.7270286,-0.7550299,0.5389666,0.34444922,0.19669393,-0.23359185,0.62848455,-0.36342594,0.3643543,0,0,2,0,0.8312362,0.15085274,Dimitry Bertaud
-0.36833858,0.089721024,-0.13584706,-0.47467977,-0.5017165,0.6910111,0.5282027,0.08097342,-0.15073816,0.120346874,-0.023426607,0.048354812,0,4,2,0,0.93332565,0.08328326,Jan-Niklas Beste
-0.96754783,-0.30526757,0.848167,-0.5983068,-0.8328068,0.25482446,0.9480761,-0.7017721,0.6771005,0.7558741,0.22507441,-0.8804496,0,0,0,0,1.0,0.045181256,Beto
-0.6304449,-0.17153247,0.12573142,-0.65167075,-0.018643584,0.40758383,0.5872339,-0.56301326,0.31929922,-0.18739249,-0.532364,-0.10460122,4,4,4,0,0.99888146,0.044011306,Sam Beukema
-0.13797116,0.048598617,-0.29503796,0.2027292,0.4289066,-0.2451509,-0.5761016,0.19387119,-0.25658435,0.1794546,-0.36490452,0.5349042,3,3,3,3,0.9982898,0.06452064,Alessandro Bianco
-0.59747803,-0.20090844,0.015443884,0.013311967,0.17627662,-0.15745485,0.35112673,-0.2524149,0.4100564,-0.34676474,-0.45104447,0.20278758,4,4,4,4,0.9982796,0.03317518,Alessandro Bianco
-0.7060537,-0.8142742,-0.14859346,-0.101230755,-0.29887518,-0.27740636,0.56427664,-0.16205636,0.25638473,-0.2785051,-0.7260753,0.08361486,4,4,4,4,1.0,0.028456504,Mika Biereth
-0.38327366,-0.32614294,-0.4144526,0.2433156,0.34249386,-0.26334298,-0.09805785,0.05317863,0.12179242,-0.33406544,-0.6814046,0.5753691,3,4,3,3,0.55812263,0.01585443,Jaka Bijol
-0.52768123,-0.21607707,0.36406618,-0.7572472,-0.7428129,-0.033694416,1.0893309,-0.6520148,0.5397735,0.0026028268,0.031625062,-1.0440402,0,0,0,0,1.0,0.03464472,El Bilal Touré
-0.8140634,-0.8740651,-0.14759558,-0.119025275,-0.35288566,-0.24374178,0.69820565,-0.16286302,0.3870061,-0.40399963,-0.8965528,0.2713125,4,4,4,4,1.0,0.012545491,Philip Billing
-0.530909,-0.11925076,-0.5190519,-0.45983773,-1.1817155,0.66799235,0.43873838,0.5910711,-0.5226219,0.35643262,0.5213989,-0.040486455,2,2,2,2,1.0,0.05591323,Philip Billing
-0.33869424,-0.268756,0.31390288,-0.55368,-1.0290449,-0.30388242,1.3118316,-0.34745792,0.3863023,-0.1995955,0.041067228,-0.9829866,0,0,0,0,1.0,0.033266738,Cristiano Biraghi
-0.3397212,-0.2831671,-0.42634535,0.06499921,0.26478705,-0.11065537,0.074747786,0.0058650225,0.15351658,-0.46220613,-0.83569765,0.48545656,4,4,3,4,0.99972254,0.023617808,Cristiano Biraghi
0.16181616,-0.81744325,-1.0473642,0.77566206,0.1722626,-1.2531796,-0.064805776,0.19648777,-0.0696639,-0.5048499,-0.948652,0.41149062,3,3,3,3,1.0,0.025812795,Samuele Birindelli
-1.3761454,0.012308367,-0.7055228,-0.38875163,-0.19398166,-0.83445567,-1.6671553,1.89175,-0.59770346,2.1995146,1.0352882,1.0675032,1,2,1,1,1.0,0.14247482,Tom Bischof
-0.6034466,-0.37081853,-0.007744916,-0.64802593,-0.82114583,0.4821087,0.3832521,0.23012632,-0.31909892,0.5695494,-0.14633584,-0.06664525,2,0,2,2,0.99316895,0.058487643,Yves Bissouma
-0.419619,-0.18604843,0.07048647,-0.15288596,-0.20814388,0.016276196,0.39905533,0.092580765,-0.039596215,-0.20301034,-0.3846831,0.016141225,4,4,4,4,0.99747777,0.020778146,Leonardo Bittencourt
-0.39104748,0.0860402,0.024540432,-0.4243564,-0.41553968,0.16741459,-0.07916252,0.38381726,-0.3117572,0.6920419,0.23322365,-0.12479821,2,2,2,2,1.0,0.039613575,Emmanuel Biumla
-0.4332401,-0.010502356,-0.3677723,0.34430295,0.24069132,-0.31187165,-0.7318402,0.6485887,-0.17579418,0.40031248,-0.27300146,0.96275663,3,3,3,1,0.9999986,0.039832346,Marco Bizot
-0.75631475,-0.6853151,-0.2891063,-0.052875906,-0.02620567,-0.26375073,0.5710129,-0.28056398,0.55383885,-0.5908351,-0.8908011,0.29250994,4,4,4,4,1.0,0.02276739,Bjarki Bjarkason
-0.49975216,-0.16519602,0.49060422,-0.15585963,-0.43379766,0.054253906,0.4670504,-0.14901832,0.15381934,0.47109067,0.059356496,-0.34212956,0,0,2,0,0.998024,0.06454753,Antonio Blanco
-0.551823,-0.21861488,0.103733115,-0.32992464,-0.0057885647,0.26936638,0.40674886,-0.0688724,0.0037737042,-0.034302846,-0.57991725,0.36067143,4,4,4,4,0.8865932,0.06400232,Ludovic Blas
-0.4802041,-0.15735216,0.2375089,0.04852867,-0.31859627,0.019441739,0.43313596,0.039123558,0.05514653,0.40845448,0.053561598,-0.032786176,2,4,2,2,0.9850487,0.08691772,Daley Blind
-0.1431525,-0.15970412,-0.3994835,0.07053521,0.109850496,-0.19427109,-0.011680003,0.15561664,-0.1656617,-0.41316456,-0.5924311,0.22637877,4,4,3,4,0.9527627,0.020932794,Myron Boadu
-0.18141164,-0.092967816,-0.33939487,-0.13669239,0.043849096,0.04528448,-0.24936244,0.308556,-0.39655563,-0.15662548,-0.523224,0.34312108,4,4,4,4,0.892478,0.075257294,Augustine Boakye
-0.5301213,-0.2684077,-0.091471724,0.62952065,-0.11470798,-0.64369047,0.040320512,0.6183419,-0.011555493,0.7127407,0.2199631,0.28413242,1,3,2,1,0.99282515,0.115295395,Oscar Bobb
-0.4059965,0.36741343,-0.7509836,-0.8187672,-0.6223844,0.2329164,-0.8697398,0.98485225,-1.0800683,0.9226813,1.1327913,-0.08513886,2,2,2,2,1.0,0.13430327,Mathéo Bodmer
-0.19240378,-1.1006349,-0.9532992,0.65663344,-0.48395213,-1.5604566,0.7305181,0.16322486,0.26777333,-0.96143466,-0.8969457,-0.14847973,4,3,4,4,1.0,0.031002123,Sacha Boey
-1.0312201,-0.86093324,0.12052873,-0.39224893,-0.55019116,0.024377078,0.91113335,-0.5287294,0.47852635,-0.1634567,-0.54181147,-0.088179246,4,0,4,4,0.71430576,0.037349705,Jeremie Boga
-0.073446915,-0.25878283,-0.31382945,-0.3086502,-0.25410545,-0.089949235,0.37452525,0.14770496,-0.229762,-0.53465337,-0.71424735,0.0027718171,4,4,4,4,1.0,0.013997287,Lamare Bogarde
-0.9318445,0.0040995674,0.72479117,-0.8025401,-0.36697707,0.63131166,0.9694164,-1.0831703,0.97784907,0.47737646,0.009164497,-0.7396771,0,0,0,0,1.0,0.031337503,Emil Bohinen
-1.0693103,-0.3592601,0.6664196,-1.0784415,-1.1628274,0.33318454,1.0648841,-0.8483442,0.5666537,0.91511095,0.52878284,-1.3072162,0,0,0,0,1.0,0.058252674,Adama Boiro
-0.5602928,-0.44788447,-0.06951133,-0.26668,-0.68633187,-0.0033624917,0.6341801,0.046824735,-0.08267295,-0.18161075,-0.3235069,-0.1521076,4,4,2,4,0.95843756,0.05228722,Willy Boly
-0.3174246,-0.23534526,-0.17833537,0.8302633,0.38683245,-0.8522086,-0.34567133,0.31549254,-0.15194774,0.25582916,0.32498968,0.4183005,3,3,3,3,0.861178,0.034706257,Moïse Bombito
-0.537849,-0.1919021,-0.37824982,0.38571352,0.005868893,-0.18335222,-0.17820214,0.5212885,-0.049970478,-0.06763632,-0.33776176,0.5411436,3,3,3,3,0.99594945,0.024602024,Warren Bondo
-1.0200474,-0.37556267,0.6854324,-0.8180547,-1.338669,0.4331028,1.044605,-0.27298632,0.28563797,1.0286438,0.35762653,-0.82382137,0,0,0,0,1.0,0.053326923,Warren Bondo
-0.5634,-0.060311936,-0.5773201,0.42100674,-0.039774675,-0.5748857,-0.80807996,1.1334586,-0.2610486,0.8917925,0.061585933,0.9474683,1,2,1,1,1.0,0.13053605,Victor Boniface
-0.81680226,0.03765014,0.25358436,-0.695526,0.305963,0.89294744,0.6440287,-0.89263153,0.5652818,0.06552436,-0.48907557,0.33059293,0,0,4,0,1.0,0.03708878,Kevin Bonifazi
-0.5130182,-0.029803583,0.1380891,0.09821054,-0.7031846,-0.069518186,0.2541348,0.5618396,-0.1590029,1.0100683,0.7626767,-0.38991937,2,2,2,2,1.0,0.121390834,Ange-Yoan Bonny
-0.79030526,-1.0569162,-0.30355695,-0.34486967,-1.5952942,-0.7176504,1.3618746,-0.06722122,-0.06178814,-0.3614993,0.19321203,-1.1136878,0,0,0,0,0.98994935,0.025562828,Sebastiaan Bornauw
-0.6533261,0.0463984,-0.8608565,0.43487746,-0.17516124,-0.15941319,-0.67148185,1.1302077,-0.23478179,0.35860264,0.034858167,1.0185914,1,2,3,1,0.9998856,0.059263535,Sven Botman
-0.26336744,-0.23784888,-0.47844964,0.57213897,0.40556094,-0.5825687,-0.11119151,-0.004767254,0.2098486,-0.3564276,-0.37614465,0.58312213,3,3,3,3,1.0,0.04633987,Saïmon Bouabré
-0.3085189,-0.17365514,-0.6327236,0.40853238,0.3420095,-0.26360688,-0.30855703,0.2789893,-0.046757177,-0.39179653,-0.5998304,0.64335054,3,3,3,3,0.9995376,0.04052914,Ayyoub Bouaddi
-0.17980398,0.51942223,0.1388984,-0.6674992,-0.6148973,0.622234,0.1266805,0.19184306,-0.025573209,0.856182,0.64862585,-0.38745824,2,0,2,2,0.99997866,0.10092758,Badredine Bouanani
-0.87605476,-0.053230792,0.17391026,-0.7419982,0.20195922,0.65475965,0.6881753,-0.91915077,0.6966878,-0.085076794,-0.45329255,-0.0037977546,0,0,0,0,1.0,0.027437517,Benjamin Bouchouari
-0.3824311,-0.34145302,0.37560433,-0.69180506,-1.4581574,-0.6804744,1.8146466,-0.5344539,0.6926705,-0.26018336,0.43796703,-1.6816273,0,0,0,0,1.0,0.09977123,Hicham Boudaoui
-0.88882893,-1.2935009,-0.45875263,-0.11541633,-1.4823408,-0.70675075,1.3267072,0.02190867,0.057467476,-0.29727036,-0.2988993,-0.6158622,0,0,0,4,1.0,0.04022836,Carlo Boukhalfa
-0.4507403,-0.5844818,-0.3371986,0.040742785,-0.2095019,-0.4211567,0.541663,-0.010033071,0.32736272,-0.641903,-0.8934691,0.18153399,4,4,4,4,0.99999905,0.010462316,Justin Bourgault
-0.17409618,-0.57523125,-0.5800251,1.07648,0.4651436,-1.1717347,-0.5712102,0.6170229,-0.16286443,0.26010102,-0.33629248,0.9360611,3,3,3,3,0.99978215,0.048123095,Benjamin Bourigeaud
-0.52207375,-0.3532096,-0.25309566,0.17504376,0.25574443,-0.15209934,-0.3059375,0.28788874,-0.10798216,-0.038663805,-0.57898664,0.73593575,3,4,3,3,0.99996185,0.05839789,Edoardo Bove
-0.17150766,-0.2328989,-0.32713324,-0.039043292,-0.13354619,-0.14374454,0.2641977,0.178325,-0.07306626,-0.5123869,-0.71992576,0.21526358,4,4,4,4,1.0,0.027463991,Jarrod Bowen
-0.013124749,-0.08320245,-0.7220912,0.41771677,0.0993179,-0.28332084,-0.21801245,0.41161233,-0.24294549,-0.4819541,-0.5679587,0.4415539,3,3,3,3,0.9996124,0.047646426,Enzo Boyomo
-0.44430575,-0.15786281,0.04554283,-0.77017725,-0.6245941,0.5279952,0.65868384,-0.14816555,-0.13392887,0.048921436,-0.2683949,-0.27654836,0,0,0,0,0.9999934,0.04562363,Enzo Boyomo
-1.0093085,-1.1982757,-0.33677584,-0.318258,-1.8468043,-0.6063198,1.4269689,0.028480038,-0.065425135,-0.038867086,0.2556266,-1.1065562,0,0,0,0,0.99985033,0.04354468,Domagoj Bradarić
-0.043044522,0.16632551,0.10748004,-0.221227,-0.9208225,0.3591622,0.7509922,0.28633672,-0.15233082,0.30528802,0.5294063,-0.54160476,2,0,2,2,0.9993579,0.06434853,Conor Bradley
-0.2731428,-0.2994875,-0.33852103,-0.10644619,-0.21600603,-0.08766741,0.34956118,0.1411544,-0.08651942,-0.5119842,-0.66359866,0.18783072,4,4,4,4,0.99999905,0.01991428,Bilal Brahimi
-0.37376338,-0.13857567,0.008794986,-0.30267626,-0.39392135,0.22787057,0.46804637,0.15701166,-0.15897527,-0.13762805,-0.33302176,0.014791407,4,4,4,4,0.9709354,0.024899298,Julian Brandt
-0.56628704,-0.14116889,-0.21135288,0.41240314,0.08933017,-0.23554486,-0.11726411,0.3993196,0.05405347,-0.07823223,-0.2076725,0.48388982,3,3,3,3,0.9999495,0.09321867,Jarrad Branthwaite
-0.5874288,-0.46540093,-0.17892444,-0.17024969,-0.21836562,0.10034262,0.42568868,0.096125975,0.03403154,-0.29004604,-0.72517836,0.45332834,4,4,4,4,0.9997997,0.047323883,Darko Brašanac
-0.4015786,-0.20858565,-0.4444673,-0.23902558,-0.4309078,0.31078857,0.10925363,0.4533576,-0.42672485,-0.13610196,-0.39443737,0.36402416,4,4,4,2,0.99100363,0.048652876,Lilian Brassier
-0.06541681,-0.093379974,-0.21608824,-0.112331346,-0.67265177,-0.22020707,0.7781811,0.3288567,-0.2669933,-0.4705261,0.04045789,-0.36394706,4,4,4,0,1.0,0.031401653,Lilian Brassier
-0.43897787,-0.41584066,-0.22437233,-0.19054748,0.07745971,-0.029090896,0.31175563,-0.09497649,0.14826663,-0.41201377,-0.84320235,0.25288302,4,4,4,4,0.99999136,0.037968647,Matthias Braunöder
-0.85695076,-0.821309,0.38267672,-0.32641596,-1.1593585,-0.82253736,1.2622516,-0.7672478,0.7438308,0.42516154,0.5986444,-1.5315578,0,0,0,0,1.0,0.08613581,Iker Bravo
-0.602663,-0.3454358,0.18419823,-0.17051153,-0.4903557,0.023391813,0.30957183,0.18292415,-0.21033405,0.49849105,-0.035646647,-0.12797317,2,4,2,2,0.9784517,0.04002094,James Bree
-0.40836275,-0.6527015,-0.28527716,-0.14424597,-0.46057364,-0.44618505,0.6996754,-0.18197662,0.21914022,-0.5618633,-0.64098644,-0.24687791,4,4,4,4,1.0,0.03783293,Tim Breithaupt
-0.49277377,0.0791122,-0.47703183,0.161717,-0.037643466,-0.08576107,-0.35343143,0.60854626,-0.45356458,0.24226959,0.23334557,0.4314108,2,2,3,2,0.9918296,0.07604345,Gleison Bremer
-0.22720173,-0.17723106,-0.35264692,-0.13729425,-0.06841494,0.07043514,-0.33056703,0.48540467,-0.45714128,-0.017850243,-0.5749799,0.43704244,4,4,4,3,0.97191656,0.03815957,Brenner
-1.5700176,-0.5243327,0.46927476,-1.1771297,-1.1579818,1.102281,0.8640551,-0.35626483,0.54415387,1.4817492,0.034436196,0.3463941,0,0,0,0,1.0,0.11106087,Ben Brereton
-0.50475466,-0.2633027,-0.13675281,0.7211592,0.48792374,-0.63928545,-0.5794463,0.26207158,0.18873139,0.30682403,0.07488921,1.0929747,3,3,3,3,0.8185337,0.041563667,Marco Brescianini
-0.4963078,-0.27344966,-0.09736592,-0.010924771,-1.2062365,0.014561981,0.8283655,0.44709396,-0.38273287,0.42768526,0.7731831,-0.7576471,2,0,2,2,0.99918014,0.12171821,Maximilian Breunig
-1.2861286,-0.32019213,-0.6268356,0.8814365,0.19495003,-1.9201314,-1.4298623,2.121564,-0.36887333,2.3188057,1.7769533,0.5456814,1,1,1,1,1.0,0.25813502,Anthony Briançon
-0.37724653,-0.38404006,-0.7332647,1.4080925,0.42855304,-1.2133862,-0.5490558,0.9495227,-0.24259713,0.17802644,0.37756738,0.5468875,3,3,3,1,0.99997705,0.05943655,Nathan Broadhead
-0.24425542,-0.6336237,-0.58325523,1.0719947,0.3720662,-1.2902782,-0.18673004,0.13644254,0.3011912,-0.2273792,-0.3173688,0.69896024,3,3,3,3,1.0,0.023545483,Armando Broja
-0.4719258,-0.5631882,-0.18822312,-0.07933764,-0.500713,-0.30867702,0.6375046,0.07241586,0.09467988,-0.43103266,-0.6241895,-0.03442777,4,4,4,4,1.0,0.014084171,David Brooks
-0.7839672,-0.16482016,-0.08131892,-0.48098403,-0.7456695,0.20401375,-0.08894156,0.68299854,-0.3040582,1.0662208,0.21765178,0.1077051,2,2,2,2,1.0,0.080645524,Arvid Brorsson
-0.10431914,-0.8095919,-0.85639673,0.91622525,-0.19039126,-1.4914175,0.38548827,0.2522314,0.29823726,-0.7731368,-0.7025224,0.1359354,3,3,4,3,0.99728,0.028891966,Moritz Broschinski
-0.12944908,-0.7601819,-0.8549558,1.3220494,0.20042823,-1.668009,-0.041536506,0.37834874,0.14680524,-0.3823173,-0.27785492,0.45670328,3,3,3,3,1.0,0.029936126,Nathaniel Brown
-0.45272017,0.14184459,-0.3314859,-0.3011816,-1.0653063,0.69130564,0.48597887,0.5651598,-0.2808745,0.51383275,0.69951904,-0.1126603,2,2,2,2,1.0,0.07033504,Jacob Bruun Larsen
-0.7604232,0.4377958,-0.5659998,-0.9323169,-1.0003421,0.27125973,-0.9322983,1.163402,-0.6889972,1.7362441,1.6160892,-0.0622167,2,2,2,2,1.0,0.21380672,Jacob Bruun Larsen
-0.4772728,-0.2282095,0.00049408525,-0.25973904,-0.037178095,0.09831266,0.45689735,-0.04984019,0.16262995,-0.41633022,-0.731503,0.2979898,4,4,4,4,0.9998293,0.03690748,Tajon Buchanan
-0.69425285,-0.7235263,-0.14222461,-0.14897133,-0.3177907,-0.070412286,0.59292364,0.017762981,0.18669112,-0.30422938,-0.85322034,0.41549823,4,4,4,4,0.9999962,0.02963226,Tajon Buchanan
-0.78373605,-0.040852956,-1.0464648,0.7814708,-0.20647897,-0.20677444,-0.49875557,1.2306899,-0.08612909,0.026512615,0.033977255,1.0397103,1,3,1,1,1.0,0.08717383,Ante Budimir
-0.30386904,-0.078250885,0.007158451,-0.27520072,-0.1552203,0.18667181,0.15937337,0.21599385,-0.30090845,0.017126754,-0.34508353,0.09816676,4,4,4,4,0.99926966,0.057133265,Emi Buendía
-0.9111513,-0.55018145,-0.097900204,-0.41622263,0.12244493,0.28098768,0.6006699,-0.63638115,0.50174695,-0.2811966,-0.69825053,0.35822645,4,4,4,0,0.78812456,0.025464213,Emi Buendía
-0.5704307,-0.9654804,-0.3958137,0.0061457455,-0.75936157,-0.7026368,0.8090545,-0.076952405,0.16413827,-0.46552092,-0.5326526,-0.3484831,4,4,4,4,1.0,0.021995775,Manu Bueno
-0.70353657,-0.4954369,0.26487234,-0.6202784,-1.0014035,0.20788334,0.9554292,-0.16279349,0.023088694,0.073574424,-0.26246652,-0.3850398,0,0,2,0,0.9999995,0.05973327,Santiago Bueno
-0.20855325,-0.54721314,-0.33449998,0.08015215,-0.29231977,-0.5700274,0.34666318,0.14328137,-0.07586618,-0.40908074,-0.65117973,-0.069330305,4,4,4,4,0.99974626,0.014292029,Endika Buján
-0.44265115,0.08129332,-0.1200529,-0.5454805,-0.2992259,0.09686947,-0.46293294,0.49127802,-0.5353801,0.7197354,0.18107471,0.03792854,2,2,2,2,0.9999995,0.06178198,Marius Bülter
-0.49444318,-0.32214934,-0.13609084,0.016148418,-0.16580933,-0.10196012,0.15066735,0.23123181,-0.1622995,-0.05648707,-0.31764475,0.09771745,4,4,4,4,0.99920213,0.082244486,Facundo Buonanotte
-0.7627234,-0.53670365,-0.21030083,-0.07238929,-0.007020753,0.006600842,0.41640863,-0.1018625,0.34882396,-0.44322538,-0.8422694,0.6119946,4,4,4,4,0.99999815,0.03795884,Alessandro Buongiorno
-0.89521754,-0.92805713,-0.3452262,1.9631116,0.85869473,-3.005148,-1.0531275,1.591424,-0.291229,2.2634654,1.8844342,0.77268475,1,1,1,1,1.0,0.11468218,Cameron Burgess
-0.8002592,-0.29077914,-0.51808316,-0.29130453,-0.7761385,0.48610634,0.17325461,0.6752351,-0.32500115,0.48437124,-0.07967215,0.501024,2,2,2,2,1.0,0.08553969,Jonathan Burkardt
-0.96312934,-0.05332826,0.19168714,-0.81110775,0.28824663,1.0327145,0.70651585,-0.98416954,0.61345154,0.10386956,-0.5014761,0.4708125,0,0,4,0,1.0,0.0376111,Oliver Burke
-0.4129952,-0.2859791,-0.3995679,0.5263856,0.3799011,-0.45249337,-0.41165534,0.30770522,-0.021647722,-0.06900106,-0.4351721,0.7992111,3,3,3,3,0.99997336,0.026400756,Dan Burn
-0.18869586,0.19461077,-0.67163724,-0.5799863,-0.51784927,0.3833946,-0.38763922,0.7029131,-1.0015625,0.16527687,0.3888072,0.079597935,2,2,2,2,1.0,0.14729926,Rareș-Cătălin Burnete
-0.8484042,-0.24997777,-1.0377029,0.8023612,0.060723424,-1.1975353,-1.0340041,1.7000507,-0.6598809,1.1786506,0.8904145,0.5970687,1,1,1,1,1.0,0.10028584,Wes Burns
-0.42188543,-0.14537707,0.104829185,-0.438429,-0.33273086,0.050976887,0.77101165,-0.17261806,0.2389843,-0.44848353,-0.53969944,-0.12623185,4,4,4,0,0.75771666,0.025261328,Marnon Busch
-0.7273962,-1.0908312,-0.43229085,0.173842,-0.54069805,-0.8264823,0.82909393,-0.18257877,0.51154006,-0.60442,-0.74845624,-0.15035033,4,4,4,4,1.0,0.014868458,Gianluca Busio
-0.7321155,0.0052499175,-0.37182412,-0.40339392,0.24107133,-0.92248726,-1.5799843,1.2089527,-0.92771363,1.7497575,0.48296645,0.7458302,1,2,1,1,1.0,0.12866195,Aurélio Buta
0.14066993,-0.968386,-1.2676171,0.7947844,-0.25605163,-1.6202176,0.3341989,0.36086866,-0.17663808,-0.8242278,-0.7810761,0.021624506,4,3,4,4,0.99940115,0.045189697,Jean Butez
-1.058339,-0.09596547,-0.9321268,0.5185277,-0.06903686,-1.0283641,-1.2936012,1.8731478,-0.44975883,1.5773325,0.89524055,0.89307535,1,1,1,1,1.0,0.120620094,Nathan Butler-Oyedeji
-1.1305001,0.016614709,-0.24850178,-0.8949231,-1.1439214,0.43807518,-0.4934383,1.0982322,-0.2534667,1.6343017,0.55027854,0.4182487,2,2,2,2,1.0,0.22686131,Marcin Bułka
-0.34325945,-0.61807936,-0.37348256,0.2648245,-0.16030648,-0.7941225,0.5228257,-0.03618946,0.43227446,-0.6523089,-0.8195671,0.019574415,4,4,4,4,0.9999866,0.012358067,Pau Cabanes
-0.42499912,-0.8754794,-0.512776,0.36254358,-0.32262853,-0.9283144,0.54961866,0.03215622,0.28975594,-0.5514504,-0.7076218,-0.05459608,4,4,4,4,1.0,0.021791674,Pau Cabanes
-0.8649906,-0.7106469,0.28171095,-0.2296956,-0.8074794,-0.52216077,1.0072011,-0.4688687,0.60456944,-0.01049393,-0.006578341,-0.8374051,0,0,0,0,1.0,0.034601524,Rémy Cabella
-0.47767955,0.025856102,-0.021294065,-0.06806676,0.3466261,0.21444179,0.21155772,-0.25181046,0.19142132,-0.1958185,-0.34392023,0.4464883,4,4,4,0,0.94915503,0.025168708,Leandro Cabrera
-0.22265397,-0.044717453,-0.19739935,0.029290572,0.13490802,-0.43922085,-0.4489361,0.44315782,-0.5378596,0.51011556,-0.11291644,0.27462697,1,2,3,1,0.9998513,0.11000351,Liberato Cacace
-0.8789969,-0.5341137,0.35685828,-0.42166173,-0.5404358,-0.038342737,0.7045689,-0.55778754,0.47271377,0.34861898,0.037675098,-0.7456824,0,0,0,0,1.0,0.09373338,Alessio Cacciamani
-0.65627486,-0.6528849,-0.5065497,1.7360616,0.77738166,-1.8782506,-0.7467474,0.8443999,-0.032476053,0.6919601,1.0294379,0.7458682,1,1,1,1,1.0,0.1846123,Anthony Caci
-0.6998227,-0.33626127,-0.23399693,0.18367907,0.25637177,-0.06423145,-0.11055601,0.15572771,0.14673932,-0.18589239,-0.5810182,0.78919023,4,4,4,3,0.99074054,0.049891535,Mathieu Cafaro
-0.17733209,-0.28634903,-0.7741266,0.582539,0.8544654,-0.63393295,-0.2563265,-0.31043714,0.36776853,-0.4200676,-0.64553785,0.94833493,3,3,3,3,1.0,0.057858787,Moisés Caicedo
-1.7248961,-0.65167725,-1.1438785,1.8553523,0.37731212,-3.1914694,-1.9785808,3.2116036,-0.12002775,3.3358505,2.581957,1.2981064,1,1,1,1,1.0,0.05475924,Tom Cairney
-0.67902297,-1.3794025,-0.6776087,2.6882799,1.053915,-3.404964,-0.6944175,1.0429597,-0.12299955,1.383041,1.9555099,0.49643388,1,1,1,1,1.0,0.098855995,Jens Cajuste
-0.7707786,-0.25007665,0.33032167,-0.5680243,-0.3876421,0.1484829,0.7618083,-0.6224828,0.5084276,0.07154024,-0.104469575,-0.56790936,0,0,0,0,1.0,0.046799287,Davide Calabria
