L1,L2,L3,L4,L5,L6,L7,L8,Cluster,Player
-0.5433593,-0.5815225,0.10488685,-0.49498683,-0.3751356,-0.025049254,-0.47254333,0.5315677,0,Pierrick Capelle
-1.0481724,-0.49280617,0.27132505,-0.5864175,-0.037529826,0.093023404,-0.37776574,0.52711564,0,Gianluca Caprari
-0.3140334,0.16974977,0.58373535,-0.086233854,0.092568494,0.3989029,-0.12229133,0.08473595,0,Elia Caprile
-0.3734594,-0.19811594,-0.1906806,-0.061506107,0.20499128,-0.45408487,-1.1560271,-0.12859225,0,Elia Caprile
0.08984329,-0.0396946,-1.1537069,0.2138104,0.81874484,-1.2565919,-0.8908726,-0.15831894,1,Gabin Capuano
-0.32428482,1.5791965,-1.1367867,-0.1562319,1.9507389,-0.99028575,1.0527033,-0.945695,2,Francesco Caputo
0.7227694,0.40798017,-1.4960479,0.34489352,1.9811876,-0.1899563,-0.12507236,-1.699626,1,Maxence Caqueret
-1.0478449,0.11461053,-0.6125583,-0.2609074,0.8879098,-0.9336162,-1.4127538,-0.30828032,1,Maxence Caqueret
-0.4662565,-0.027636789,-0.4465695,-0.038951233,0.67393774,-0.659382,-0.7322256,-0.37542394,1,Simon Cara
0.5774468,0.59156984,-0.72133905,0.10918884,1.8699872,0.66514283,1.0642123,-1.8602116,2,Andrea Carboni
-0.11531311,-0.027477227,0.18237028,-0.1375421,0.5159914,0.18072312,0.56228244,-0.16325969,0,Franco Carboni
-1.0436695,-0.7386064,-0.15443066,-0.54383516,0.32058173,-0.32394797,-1.0017624,0.22995612,0,Valentin Carboni
-0.2537279,0.35837093,-0.84006685,-0.30518925,0.8440798,0.042866394,-0.9687333,0.06005516,1,Dani Cárdenas
0.13612887,-0.0947262,-0.17055207,-0.094892874,0.4099005,0.2384756,-0.15454549,-0.018332258,0,Irvin Cardona
0.14275998,0.3287939,-0.57894486,0.1033759,1.0053561,-0.22364533,0.3650159,-0.14478497,1,Irvin Cardona
-0.61447376,0.04778204,-0.07748807,-0.59193295,0.23005342,-0.113196984,-0.21779248,-0.035955615,0,Marc Cardona
-1.0179799,-0.39863345,-0.20488644,-0.5010064,0.40353727,-0.30362332,-1.2099364,0.16446143,0,Sergi Cardona
-0.618181,0.5914421,-0.40762097,-0.35174048,1.050366,-0.40270764,0.16862524,-0.27948764,1,Johnny Cardoso
-0.6874797,-0.40327278,0.27431104,-0.49318844,-0.21372998,0.07354979,-0.34230316,0.52291816,0,Tiago Cardoso
0.07881659,1.6167065,-1.0265089,-0.98767203,1.9314022,-0.041692138,1.5605942,-2.164475,2,Patrik Carlgren
-0.66207755,0.06269602,-1.2428113,-0.11032726,1.5090897,-0.8297978,-1.1262677,-0.86479485,1,Diego Carlos
-1.087434,0.6355847,-0.80757606,-0.58823454,1.3263996,-0.5565643,-0.25252882,-0.16338697,1,José Carlos González
-1.1123738,-0.5124887,-0.5413848,-0.7219461,0.8103793,-0.60010254,-1.000134,-0.37095234,1,Carmona
-1.167517,-0.02709885,0.49797502,-0.5285529,0.3127651,0.26832438,-0.29335886,0.25007677,0,Marco Carnesecchi
-0.8117079,0.6906851,-0.33565712,-0.72081393,0.70008236,-0.18799171,0.03943596,-0.24368674,1,Sergio Carreira
-0.99234253,0.10157765,0.792645,-0.5379651,0.10499534,0.20862485,0.28425598,0.031485625,0,Dani Carvajal
-0.35646823,0.09310789,0.787877,-0.029025987,0.11479345,-0.17934652,0.37280673,0.49274907,0,Fabio Carvalho
-0.92937684,1.099491,0.95918447,0.054228857,1.1400442,-1.4030311,2.4439626,0.112308376,2,William Carvalho
-0.26701084,-0.12785965,-0.58654886,-0.27912483,0.51580584,-0.24068229,-0.77343535,0.0079766065,1,Cesare Casadei
-0.85072386,-0.19297093,0.35145926,-0.7492966,-0.09531307,0.24723248,-0.036777318,0.11256086,0,Marc Casado
0.013070628,-0.8738811,-0.13794297,-0.22409448,-0.5871945,-0.555394,-0.6931293,0.6177397,0,Nicolò Casale
-0.7562576,-0.24235073,0.021508627,-0.0244309,0.06992887,-0.52057165,-1.4740727,0.21813434,0,Nicolò Casale
0.22018698,2.453549,0.4372073,-0.7628707,0.7705968,-0.7446117,1.5991317,-1.6751046,2,Casemiro
-0.5156237,0.6497396,-0.61348003,-0.8929518,0.78171265,-0.11815068,-0.33200163,-0.8708924,1,Kaelan Casey
0.06380066,0.7722554,-0.18376398,0.15710138,1.0511501,-0.47947335,1.0973871,-0.28657916,2,Matty Cash
-0.70305157,-0.028049968,0.21000466,-0.71144813,-0.022272125,0.2607351,-0.017555684,-0.12940645,0,Eiran Cashin
0.3500323,-1.2142354,-0.7528407,-0.33243832,-0.32628584,-0.89012975,-0.7060121,0.0605176,0,Josué Casimir
-0.31642973,0.21163681,1.083217,0.0054033995,0.10785482,-0.20225014,0.92085,0.35762054,0,Federico Cassa
0.18459934,0.64443314,0.1796875,0.018734723,0.51346153,-0.28508368,0.14710084,-0.30923247,0,Cristian Cásseres Jr.
-0.85079515,0.8754593,0.76129085,0.09317277,0.9427869,-1.2917616,1.6588027,0.32319275,2,Timothy Castagne
-0.614094,-0.25185823,0.26624966,-0.2728288,-0.06517851,0.095217764,-0.6123346,0.53898805,0,Valentín Castellanos
-0.05243653,1.1410636,0.1833646,-1.0831754,0.5870231,-0.07950233,1.3124774,-1.2278076,2,Jean-Charles Castelletto
0.27172065,0.8389567,-1.3830956,-0.118306056,1.8523629,-0.1561684,0.16723531,-1.4603649,1,Santiago Castro
-0.30725828,0.65543973,-1.4666408,-0.88111913,1.4697409,-0.98518836,0.5176761,-1.0840522,1,Gaetano Castrovilli
-0.23182853,0.45149675,0.3104371,-0.26303104,0.5528773,-0.22000436,0.4765401,-0.307483,0,Gaetano Castrovilli
-0.38291672,0.28444558,-0.94318944,-0.24115105,1.0354669,-0.64699394,-0.36290556,-0.2500173,1,Danilo Cataldi
0.07317084,0.4112164,-0.7422718,0.3024382,1.1773906,-0.12123437,-0.675717,-0.5555316,1,Catena
-0.10966763,0.020683445,0.0053580776,-0.24260479,0.71495104,0.42837286,0.5426586,-0.63998663,0,Maximiliano Caufriez
-0.22432877,0.21732911,0.5358832,-0.27830535,-0.16972035,0.28020447,-0.19821772,0.13518462,0,Enzo Caumont
-0.5217389,2.580931,0.5586119,-0.2277884,1.7759514,-1.6929128,3.7285037,-1.2995808,2,Dani Ceballos
-0.20795938,0.264793,-0.2592714,-0.093024656,0.7151235,-0.36455274,0.09043106,0.002773203,0,Abdoulie Ceesay
-0.24957368,-0.097714506,0.21783093,-0.0144034475,-0.0499264,0.24963926,-0.7440587,0.51615727,0,Zeki Çelik
-0.10057258,0.26173085,0.79368645,-0.2027378,-0.12916684,0.1144069,0.23998716,0.09983722,0,Fabien Centonze
-0.5463441,0.06448097,-0.9740867,-0.473454,0.908149,-0.5369384,-0.86423445,-0.32775736,1,Alberto Cerri
0.96773326,1.5180023,-0.40735677,0.22171204,1.4710369,0.0071130246,0.98135614,-1.5873618,2,Franco Cervi
-0.033293605,0.5492817,-0.32173482,0.35391235,0.8266169,-0.23488164,-0.77117103,-0.30074283,1,Julian Chabot
-0.21557532,-0.18770725,0.2769843,-0.14916638,0.2881078,0.054948166,0.42390457,0.018723182,0,El Chadaille Bitshiabu
-0.4634061,-0.6392689,-0.13978615,-0.20441882,-0.105093926,-0.56778187,-0.9061288,0.31638286,0,Fares Chaïbi
-0.6400126,-0.51013947,-0.612118,-0.096168324,0.40035588,-1.0587206,-1.1824993,0.10477754,1,Trevoh Chalobah
0.2057271,0.48367426,-0.21779305,0.04883553,0.70741767,0.102051064,0.043937273,-0.3727283,1,Trevoh Chalobah
-0.08174035,1.7826215,0.5356504,-0.3939497,1.0221612,-0.7446818,1.5581104,-0.6235926,2,Timothy Chandler
-1.0640286,1.5359861,1.1361526,0.13583915,1.4703963,-1.9831953,3.1286185,0.31128886,2,Conor Chaplin
-0.16738313,-0.10368774,-0.4128617,-0.21898656,0.494901,-0.047523886,-0.5496221,-0.10794533,0,Brendan Chardonnet
-0.3320638,0.28074494,0.5430939,-0.41845948,0.10327058,0.20100646,0.3381225,-0.30703923,0,Gabriel Charpentier
-0.8579305,-0.2700934,-0.016432121,-0.60406923,0.32764447,-0.028962791,-0.37293643,0.11774848,0,Raúl Chasco
0.32546628,0.25104952,-0.0077518523,-0.8362378,-0.15926468,-0.0043385774,-0.2378723,-0.34984583,0,Anrie Chase
-0.8057059,-0.7017834,0.2160652,-0.28974447,-0.23318264,-0.47421217,-0.53096175,0.7581363,0,Pep Chavarría
-0.3523115,0.14560798,-0.06337964,-0.1536916,0.3481448,0.15694116,-0.6971704,0.21233863,0,Arthur Chaves
-0.5342782,1.1514424,-0.30915228,-0.32875893,1.1142244,-0.51273775,0.71752346,-0.40875986,2,Jhoanner Chávez
-0.07699933,0.518133,0.5931623,0.23715158,0.47664297,-0.27909,0.6752575,-0.06145852,0,Walid Cheddira
-0.86788553,0.33984664,-0.6552636,-0.65492976,0.84186476,0.16345136,-1.0960423,-0.07262088,1,Walid Cheddira
-2.005839,-0.010094233,0.6056595,-0.95247954,0.5095745,0.5064168,-0.7301525,0.1045027,0,Chema
-0.19468749,0.41060475,-1.3290476,-0.19864859,1.5778639,-0.29849374,-0.44549066,-0.8524245,1,Théo Chennahi
-0.8046508,1.2072839,0.9847103,-0.08398618,1.1182425,-1.2780328,2.3491085,0.13744143,2,Sidiki Cherif
-0.32367015,0.6353624,0.119851016,-0.56200284,0.20821035,0.21878062,-0.313847,-0.6949737,0,Rayan Cherki
-0.38972515,2.2248914,-0.12124435,-1.1383173,1.2850175,-0.67622465,2.0989282,-1.7279431,2,Youssef Chermiti
0.12526882,0.6835758,-0.2995009,0.23171367,1.5369902,-0.06750436,1.6311983,-0.5365336,2,Lucas Chevalier
0.17304459,0.080060415,0.46603903,-0.101158395,-0.09465429,-0.092121735,0.10358862,0.2949122,0,Fabio Chiarodia
0.21000189,0.79621637,-0.7430745,0.09344356,1.3625572,0.36712652,-0.103127114,-0.67677665,1,Julián Chicco
-1.6683316,-0.36385915,-0.570335,-0.5394813,1.027111,-0.98994404,-1.4674485,-0.31258637,1,Leandro Chichizola
-0.3700349,0.10859678,0.012637563,-0.78290623,-0.088605165,0.052546248,0.0036345497,-0.36952183,0,Federico Chiesa
-1.12679,-0.4965262,0.31265426,-0.6012153,0.31433415,0.09771524,-0.050177,0.3401319,0,Ben Chilwell
-0.3717512,0.09598056,0.28339782,-0.51189524,0.19731085,0.04387559,0.37252882,-0.16345146,0,Chiquinho
-0.06513484,0.38111183,0.3388541,-0.012078285,0.28856948,0.4446144,-0.28950387,-0.23218086,0,Chiquinho
-0.4890594,-0.19792494,-0.03292985,-0.27862445,0.43359438,0.032739446,-0.19833076,0.24884853,0,Pedro Chirivella
-0.53266674,0.25300243,0.13546407,-0.20667897,0.6384641,-0.024950266,0.31925607,-0.022900619,0,Joris Chotard
0.024781615,0.23992613,0.21628803,-0.069715515,0.19142462,0.3261342,-0.27870563,-0.14460143,0,Hamza Choudhury
-0.45160213,0.03407166,0.6951765,-0.53767365,0.08399129,0.20452629,0.6865837,-0.25549877,0,Andreas Christensen
-0.54121095,-0.015607186,-0.93618184,-0.51188207,1.1920562,-0.041574135,-0.8188007,-0.69747114,1,Ryan Christie
-0.6642066,-0.16656265,-0.02112075,-0.6827209,0.0817345,0.13870965,-0.16414799,0.0045104027,0,Carney Chukwuemeka
-0.30796975,0.36378065,0.2753534,-0.39656115,0.1107368,0.20961715,-0.0629605,-0.3355237,0,Samuel Chukwueze
-0.3494702,2.6443899,-1.8573104,-1.5854225,2.5324082,-1.1403254,1.4341811,-2.395204,2,Aaron Ciammaglichella
-1.3917303,-0.33751523,0.1899145,-0.7622197,0.256393,-0.061524883,-0.5804221,0.3083539,0,Jasper Cillessen
-0.118929684,0.8540413,-1.5010713,-0.28736615,1.8318832,-0.5116324,0.016709931,-0.73440516,1,Giuseppe Ciocci
-0.5127616,1.6623186,-1.2537217,-1.4864581,1.6452875,-0.7350604,1.078007,-1.8451854,2,Alessandro Circati
-0.68945706,0.074948154,0.64822686,-0.027582392,0.30265087,-0.4517048,0.34371918,0.37807408,0,Pathé Ciss
-0.05183459,0.37202558,0.30535027,-0.072139874,0.4609477,0.019473955,0.4433248,-0.39853564,0,Alphadjo Cissè
-0.15839612,-0.25815228,-0.49728787,-0.6445009,0.110328734,-0.13322039,-0.30239567,-0.12751542,0,Djaoui Cissé
-0.833228,-0.14870626,0.64914495,-0.4656608,0.016691908,0.17795487,0.15625995,0.24486494,0,Seydouba Cissé
-0.054473877,0.10312516,-0.90065986,0.21993439,1.3638766,-0.045264028,-0.8166621,-0.43241313,1,Yoann Cissé
-0.27150518,0.93790114,-0.16026863,-1.1868329,0.8609567,-0.3481422,1.562859,-1.3644015,2,Patrick Ciurria
0.47430074,0.60438085,-0.4150634,0.29364038,1.3709438,0.17198242,1.1996306,-1.0600615,2,Harry Clarke
-0.4632034,-0.13836002,0.2419064,-0.6078585,0.2199344,0.075325295,0.4742642,-0.31429127,0,Jack Clarke
-0.7959045,-0.61873347,-0.033361003,-0.4440131,0.021264523,-0.2611146,-0.6893435,0.40543917,0,Alexis Claude-Maurice
-0.3113298,0.49540547,-0.94462603,-0.8671053,0.9964586,-0.28365964,-0.088698156,-0.8393058,1,Jonathan Clauss
-0.09249544,0.178597,-0.38250157,0.061060175,0.7040319,0.011926517,-0.7510445,-0.32080802,1,Silvi Clúa
-0.70332104,0.1484726,0.42482397,-0.31562382,0.20117803,0.36441326,-0.34476435,0.13685656,0,Nathaniel Clyne
0.1399571,0.2728907,-0.52787787,-0.8842717,0.47851968,-0.21880563,0.34831905,-0.88065195,1,Conor Coady
-0.16563872,-0.47943816,0.072949015,-0.4170303,-0.32214552,0.003755033,-0.20850825,0.32277703,0,Marcus Coco
0.29939288,-0.03313767,-0.69258946,0.32727683,0.82573026,-0.3548371,-0.7689961,-0.3739897,1,Saúl Coco
-0.6105649,-0.41950032,-0.21246967,-0.12437762,0.2200347,-0.88861454,-0.6839379,0.19799915,0,Séamus Coleman
-0.55117536,-0.23832825,-0.25281253,-0.33123207,0.40779662,-0.0061449707,-0.7985003,0.14600468,0,Nathan Collins
-0.11446207,0.38251802,-0.6039218,-0.49840027,0.6528065,-0.36680445,0.25578418,-0.5802362,1,Nnamdi Collins
-0.61226404,0.02044592,0.43647173,-0.16698995,0.05773586,0.289293,-0.6209333,0.35911697,0,Toby Collyer
-0.6211294,-0.07680371,0.437331,-0.10269865,0.42647475,-0.5257568,0.6218828,0.30135998,0,Lorenzo Colombo
-0.35231492,0.47792134,-1.2537249,-0.2349743,1.279758,-0.1582029,-1.0653634,0.027277507,1,Andrea Colpani
0.12635085,-0.17849162,0.19545558,-0.15883154,-0.31007916,0.09323566,-0.6209724,0.5339279,0,Levi Colwill
-0.13316703,0.3147532,-1.5430881,-0.5487528,1.2590678,-0.62983775,-0.3917384,-0.6578318,1,Florinel Coman
-1.1739408,-0.20907676,-0.7048975,-0.5864536,0.9176801,-0.31569028,-1.8480549,-0.2086072,1,Kingsley Coman
-2.0534134,-0.533287,0.33518133,-0.953925,0.6705023,0.0032634288,-0.7683319,0.20985335,0,Eray Cömert
0.6436144,0.95415366,-0.69517845,0.48998183,1.5970597,-0.043855116,1.0483558,-0.9495176,2,Santi Comesaña
0.29999742,1.1026351,-0.5045612,0.2903896,1.3394301,-0.46142673,1.2027631,-0.4788382,2,Pietro Comuzzo
0.45219958,0.3287306,-0.68193585,-0.073929414,1.6027329,0.3496458,1.126862,-1.5902667,2,Francisco Conceição
0.08031607,0.5166567,0.111117505,-0.7319461,0.33163524,0.21258743,0.56800383,-0.7637708,0,Diego Conde
0.29578888,0.3379691,0.5950957,-0.17911701,-0.16314405,-0.054863855,0.0032171682,0.072148256,0,Tomás Conechny
-0.015421063,0.27920887,0.021630839,-0.6391906,0.086001605,0.14838038,0.19023448,-0.5346963,0,Alois Confais
-2.041521,-0.847913,-0.09472305,-0.95239717,0.9540735,-0.69824725,-0.78307253,-0.13592355,0,Sirlord Conteh
-0.65126604,0.7372775,0.60669804,-0.8776517,0.38912195,0.09399031,0.68229693,-0.62124765,0,Lewis Cook
-0.31440437,1.2972149,-0.092521615,-0.010761932,1.3016098,-0.7057148,1.8809447,-0.8394716,2,Copete
0.34078547,0.24635088,-0.67079276,0.06391601,0.9185154,-0.024168715,-0.3975461,-0.7536224,1,Diego Coppola
-0.77843785,0.4996197,-0.40557906,-1.139355,0.6733485,0.16535066,-0.21213248,-0.91654843,1,Francis Coquelin
-0.5441476,0.368285,-0.45808747,-0.3397096,0.8755831,-0.39536405,-0.019374944,0.0002753362,1,Iker Córdoba
0.4283892,0.90903604,-0.96135205,0.4216547,1.435344,-0.34105778,-1.1526423,-1.3954742,1,Derek Cornelius
-0.43603852,0.48953286,-1.3249573,-0.6403627,1.162333,0.04586956,-0.99081016,-0.20306215,1,Maxwel Cornet
-0.71153295,-0.23106408,0.45090082,-0.26666138,-0.24858725,0.036956534,-0.7958983,0.5793171,0,Maxwel Cornet
-1.2242105,0.20158133,-0.22151786,-1.4853438,0.751591,-0.25834042,0.3321783,-1.1992364,1,Pierre Cornud
0.54925466,1.8417186,-0.72254467,-0.10400714,1.664572,-0.4415062,1.1859535,-1.2958806,2,Ángel Correa
-0.5012876,-0.241548,-0.45596588,-0.54861623,0.48359817,-0.652454,-0.06524074,-0.056792095,0,Joaquín Correa
0.31247854,0.0625264,-1.1415359,0.12585382,1.3509657,-0.19913113,-0.3170607,-0.718935,1,Thierry Correia
0.079344064,1.1970173,-0.9247921,-0.49153483,1.2077556,-0.36960748,0.29105297,-0.84696174,1,Alberto costa
-0.30106694,-0.21476701,0.06542995,-0.2191522,0.26146632,-0.22974607,-0.0015163943,0.13529867,0,Coba da Costa
0.34457558,0.97749126,-0.44201666,0.26869285,1.8107347,-0.10543479,2.1265817,-0.92617846,2,Danny da Costa
-0.32366583,0.27436736,-0.34575292,-0.29800385,0.48204753,0.13268946,-0.7047488,0.032531433,0,David Costa
-0.67753625,-0.29087457,-0.029937573,-0.28771332,0.04272449,-0.27314442,-0.9002,0.39353648,0,Logan Costa
-0.80516326,-0.6831369,-0.40065783,-0.47973335,0.49908507,-0.76425403,-0.4550267,0.0676781,0,Logan Costa
-0.5497768,-0.039586492,-0.2214737,-0.7842263,0.14975744,0.0724238,-0.124807745,-0.13892472,0,Samu Costa
-1.1991125,-0.30427128,0.037812434,-0.54011214,0.2994624,-0.15530546,-1.1904309,0.14593965,0,Grégoire Coudert
0.26266384,0.7464169,-0.6053954,0.09628765,1.5219052,0.008668706,1.3649688,-0.9404192,2,Vladimír Coufal
-0.51709414,-0.19561967,-0.31996953,-0.34167388,0.6047352,-0.33154398,-0.4566775,-0.119579144,0,Lassana Coulibaly
-0.6225908,-0.124096714,0.037640803,-0.6748812,-0.10262665,0.27785575,-0.26907408,0.04366508,0,Lasso Coulibaly
0.21755603,0.3097603,-0.15406027,0.08324237,0.39426666,-0.2305136,-0.43965065,-0.29703808,0,Mamadou Coulibaly
0.19850895,-0.19648364,-0.24865839,0.11237167,0.2136888,-0.3563984,-0.44813758,0.27734226,0,Soumaïla Coulibaly
-0.37202886,0.1505607,-0.12212072,-0.21997668,0.2525737,-0.23172209,-0.8376833,0.028344423,0,Tanguy Coulibaly
-0.11685479,-0.18701407,-0.4669298,0.084841475,0.27446896,-0.43094492,-1.2870405,0.24442789,0,Woyo Coulibaly
-0.11343609,-0.54185075,0.056171574,-0.10821892,-0.49929446,-0.31630188,-0.8262197,0.77681506,0,Woyo Coulibaly
0.7819587,0.97396743,-1.4964037,0.085807785,1.5794919,-0.47608942,-0.4468701,-1.5276747,1,Marius Courcoul
-0.18973012,1.5009091,-0.9818078,-0.9289554,1.4596,-0.78594023,1.228226,-1.3885676,2,Thibaut Courtois
-1.04486,-0.7339132,0.30341312,-0.41729736,-0.097871006,-0.3618397,-0.34885675,0.7988715,0,Yan Couto
-0.23125194,0.30009007,-0.1235262,0.0021230727,0.5220742,-0.58249265,-0.024042055,-0.11576152,0,Nicolas Cozza
0.22422832,0.3212119,-0.62187976,-0.042644054,1.2394466,0.15939184,0.6763584,-0.7382493,1,Aaron Cresswell
0.14216581,-0.59486413,-1.255371,-0.027769387,0.73047644,-0.94404393,-0.86588407,-0.2424038,1,Charlie Cresswell
-0.49438578,-0.06184133,-0.17973882,-0.77260643,-0.012087345,0.031835467,-0.23964551,-0.1758256,0,Bryan Cristante
-0.6043879,0.11586697,-0.7615643,-0.13050552,0.95754665,-0.1401202,-1.7869477,-0.036010373,1,Domen Črnigoj
-0.6494292,-0.009045988,0.89897746,-0.13816072,0.20039947,-0.3125508,0.7743666,0.26315898,0,Juan Cruz Armada
-0.5136665,0.2904034,0.0963942,-0.33904052,0.34247768,-0.23846245,-0.18896526,-0.14910941,0,Juan Cruz
-1.3664165,-0.3096762,-0.39541534,-0.428383,0.9183971,-1.157126,-0.65205383,-0.2342222,1,Juan Cuadrado
-0.017064676,0.4529402,-0.27160186,0.17610644,1.2446673,-0.03336765,1.436439,-0.6927098,2,Pau Cubarsí
-0.4930489,1.1870713,0.36548644,-0.72518706,0.8731599,-0.45430088,1.69868,-0.99587905,2,Cucho
-0.4882328,0.10438015,-0.562825,-0.13671353,0.6483423,-0.009376094,-1.5872589,0.15408939,1,Marc Cucurella
-0.47962254,-0.39512414,-0.6396031,-0.21946207,0.40531874,-0.95249814,-0.7898941,0.11803935,1,Jorge Cuenca
-0.7206037,0.38715836,-0.3336844,-0.8542468,0.8061028,0.11843936,0.43318328,-0.6259401,1,Matheus Cunha
-0.25826943,-0.49654225,-0.21850371,-0.5593259,-0.09660256,-0.101875186,-0.22530136,-0.0017602891,0,Patrick Cutrone
-0.54638696,-0.010577418,0.26286113,-0.63566476,-0.043818295,0.19758184,0.14492607,-0.16554269,0,Tomáš Čvančara
-0.40129519,0.49460724,-1.4937775,-0.34757823,1.7650738,-0.35152626,-0.13889223,-0.41414416,1,Wylan Cyprien
-0.04206904,0.19219786,0.1131221,-0.047134265,0.26477453,0.20140846,-0.23679134,-0.024045445,0,Danilo D'Ambrosio
-0.74539244,-0.112483636,-0.8228305,-0.17381763,1.0961077,-0.4805298,-1.5510274,-0.47232652,1,Lucas Da Cunha
-0.43741888,-0.15261568,0.7322293,-0.07636225,-0.048547864,-0.110685036,0.2306577,0.5781201,0,Samuel Dahl
-0.68061817,0.0340522,0.2849377,-0.6101246,0.048110843,0.28421813,-0.044686653,0.033469535,0,Finn Dahmen
-0.75812095,-0.6203156,0.16358048,-0.43615055,-0.14942068,-0.0733121,-0.4654727,0.62199354,0,Thomas Dähne
-0.6075573,-0.17217255,0.12342437,-0.5606112,-0.0038993657,0.16874562,-0.19579634,0.08342653,0,Mahmoud Dahoud
-0.85284704,-0.6892076,0.24247807,-0.37606996,-0.30153936,-0.19956137,-0.60568565,0.8124727,0,Patson Daka
0.18699285,1.7029203,-0.946013,-0.6032918,1.5636458,-0.025593773,-0.36304492,-1.6414208,1,Ameen Al-Dakhil
-0.47352073,0.0818112,0.41685244,-0.15909465,0.15885456,-0.03233117,-0.21886921,0.20161223,0,Thijs Dallinga
-0.12368439,-0.6724382,0.013681702,-0.30073535,-0.43785506,-0.26585814,-0.3098194,0.49786034,0,Diogo Dalot
-0.12294407,0.3604929,-0.06448588,-0.20547983,0.74060005,-0.374963,0.54802895,-0.03973213,0,Mikkel Damsgaard
-0.022297785,0.13271898,0.6293985,-0.16925742,-0.18371886,0.34967738,-0.06156421,0.23095569,0,Maat Daniel Caprini
-0.2722788,0.12018738,-0.12271572,-0.19682837,0.3049119,0.113618895,-0.7022805,0.16783342,0,Flavius Daniliuc
0.29331115,1.4776251,-0.8358849,-0.2136627,1.9685655,-0.207245,1.9650998,-1.618964,2,Danilo
-1.7359526,-0.2879212,-0.055727594,-1.0579604,1.0591638,-0.6913108,0.4900968,-0.59183717,0,Danilo
-0.41227418,0.2841682,-0.31803232,-0.30319566,0.5888958,0.033898324,-0.8379416,-0.2901504,1,Arnaut Danjuma
-0.025407687,0.7989018,-0.81472605,-0.02238588,1.1448362,-0.7602368,-0.326495,-0.7522758,1,Arnaut Danjuma
-0.25636247,0.72446287,-0.46555778,-0.56609505,0.78565896,-0.14497593,0.19865745,-0.44488433,1,Jayden Danns
-1.2500885,1.0778377,1.0486691,-0.8523389,0.77219063,-0.66266465,2.1673887,-0.71172214,2,Kévin Danois
-0.5911368,-0.04702875,0.5912178,-0.31735218,0.35202724,-0.16403988,0.68300086,0.051597394,0,Kevin Danso
-0.65705615,0.08782034,-0.9698074,-0.1929224,1.136575,-1.0530965,-1.4081823,-0.95696616,1,Kevin Danso
-0.12957643,-0.39580142,-0.6092154,-0.084254324,0.34244373,-0.7538778,-1.0239795,-0.13591456,1,Dante
-0.4592352,-0.46521923,0.14079031,-0.33413398,-0.26451576,0.075908706,-0.57623315,0.6652473,0,Pape Daouda Diongue
-0.36259246,0.07894579,-0.3785877,-0.16542709,0.5030025,-0.21035466,-0.81791496,0.10340672,0,Mohamed Daramy
0.06543057,0.33051965,-1.7274088,-0.34679264,1.656178,-0.62805396,-0.514173,-1.1992371,1,Bence Dárdai
-0.7613351,-0.7595326,-0.19739157,-0.5002057,-0.012224019,-0.3747617,-0.8857937,0.36434272,0,Sergi Darder
-0.015359655,0.044546165,0.12757403,-0.34661072,0.467847,0.4470703,0.728783,-0.7227842,0,Matteo Darmian
-1.1607921,-0.28571182,-0.28353047,-0.36325788,0.6405556,-0.61969554,-1.2830544,-0.027715243,0,Lukas Daschner
-1.0598994,2.2928991,-0.8061648,-0.28509557,2.6805768,-1.893563,3.900947,-1.6586417,2,Juan David Cabal
-0.9773803,0.30136,0.86255175,-0.3695765,0.19161925,0.37553722,-0.05497595,0.034534328,0,Jonathan David
-0.19786124,1.6863691,-0.5285239,-0.94905746,1.3022244,-0.7297377,1.4561617,-1.6309997,2,Alphonso Davies
-0.6239688,2.057777,-0.5436554,-1.4977404,1.4157977,-0.51249737,1.6256561,-2.1627657,2,Ben Davies
-1.1596491,-0.16997205,0.31909272,-0.86662567,-0.040917307,0.42447734,-0.25049266,0.05298858,0,Keinan Davis
-0.5518275,-0.3896127,0.1003686,-0.5824157,-0.27937877,0.100639924,-0.32736683,0.31017748,0,Leif Davis
0.877622,1.1376309,-1.2026086,-0.53890973,1.8849862,-0.28076136,0.8534222,-2.5374908,2,Zuriko Davitashvili
0.3004918,1.1275848,-0.996207,-1.0947468,1.1678836,-0.3053648,0.3325951,-1.7482164,1,Paweł Dawidowicz
-0.25787446,0.3826218,0.36225265,-0.6189707,-0.10338551,0.30143017,0.119302966,-0.47159743,0,Craig Dawson
-0.3927239,0.24312714,0.4163122,-0.25520474,0.47191298,-0.32965463,0.82081157,-0.07816254,0,Kevin De Bruyne
0.07633376,0.34723964,0.3611702,-0.23779619,0.04531069,0.23517816,0.08647782,-0.13396946,0,Bobby De Cordova-Reid
-0.9914094,-0.08444735,-0.36325395,-0.51203406,0.6641925,-0.47667086,-1.0064939,-0.15447025,1,Charles De Ketelaere
0.123729765,-0.045155257,-0.6442586,0.045416042,0.9966097,0.013909355,-0.0743425,-0.40566704,1,Rodrigo De Paul
0.05466205,0.27373886,0.30559942,-0.27251408,0.3136552,0.009270519,0.4651419,-0.26241496,0,Théo De Percin
-1.4655716,0.19344035,-0.776196,-0.4611675,1.4131958,-1.1245027,-1.0405148,-0.67935187,1,Mattia De Sciglio
-0.26593924,0.08095182,-1.3931881,-0.9095284,1.5133717,-0.77411056,0.18831801,-1.6671467,1,Lorenzo De Silvestri
0.009328306,0.4748464,-0.83673495,-0.3031751,1.0359846,-0.5476019,0.00037622452,-0.6782239,1,Thibault De Smet
