mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,Cluster,GMM_Confidence,Recon_Error,Player
0.15365496,-0.42309436,-0.7732768,0.22143179,-0.82674396,0.2446027,0.59190446,0.6219504,-0.62049854,0.2673874,1.6187478,-1.2373705,-0.19139312,-0.3309292,-0.7259465,-0.12659246,7,0.98870605,0.26073724,Trevoh Chalobah
-0.2210541,0.55302763,0.46668577,-0.37182432,-0.03589688,-0.6872659,0.13534115,-0.07205933,0.3395725,-0.032985948,-0.762137,0.8793004,0.21628451,0.4719348,0.14884222,-0.006504528,0,1.0,0.17795248,Trevoh Chalobah
-1.2426406,1.8541417,1.8519647,-0.755789,1.4177594,-1.6270912,-2.3102438,0.3477462,0.09108515,0.46414945,-1.4639505,2.7515643,0.56754,0.79599637,2.6733668,-0.80851704,6,1.0,0.39282215,Timothy Chandler
-2.126977,2.616685,1.9546664,-0.66932136,1.9782282,-2.0114734,-3.5672677,0.37780893,0.93511593,0.006013373,-2.008804,2.67197,0.21902934,0.29633582,4.2520022,-0.66170067,6,1.0,0.3800414,Conor Chaplin
0.12523401,-0.104560085,-0.29311836,0.048931878,-0.26503104,0.16424952,0.29914594,0.24115993,-0.14404103,0.031154227,0.32887217,-0.49101305,-0.17586304,-0.20455088,-0.34437734,0.06701101,1,0.9993078,0.1274406,Brendan Chardonnet
-0.7369807,0.40246344,0.5969182,-0.42023167,0.51919293,-0.45949718,0.16995437,-0.013240546,1.489908,-0.63568634,-1.4321635,0.75172204,0.043158554,-0.2581764,0.5949259,1.1337041,5,1.0,0.15577468,Gabriel Charpentier
0.049738713,-0.18918115,-0.3597539,0.025833864,-0.18456511,0.29996648,0.43454164,0.13398221,0.28347796,-0.3697698,-0.0068577053,-0.54144716,-0.039811805,-0.66740775,-0.18199894,0.34627235,2,0.95277715,0.06989669,Raúl Chasco
-0.23915532,0.6608229,0.54519594,-0.28170586,0.06589877,-0.7456826,0.20210557,-0.06360443,0.6466017,0.15226766,-0.86991423,0.28413734,-0.12070285,0.29208335,0.32782543,0.36125696,0,1.0,0.517367,Anrie Chase
-0.26315245,-0.26946968,-0.29388773,0.103440285,0.010793416,0.3268895,0.8681502,0.043689895,1.1257832,-0.7415594,-0.33666402,-1.0409882,-0.3445656,-1.4223089,-0.019906648,0.9373792,2,1.0,0.09385766,Pep Chavarría
-0.0793974,-0.058368362,-0.17399727,0.121190384,0.2074263,0.07223727,0.47229296,-0.10396838,0.6808896,-0.31320554,-0.24230316,-0.50345737,-0.39057207,-0.83634186,-0.026374076,0.61426145,2,0.9962096,0.104227506,Arthur Chaves
-0.46939534,0.84622335,1.0202649,-0.41507432,0.36934665,-0.9614649,-0.95224196,-0.062295854,-0.26084846,0.14106838,-0.55276793,1.2440206,0.05339373,0.8919157,0.6021654,-0.7245312,0,0.98347396,0.3781316,Jhoanner Chávez
-1.100442,0.8988221,0.7414864,-0.59379095,0.907422,-1.1175367,-0.9577238,0.078678645,1.6520013,-0.5600366,-1.6881601,1.1944249,0.23568955,-0.22154191,1.5419843,0.5460044,5,1.0,0.16168675,Walid Cheddira
0.21975878,-0.13990334,-0.5811579,-0.030988667,-0.32564712,0.21715365,0.66517735,0.31018317,-0.69846475,0.26681516,1.0328978,-0.7780686,-0.13211815,-0.21666442,-0.7556549,-0.067816734,7,0.97370994,0.3100264,Walid Cheddira
-0.3713321,-0.3648388,-0.17278862,0.06413524,-0.12860595,0.5645816,1.0013368,0.14535207,1.2699368,-0.74997675,-0.35842738,-0.43890673,-0.045699254,-1.1597811,0.0029280186,1.0823106,2,1.0,0.48969135,Chema
0.5431365,-0.041644298,-0.3395279,-0.07475606,0.028700504,0.058342807,0.40858012,0.7467515,-1.6271468,1.398581,1.4556419,-0.25006887,-0.011285573,0.8413294,-1.4883416,-1.4191461,7,0.99997705,0.21649468,Théo Chennahi
-1.9087218,2.1367607,1.7242469,-0.46476647,1.6062028,-1.6429541,-2.9863281,0.3403303,1.132602,-0.5300311,-2.055842,2.3906064,0.2171982,-0.012382391,3.5546918,-0.05078245,6,1.0,0.19261588,Sidiki Cherif
-0.07850926,0.2137534,0.24522386,-0.18580306,-0.16314468,-0.3161583,0.42710358,-0.18859865,0.35623854,-0.14150229,-0.58612627,0.3230301,0.11050474,0.07772088,-0.071662955,0.3267013,0,0.99999905,0.25725812,Rayan Cherki
-0.28836584,1.698756,2.5725594,-0.43112335,1.0333537,-1.6439103,-1.78768,0.3789649,-1.234961,1.5632877,-1.2287843,2.9838257,0.65868485,2.1011524,1.5630976,-2.2175028,3,1.0,0.22556305,Youssef Chermiti
-0.9012574,1.2672884,1.087692,0.078543395,0.70457995,-1.0683199,-0.79692066,0.16628703,-0.5006371,0.7131408,-1.3523539,1.8535994,0.15614495,1.1381686,1.0583813,-1.0825422,3,1.0,0.4890762,Lucas Chevalier
-0.8292566,0.4869397,0.2925756,-0.2719372,0.7877527,-0.65185606,-0.22035974,-0.23365508,1.7235512,-0.6946766,-1.4864695,0.31445223,-0.15359844,-0.8384331,0.72192496,0.8641784,5,1.0,0.1451057,Fabio Chiarodia
0.30249375,0.2665024,0.68447185,-0.27919304,0.12268458,-0.42362717,0.23073988,0.022983208,-0.9105506,0.9047442,-0.4160239,0.7953752,0.16359237,1.0692257,-0.6949901,-1.1847466,4,0.74425536,0.33768624,Julián Chicco
0.31699944,-0.68165356,-0.88303655,0.32899907,-0.92390335,0.40826082,0.7441853,0.57849103,-0.77025104,0.25515848,1.847348,-1.362738,-0.37260798,-0.4096571,-0.9409217,-0.17839086,7,1.0,0.37737697,Leandro Chichizola
0.029081836,0.19267936,0.25587767,-0.2600416,-0.1177984,-0.22165489,0.3784777,-0.047353193,0.4164272,-0.115906164,-0.49980494,0.052491847,0.027478077,-0.11026317,-0.010691211,0.36073533,5,0.803426,0.20079789,Federico Chiesa
-0.3724388,-0.10235896,-0.15656945,-0.102917336,0.17661525,0.31075546,0.6788346,0.18193008,1.2686447,-0.7430201,-0.8112741,-0.29098582,-0.09975409,-1.1062367,0.00901188,1.0459764,2,1.0,0.15972252,Ben Chilwell
-0.27384034,0.44133624,0.39349127,-0.5037699,0.38403258,-0.48254356,-0.07679327,-0.0017243475,1.1116625,-0.42614236,-1.0498198,0.4911743,0.0999121,-0.2874548,0.53404844,0.60708636,5,1.0,0.10377449,Chiquinho
-0.4412406,0.13628003,0.30594027,-0.23934299,0.2581423,-0.16538295,0.66098434,-0.08091031,1.2602196,-0.40520537,-1.1260182,0.24895616,-0.15189254,-0.47441095,0.19500183,1.0553299,5,1.0,0.21450421,Chiquinho
-0.18997017,0.09555455,-0.21353619,-0.060526364,0.22130208,0.06325014,0.41587037,0.052998897,0.89640164,-0.63448554,-0.67149794,-0.29252213,-0.16737352,-0.886764,-0.0068706423,0.6898053,2,1.0,0.0626384,Pedro Chirivella
-0.33287686,0.6216368,0.41569495,-0.31926602,0.35653296,-0.62604773,-0.29635718,0.0607128,0.7967253,-0.43115565,-1.0437872,0.6119002,0.03892889,-0.05480944,0.553267,0.387369,5,0.99995995,0.11585961,Joris Chotard
-0.30494416,0.10372404,0.26790416,-0.16064213,0.29723194,-0.15887828,0.4078946,-0.15393764,1.1368363,-0.41310558,-0.9041507,0.02414523,-0.15748584,-0.61480296,0.2588426,0.8611125,2,0.55019075,0.18286544,Hamza Choudhury
-0.76631624,0.57373106,0.71291244,-0.34621271,0.64832085,-0.6516684,-0.19140606,-0.014557593,1.5344447,-0.7226586,-1.4914935,0.83542156,0.010112658,-0.3731317,0.8137065,0.99907976,5,1.0,0.18775451,Andreas Christensen
0.3769686,-0.1453425,-0.6366446,0.04637594,-0.25122586,0.21192646,0.5374412,0.62644434,-1.2972555,0.9178091,1.4046907,-0.6681493,-0.054731876,0.32882643,-1.2684565,-0.73172194,7,1.0,0.204742,Ryan Christie
-0.01201874,-0.0067962557,-0.16170767,-0.14198443,-0.06390266,0.14584012,0.3437975,0.15769282,0.44133732,-0.39580944,-0.36475715,-0.19142115,0.032241568,-0.47522566,-0.056401916,0.42347634,2,0.99999815,0.10008116,Carney Chukwuemeka
-0.16572157,0.36587843,0.20985255,-0.30720478,0.20741549,-0.3958137,0.09279062,-0.1717016,0.94176054,-0.32140017,-0.8263024,0.32115412,0.043716617,-0.22962719,0.25823885,0.66801757,5,0.9999809,0.13917996,Samuel Chukwueze
0.9537043,1.0779969,2.2577317,-0.59623444,0.6384818,-1.1651429,-1.0680511,0.80257225,-2.7957292,2.6817687,0.22224425,2.3790314,0.21853358,3.1543834,-0.79365045,-4.157108,3,1.0,0.5322982,Aaron Ciammaglichella
-0.07858207,-0.3518797,-0.44891942,0.20082825,-0.26793835,0.510547,0.7803431,0.052158155,0.6192552,-0.5527923,-0.018122852,-0.7501567,-0.08009574,-1.0686975,-0.18910797,0.70028883,2,0.9999962,0.14763972,Jasper Cillessen
0.34245366,0.19460584,0.15991718,-0.30014557,0.53771627,-0.2630972,0.12798224,0.40357322,-1.6717389,1.691858,0.8585412,0.6008559,0.13727468,1.2905548,-1.3259088,-2.1421807,4,1.0,0.30982465,Giuseppe Ciocci
0.7014885,0.819393,1.7046785,-0.42229468,0.3761137,-1.0211766,-0.5107124,0.52588826,-1.8832096,1.9788611,0.16117942,1.839413,0.4246807,2.3581126,-0.642905,-2.892082,3,0.99998444,0.31947243,Alessandro Circati
-0.6560348,0.551555,0.34246516,-0.3389337,0.7461787,-0.6938543,-0.49064338,-0.073095724,1.6385068,-0.742233,-1.4090834,0.51790607,0.022796854,-0.58559495,0.7982046,0.82155275,5,1.0,0.17121956,Pathé Ciss
-0.66380185,0.70100784,0.67723966,-0.4741793,0.35101572,-0.87345743,-0.24212098,0.1461452,1.0058234,-0.22482175,-1.2858876,1.1134005,0.19338718,0.02914733,0.8323096,0.406896,5,0.9999886,0.099805176,Alphadjo Cissè
0.23120067,0.04239377,-0.23213898,-0.11350526,-0.0031058379,0.12678203,0.3761788,0.33468026,-0.36066467,0.20760895,0.3888802,-0.41380447,-0.13987464,-0.047831584,-0.47866583,-0.14336422,1,0.9668652,0.23714772,Djaoui Cissé
-0.56485593,0.14062023,0.19415577,-0.22712031,0.55520564,-0.1503116,0.35233063,-0.0699441,1.7577713,-0.9323716,-1.3573643,-0.0055257734,-0.16447449,-0.9946975,0.38476044,1.2829158,5,1.0,0.08841071,Seydouba Cissé
0.23210317,-0.14217821,-0.6261534,0.09385368,-0.15563996,0.20724177,0.3916368,0.62407887,-0.984473,0.8349269,1.2557745,-0.45881855,-0.17541993,0.30073282,-1.0990206,-0.6508197,7,1.0,0.2629179,Yoann Cissé
-0.36872706,1.3828387,1.7545817,-0.4759942,0.55863655,-1.5389838,-0.937678,0.13219458,-0.3348102,0.8112006,-1.0187753,1.903863,0.20840698,1.4447241,0.9322909,-0.79423773,3,0.9998006,0.20686908,Patrick Ciurria
-0.17417139,0.8340148,1.4011393,-0.259734,0.09083618,-0.9851272,-0.26002276,0.2358353,-0.65321016,0.71851975,-1.206769,1.7125599,0.24716812,1.2243911,0.3994907,-1.0442,3,1.0,0.24674316,Harry Clarke
-0.30149344,0.15469079,0.32600003,-0.30248338,0.19428632,-0.24789588,0.2170545,0.019959357,1.0195532,-0.54762274,-1.0050298,0.329728,0.04951801,-0.28635463,0.14748433,0.73441404,5,1.0,0.19905074,Jack Clarke
-0.03359317,-0.3805272,-0.52481496,0.20834675,-0.43139097,0.4395728,0.7755275,0.09381808,0.48106304,-0.52731067,0.12946829,-0.9448944,-0.15225011,-1.0739384,-0.23808932,0.5659838,2,0.8697701,0.060441323,Alexis Claude-Maurice
0.40457755,0.11182054,0.09378393,-0.38024086,0.25396588,-0.28977373,0.37434572,0.39077723,-1.1615747,1.0354831,0.84196204,0.25053138,-0.009452812,0.8496713,-1.1338601,-1.3717157,4,1.0,0.2762361,Jonathan Clauss
0.08941857,-0.08783994,-0.25284845,0.13665326,-0.15668297,0.21271548,0.2966466,0.14045021,-0.15095428,0.021152876,0.31003922,-0.4444875,-0.12839559,-0.25482634,-0.30262333,0.12388676,1,0.9999923,0.12481395,Silvi Clúa
-0.43150133,0.052160416,-0.02119574,-0.1196551,0.33633348,0.0358003,0.596554,-0.024093278,1.4527144,-0.70134413,-0.94619757,-0.15692899,-0.2158848,-0.9763455,0.17487045,1.0940989,2,1.0,0.07379734,Nathaniel Clyne
0.22142258,0.3199571,0.4414506,-0.32526314,0.013487777,-0.6422613,0.05820237,0.12731722,-0.43072534,0.38598147,0.10810185,0.48669454,0.03057231,0.74088585,-0.46232367,-0.81625426,4,0.999286,0.3685477,Conor Coady
-0.22183049,0.024499752,-0.0413573,0.025855254,0.32570526,-0.121451735,0.46846068,-0.14086594,1.0429307,-0.546641,-0.7586187,-0.46754032,-0.36049664,-0.9497814,0.15849544,0.6864656,2,1.0,0.14786397,Marcus Coco
0.120870814,-0.067766555,-0.32307816,0.07944171,-0.1709737,0.22226517,0.2385398,0.48826057,-0.5986259,0.44557723,0.898547,-0.5821705,-0.085686564,-0.0013086228,-0.5769247,-0.28574634,7,0.9999943,0.2621686,Saúl Coco
0.17385298,-0.28945714,-0.50328857,0.11620906,-0.403145,0.23437126,0.48173636,0.279945,-0.053316742,-0.18137819,0.65725577,-0.7914495,-0.1307583,-0.63208807,-0.3824398,0.2089144,1,1.0,0.15969397,Séamus Coleman
0.075226486,-0.2331067,-0.52850085,0.16665061,-0.34468675,0.33113596,0.6153773,0.11906354,0.10326566,-0.28105494,0.4035695,-0.82892615,-0.23060846,-0.7178932,-0.34064853,0.4242213,1,1.0,0.056261074,Nathan Collins
0.11862105,0.18556602,0.19151978,-0.2650533,-0.0016660821,-0.4935854,-0.010447122,0.102652416,-0.5073694,0.5146858,0.21732265,0.41628936,0.039392926,0.66991127,-0.6006489,-0.8537743,4,0.85944843,0.15238538,Nnamdi Collins
-0.39017582,-0.10221503,-0.18146707,0.09559134,0.31128302,0.09605834,0.7282789,-0.10816297,1.5945531,-0.78901297,-0.78721935,-0.5507814,-0.43333945,-1.3524436,0.18300281,1.0896398,2,1.0,0.092190236,Toby Collyer
-0.5766777,0.6018305,0.41148323,-0.474655,0.78339076,-0.6778878,-0.5460823,0.030701444,1.4291713,-0.63592166,-1.3712568,0.6080315,0.055311643,-0.55707836,0.8742597,0.62125725,5,1.0,0.14358905,Lorenzo Colombo
0.3018013,-0.15534353,-0.6348983,-0.124072954,-0.13508387,0.19080916,0.75713944,0.8107294,-1.2671107,1.0584117,1.846195,-0.79555035,-0.12200165,0.33856213,-1.2223243,-0.8475357,7,1.0,0.38034472,Andrea Colpani
-0.4441918,-0.096356,-0.10852057,0.28331608,0.45185834,-0.18651243,0.6863474,-0.43114412,1.5171806,-0.70815027,-0.7799142,-0.69466555,-0.73000336,-1.4280052,0.25164354,1.0325063,2,1.0,0.3280434,Levi Colwill
0.61184645,0.040418535,-0.5266336,-0.31747693,0.4379439,-0.00086382776,0.68176675,1.0579443,-1.7775189,1.7937416,2.0024412,-0.31899723,-0.04363555,0.93125415,-1.6918433,-1.6386012,7,1.0,0.25846547,Florinel Coman
0.23993301,-0.5864954,-0.9195384,0.26456013,-0.9224075,0.37893587,0.91963583,0.62340534,-0.8212385,0.41098863,1.982856,-1.5165763,-0.3950921,-0.39753875,-1.029947,-0.18651524,7,1.0,0.24319959,Kingsley Coman
-0.10759852,-0.524632,-0.46413785,0.22772583,-0.50671715,0.6640361,0.84669346,0.14435735,0.5727345,-0.60357904,0.14852156,-0.77329326,-0.0055933595,-1.1762419,-0.24523094,0.6666257,2,1.0,0.424403,Eray Cömert
0.06801362,0.73489994,1.5241327,-0.21524914,0.21121247,-0.9919484,-0.41604638,0.10848971,-0.8836019,0.99672925,-0.896893,1.598598,0.30082172,1.2912915,0.32592165,-1.5127466,3,1.0,0.26705956,Santi Comesaña
-0.4255876,1.0141898,1.2581878,-0.22094074,0.32144088,-1.1336399,-0.772481,0.08036747,-0.49001738,0.71655524,-0.90494776,1.5289906,0.22460648,1.0571152,0.8603986,-1.1013719,3,1.0,0.20437618,Pietro Comuzzo
0.41869608,0.3507294,1.4185086,-0.0071399584,-0.23249727,-0.70687294,-0.19337413,0.29539484,-1.0049696,0.655739,-0.9163152,1.6019372,0.14924219,1.5338756,-0.33274806,-1.5064125,3,0.9999995,0.32267982,Francisco Conceição
-0.3627695,0.77195275,0.8754357,-0.37740514,0.0974872,-1.0009747,-0.15698697,0.03243352,0.3459381,0.18175325,-0.9761262,1.252097,0.2886967,0.66616434,0.415146,-0.016709065,0,0.9988487,0.22886685,Diego Conde
-0.8787882,0.5291626,0.39379013,-0.23990172,0.72584796,-0.6978563,-0.18627499,-0.22343685,1.6850718,-0.5924934,-1.4902467,0.46080577,-0.12913103,-0.661344,0.7706453,0.95875067,5,1.0,0.19981927,Tomás Conechny
-0.040898062,0.43550238,0.5470937,-0.21157482,0.0037446322,-0.5977086,0.14944668,-0.20219974,0.5144129,-0.103238106,-0.76375836,0.43095416,-0.08510405,0.2938913,0.04927039,0.4529436,0,0.9999113,0.24909635,Alois Confais
0.20391151,-0.56486726,-0.72408706,0.30004925,-0.830443,0.57708454,0.80678946,0.27063137,-0.20761247,-0.26618546,0.95708376,-1.01853,-0.14987457,-0.8257792,-0.57017523,0.22360703,1,1.0,0.45995635,Sirlord Conteh
-0.77376443,0.7803073,0.9256803,-0.56004936,0.6798421,-0.85225725,-0.87959373,0.18149033,0.9622688,-0.37336764,-1.2173024,1.4981247,0.4043481,0.06124655,1.1053056,0.4682606,5,0.99992657,0.19431032,Lewis Cook
-0.2537741,1.4714471,1.9578813,-0.5230835,0.96780235,-1.4899387,-1.6147968,0.14073424,-0.57263595,0.8796683,-0.9792507,2.1691215,0.43558395,1.3651638,1.6836648,-1.1724029,3,1.0,0.19716173,Copete
0.25270313,-0.018838711,0.3857205,-0.13161841,-0.1815803,-0.02132407,0.2680372,0.2916994,-0.7096338,0.50246197,0.07686228,0.0849406,0.085394286,0.40049848,-0.6208453,-0.7767412,4,1.0,0.26271993,Diego Coppola
0.3936373,-0.06702059,0.10687508,-0.15699069,-0.17578767,-0.1304844,0.36983222,0.1487348,-0.61555755,0.3480302,0.18485992,0.22176823,0.022876084,0.50705,-0.8169156,-0.9039207,4,0.9999438,0.27590844,Francis Coquelin
0.10859072,0.110400826,-0.062595166,-0.043886274,0.10604733,-0.112032,0.0010531694,0.0638693,-0.40468308,0.28042296,0.1728572,-0.07376486,-0.096372254,0.13533716,-0.37873816,-0.2743114,1,0.981976,0.12542164,Iker Córdoba
0.47542536,-0.088153414,0.012696765,0.033966202,-0.16255306,0.22576492,0.37848812,0.7269884,-1.2421411,1.1391054,1.1716006,-0.25721818,0.0144351125,0.5787143,-1.1494832,-1.3356456,4,1.0,0.5224526,Derek Cornelius
0.5244424,-0.004036963,-0.4616201,-0.24890998,0.22287257,0.1487046,0.81686455,0.87026906,-1.5883405,1.3923994,1.8485603,-0.56156284,-0.07450487,0.6196179,-1.4537896,-1.2435396,7,1.0,0.36427733,Maxwel Cornet
-0.45766997,-0.30607557,-0.22957535,0.18649568,0.21239446,0.26031232,0.89668614,-0.09509088,1.6181809,-0.86981964,-0.548357,-0.90715975,-0.4418426,-1.6210872,0.12057006,1.103099,2,1.0,0.09579204,Maxwel Cornet
0.20806628,-0.06766846,0.2766577,-0.23501553,-0.26685318,-0.23800711,0.09313026,0.12499145,-0.41007188,0.24561101,0.20734735,0.17288804,0.14151907,0.49806696,-0.46653092,-0.6427166,0,0.54079777,0.59662825,Pierre Cornud
0.15646195,1.0621312,1.6983948,-0.21446654,0.38802645,-1.1769463,-0.8086525,0.26899403,-1.1238289,1.2594125,-0.8037275,2.138254,0.4810496,1.5721287,0.5697171,-1.9362466,3,1.0,0.3269537,Ángel Correa
0.19584726,0.015070844,-0.28789926,-0.040618382,-0.030912183,-0.0051012747,0.2070164,0.28181165,-0.38375664,0.22652972,0.46217772,-0.31415805,-0.10053128,-0.01670872,-0.43417132,-0.15287548,1,0.9653109,0.15723908,Joaquín Correa
0.36377734,-0.038282685,-0.046573743,-0.17649844,0.0460982,-0.01052759,0.18900241,0.6568491,-1.4387202,1.1749291,1.1095481,-0.070732266,0.064373575,0.8247176,-1.2372901,-1.4160683,4,0.9894503,0.3410055,Thierry Correia
0.50755405,0.5074729,1.0266006,-0.4154012,0.00031514745,-0.767537,-0.048759468,0.17868479,-0.98163116,0.95781857,-0.011992013,1.0460354,0.29754302,1.2616754,-0.6268043,-1.5032523,3,0.9857817,0.18666121,Alberto costa
-0.058249287,0.14378335,0.06149971,-0.27248776,0.2285412,-0.22576839,0.034201667,-0.014370024,0.6777663,-0.34533587,-0.61245054,-0.046230298,0.026005253,-0.40450785,0.13377267,0.34872922,5,0.9970594,0.056873553,Coba da Costa
-0.64720297,1.6736624,1.8351375,-0.14865291,0.7053112,-1.5092962,-0.90211135,0.17119041,-0.7748641,1.3659414,-1.4846369,2.3743737,0.26588586,1.7172315,1.3566062,-1.4429847,3,1.0,0.43015328,Danny da Costa
0.11722122,-0.010260396,-0.19666512,-0.00059950724,0.0036100997,0.1566519,0.35741317,0.105351835,-0.09902983,0.0323337,0.26212463,-0.4625453,-0.20284948,-0.3226699,-0.27550966,0.18764868,1,1.0,0.1212759,David Costa
-0.04489682,-0.29795086,-0.39127702,0.22524774,-0.15142909,0.2974665,0.82200027,-0.06233886,0.7225574,-0.5607446,0.11082297,-1.0794989,-0.34809572,-1.208347,-0.12577346,0.76186424,2,0.53529304,0.093677625,Logan Costa
0.11314092,-0.20768943,-0.72012657,0.251098,-0.4786569,0.18156561,0.3318103,0.2994208,-0.32206255,0.024618994,0.8687383,-0.8063982,-0.07063311,-0.3541303,-0.4357841,0.06925686,1,0.99999046,0.20885327,Logan Costa
0.15843484,0.056763873,-0.08380616,-0.18408717,0.042538654,0.015908213,0.2194869,0.09199237,0.074067265,-0.17788568,-0.16276014,-0.16791366,0.048593275,-0.19908246,-0.15791568,0.1513707,1,0.9980183,0.11940066,Samu Costa
0.031611796,-0.48670897,-0.4930125,0.24041304,-0.59928644,0.571721,0.8969682,0.04345225,0.38664582,-0.4554015,0.3144408,-1.0563626,-0.16392313,-1.0763261,-0.3264357,0.5654533,1,0.62924063,0.13711141,Grégoire Coudert
-0.29044262,0.9227194,1.4817344,-0.09580372,0.21003945,-1.0208468,-0.5440686,0.17551067,-0.7865552,0.7462565,-1.2674316,1.9847691,0.32179254,1.4283507,0.5386655,-1.3415846,3,1.0,0.15837051,Vladimír Coufal
0.16962415,-0.16131148,-0.522074,0.07191646,-0.34887537,0.23387487,0.3268689,0.26734272,-0.31800836,-0.0058347667,0.5741331,-0.5517254,-0.020587943,-0.29002106,-0.43583214,-0.007475163,1,1.0,0.05685393,Lassana Coulibaly
-0.16697082,-0.046025835,-0.105960235,-0.045162827,0.050708156,0.13908054,0.6230324,0.013144299,0.74331486,-0.4725483,-0.53920233,-0.29944262,-0.16237554,-0.74130225,-0.06403116,0.7727078,2,1.0,0.10862821,Lasso Coulibaly
0.06546594,0.07933813,0.096201636,0.006003551,0.1344683,-0.16017535,0.07664107,-0.11269179,0.32525933,-0.076751634,-0.2549146,-0.22992378,-0.19362767,-0.31447488,0.047614805,0.3201977,1,0.65007544,0.13205202,Mamadou Coulibaly
-0.05784919,-0.010777749,-0.02244816,0.1032639,0.19989043,-0.10992594,0.2128004,-0.15794247,0.6542529,-0.26296395,-0.2747427,-0.5731895,-0.45703998,-0.74441326,0.0829916,0.4940299,1,0.99949557,0.19100687,Soumaïla Coulibaly
0.16378558,-0.06843171,-0.23671974,0.089551404,-0.03978664,0.09469132,0.3768221,-0.028022446,0.20210454,-0.12534167,0.19752964,-0.6728765,-0.28271735,-0.5672138,-0.1675052,0.33417544,1,0.98722863,0.09393472,Tanguy Coulibaly
0.12859449,-0.24828431,-0.5383575,0.28388175,-0.5152259,0.22443624,0.6974384,0.26974282,-0.029154036,-0.016788363,1.0133898,-1.2864246,-0.3940518,-0.65593493,-0.37639087,0.38337117,1,1.0,0.29460695,Woyo Coulibaly
-0.1881412,-0.14726281,-0.1924356,0.3037255,0.27045602,0.016212368,0.7505595,-0.3878966,1.2554718,-0.5381594,-0.30160457,-1.173403,-0.7629071,-1.496994,0.124753684,0.93880224,2,0.9994013,0.36687845,Woyo Coulibaly
0.73684007,-0.03980846,0.5318911,-0.242622,-0.26132622,-0.102238975,0.43903637,0.70091486,-1.6722122,1.5836319,1.0997043,0.23751523,0.076671354,1.0530998,-1.5405393,-2.0511177,4,1.0,0.5241483,Marius Courcoul
0.4380549,0.7929803,1.6451838,-0.4010277,0.12386112,-1.0873224,-0.59224176,0.28500625,-1.5130557,1.5373002,-0.25088498,1.9330939,0.43742615,1.9303677,-0.3053353,-2.4824846,3,1.0,0.18024488,Thibaut Courtois
-0.3584357,-0.17442915,-0.31566972,0.10985245,0.117799625,0.37072664,0.8760552,0.03642612,1.286827,-0.8579372,-0.46207482,-0.9290989,-0.33894217,-1.5670967,0.10510439,0.9942915,2,1.0,0.11637056,Yan Couto
-0.03176283,0.3654132,0.16114035,-0.32284415,0.10574967,-0.44329214,0.021814898,-0.13311177,0.30814543,-0.021694154,-0.46148223,0.069242,0.010049544,0.098709166,0.037054114,0.1095883,0,1.0,0.13320442,Nicolas Cozza
0.18169087,0.4148934,0.79669666,-0.29927656,0.011250416,-0.6937095,-0.049309485,-0.028076187,-0.6000613,0.5596163,-0.66623485,1.0224448,0.1306374,1.037135,-0.28131837,-1.009408,3,0.52296185,0.18134072,Aaron Cresswell
0.3608279,-0.135851,-0.9093399,-0.047817215,-0.10421495,0.07643551,0.65349215,1.0573251,-1.27836,1.2219024,2.184669,-0.83302337,-0.17270428,0.5403962,-1.3350492,-0.9449995,7,1.0,0.3255422,Charlie Cresswell
0.1384117,-0.038040914,-0.11375885,-0.0717744,-0.062915236,0.0846292,0.3451615,0.11283408,0.076458514,-0.22407885,-0.09812997,-0.29002503,0.015807085,-0.29174787,-0.21866155,0.1660277,1,0.99934983,0.12178502,Bryan Cristante
0.17512088,-0.5203119,-0.7777387,0.22158861,-0.819081,0.42963454,0.87962455,0.6306418,-0.68638897,0.3941911,1.85652,-1.4436346,-0.3462551,-0.41093078,-0.8384684,-0.14019373,7,1.0,0.27172652,Domen Črnigoj
-1.071163,0.76427776,0.68070877,-0.5637398,1.1117374,-0.844821,-0.69787025,-0.038562484,1.9782685,-0.9007473,-1.8226012,0.95782447,0.04868307,-0.701912,1.2635351,0.92138547,5,1.0,0.14648786,Juan Cruz Armada
0.022114277,0.24784887,0.08569867,-0.25500375,0.228084,-0.31292918,0.05205144,-0.182748,0.49779692,-0.1862395,-0.45697296,0.031553634,0.0035517663,-0.19399033,0.08836585,0.33629802,5,0.7051927,0.08856429,Juan Cruz
0.22164723,-0.38145065,-0.5912598,0.18719096,-0.5241344,0.21492945,0.408794,0.38886392,-0.56925845,0.19056757,1.1789829,-0.79771537,-0.13915531,-0.26946828,-0.6514459,-0.19590619,7,0.9624374,0.2952003,Juan Cuadrado
-0.36273897,0.97914886,1.3000243,-0.3297651,0.31316876,-0.84284735,-0.4549408,0.2289326,-0.62919843,0.5579621,-1.1122752,1.6394207,0.12607005,1.1915203,0.50081897,-0.9169772,0,0.986627,0.32612062,Pau Cubarsí
-0.6798801,1.6391922,1.7717321,-0.691013,1.0512903,-1.4913826,-1.5224329,0.26456663,-0.07623696,0.7360178,-1.2691169,2.3595657,0.5112729,1.0081993,1.8418791,-0.5887348,6,0.9998788,0.18448982,Cucho
