Player,Cluster,tSNE_1,tSNE_2,UMAP_1,UMAP_2
Kevin Danso,2,-34.499134,19.303677,-1.1299889,2.0985284
Kevin Danso,1,-24.00921,15.101858,0.27101997,2.5739818
Dante,7,-28.44684,-14.632849,-0.68483514,7.347398
Bence Dárdai,2,-10.421337,18.918653,1.9937887,2.4884737
Sergi Darder,4,12.208473,-27.264921,5.328013,8.831701
Matteo Darmian,0,0.15881866,0.70350754,3.3876498,5.185273
Juan David Cabal,2,-30.24644,29.015036,-0.218237,0.7787678
Jonathan David,6,46.331684,-4.041958,10.057279,6.42064
Alphonso Davies,4,6.1608706,-13.09268,4.1062694,7.173512
Ben Davies,1,-35.786022,-1.4666241,-1.4414312,5.187481
Keinan Davis,5,24.692905,15.49176,6.976494,2.8617465
Leif Davis,4,7.4487004,-26.24058,4.68204,8.837529
Zuriko Davitashvili,3,37.81173,-10.801246,8.734739,6.804007
Paweł Dawidowicz,1,-33.79397,2.0696497,-1.2714366,4.749163
Craig Dawson,2,-27.65229,31.535772,0.060065627,0.5803448
Kevin De Bruyne,3,35.05292,-16.46336,8.287415,7.6431823
Bobby De Cordova-Reid,5,21.459152,35.515377,6.399645,0.40441057
Charles De Ketelaere,3,37.091793,-14.691312,8.518527,7.490024
Rodrigo De Paul,4,12.450749,-34.143936,5.3557253,9.796133
Mattia De Sciglio,2,-23.841604,32.217007,0.62410647,0.49276093
Lorenzo De Silvestri,2,-20.412863,31.224007,0.96354604,0.636002
Koni De Winter,1,-26.555298,-10.990534,-0.49100268,6.9516625
Alessandro Deiola,2,-8.998901,12.779484,2.0193033,3.3675992
Romain Del Castillo,0,22.72531,-4.5152187,6.613925,5.7939425
Enrico Del Prato,7,-19.43106,-17.024923,0.2885785,7.698173
Liam Delap,6,42.096813,4.338649,9.574752,5.036224
Fisayo Dele-Bashiru,2,-2.92881,26.372784,2.7795956,1.6464885
Andy Delort,5,24.388521,32.846226,6.72072,0.357991
Ousmane Dembélé,3,44.92596,-12.738268,9.462464,7.308413
Ermedin Demirović,6,48.77466,0.7516453,10.5980835,6.0051947
Sepp van den Berg,1,-27.885725,-13.064863,-0.5650603,7.1539083
Justin Devenny,2,16.488974,33.30019,3.0245655,0.8065038
Giovanni Di Lorenzo,4,2.968243,-38.517452,4.0523133,10.382281
Boulaye Dia,6,35.94049,-0.28120136,8.416088,5.39643
Mouctar Diakhaby,2,-19.161655,34.747627,1.1240624,0.25352794
Mamadou Diakhon,5,15.166448,21.20656,5.696628,2.2113593
Bafodé Diakité,7,-28.58397,-20.753883,-0.8190929,8.310546
Oumar Diakité,5,28.7827,11.335674,7.580656,3.530472
Amad Diallo,3,33.53724,-16.601133,7.9862795,7.569019
Assane Diao,5,28.182762,11.786563,7.506685,3.5056171
Habib Diarra,3,15.150787,-10.742331,5.5463853,6.607337
Moussa Diarra,1,-29.16165,0.06248743,-0.5177461,4.9841995
Rúben Dias,7,-23.55651,-22.740389,-0.29150978,8.676208
Krépin Diatta,2,-14.46598,26.145905,1.6138308,1.3726306
Mahamadou Diawara,2,-15.799776,28.45818,1.5285244,1.0939891
Brahim Díaz,6,25.23216,-2.419426,7.047586,5.4218416
Luis Díaz,3,42.10249,-13.506939,9.202029,7.342381
Pedro Díaz,0,14.829095,7.103327,5.6738067,4.0541267
Tyler Dibling,0,13.263559,-1.307886,5.580379,5.2247806
Diego,5,31.877409,25.198326,8.151482,1.645839
Bamba Dieng,5,28.952469,30.076414,7.323994,0.8160716
Eric Dier,1,-30.439886,-7.2542777,-0.95827705,6.2690616
Lucas Digne,4,-0.24990165,-27.895247,3.3660188,9.211691
Federico Dimarco,3,29.836044,-16.029976,7.405422,7.340065
Eren Dinkçi,5,8.408103,8.37987,4.7982655,3.9814045
Sinaly Diomande,1,-26.86465,-11.53426,-0.46789503,6.94371
Yan Diomandé,5,10.328461,17.398216,4.9642615,2.7933626
Issa Diop,2,-34.074116,13.291067,-1.0864633,2.9967256
Sofiane Diop,6,26.964558,-1.2806501,7.420152,5.267499
Andy Diouf,3,12.115432,-23.772163,5.2194653,8.492065
Assane Dioussé,2,-27.58257,28.810694,-0.01356925,0.8571449
Axel Disasi,2,-29.274021,26.00471,-0.4619443,1.0283576
Álvaro djaló,5,21.485865,33.119408,6.639311,0.31897667
Djené,1,-29.708115,-5.075081,-0.8802003,6.066206
Berat Djimsiti,7,-14.515175,-33.078575,1.1544788,9.99941
Ritsu Doan,3,30.899935,-20.915579,7.6731105,7.881843
Dodô,4,7.7775373,-35.368385,4.6291256,9.933326
Danilho Doekhi,7,-26.24469,-26.453754,-0.61151695,9.152553
Matt Doherty,7,-17.910969,-15.102092,0.57872975,7.4471345
Jeremy Doku,3,30.716623,-18.667019,7.5307345,7.7507977
Benjamín Domínguez,5,21.42494,15.077682,6.613118,2.9039123
Carlos Dominguez,1,-35.045006,-0.43369058,-1.3770066,5.0704494
Nicolás Domínguez,7,-12.337033,-19.330622,1.4218324,7.896874
Patrick Dorgu,5,-5.3353243,21.053875,2.7801287,2.2943575
Patrick Dorgu,0,11.838499,-6.4060054,5.119207,6.031944
Niklas Dorsch,1,-6.8680925,3.558124,2.3201945,4.752486
Alberto Dossena,1,-31.176525,-5.743619,-1.0079554,6.039274
Abdoulaye Doucouré,0,12.607531,-9.099984,5.2108564,6.4409475
Cheick Doucouré,2,-19.726921,35.61748,1.2080708,0.047297616
Désiré Doué,3,35.725327,-19.49662,8.292782,7.940482
Guela Doué,7,-11.511444,-37.141003,1.5392205,10.347929
Douglas,7,-3.2645988,-20.93341,2.8889325,8.172024
Ismaël Doukouré,7,-27.582617,-21.958654,-0.7514735,8.3974905
Issa Doumbia,2,-13.373161,33.450542,1.9565518,0.5628
Kamory Doumbia,0,2.9834757,-5.5437875,3.6892786,5.994187
Anastasios Douvikas,5,23.606356,27.874334,6.788296,1.086827
Anastasios Douvikas,5,32.725037,25.597149,8.141384,1.5906663
Artem Dovbyk,6,46.938744,1.554715,10.433446,5.8917913
Flynn Downes,7,-17.573273,-11.519597,0.6960774,6.883031
Tommy Doyle,2,-10.531942,31.485592,2.1613853,0.81711733
Radu Drăgușin,1,-24.133608,27.336952,0.31942043,1.0818936
Domingos Duarte,1,-36.602337,0.71696323,-1.3945651,4.9171705
Marvin Ducksch,3,41.468166,-8.536071,9.312752,6.728253
Ondrej Duda,4,-0.8493098,-20.559254,3.2108927,8.094537
Denzel Dumfries,6,27.217728,-1.9210936,7.420089,5.4224997
Alfred Duncan,2,-10.573886,24.676828,2.1104896,1.7758796
Lewis Dunk,1,-22.50976,-14.706714,0.09058747,7.1484985
Jáder Durán,5,36.464523,20.314531,8.499902,2.2494256
Pablo Durán,5,26.862661,9.660463,7.2608857,3.755654
Hugo Duro,6,41.18665,5.863715,9.454699,4.6862097
Jean-Kevin Duverne,2,-28.246742,30.475313,0.1427659,0.6073612
Paulo Dybala,3,34.2006,-4.8489866,8.182437,5.949607
Aron Dønnum,4,11.330612,-32.23256,5.190769,9.378049
Éderson,4,3.9479141,-34.752834,4.3712716,9.921979
Johannes Eggestein,6,29.782818,8.501112,7.636719,3.977868
Maximilian Eggestein,7,-8.664933,-25.32673,2.0853941,8.870238
Kingsley Ehizibue,7,-4.7278733,-19.979654,2.6088676,8.09934
Chidera Ejuke,0,14.9427185,1.4080683,5.6503797,4.850145
Jeff Ekhator,5,19.366865,31.323406,6.222433,0.5555942
Hugo Ekitike,6,46.77635,-6.24129,9.898942,6.717484
Jurgen Ekkelenkamp,0,4.6053567,3.8822484,3.9852192,4.7061763
Jacques Ekomie,2,-25.117722,34.376396,0.66799116,0.06896947
Caleb Ekuban,5,31.795355,26.051743,8.035836,1.515852
Pierre Ekwah Elimby,7,-15.60092,-31.745258,0.882245,9.821054
Anthony Elanga,3,33.56704,-12.850367,7.9893503,7.10431
Mikael Ellertsson,1,-7.4083524,-2.4057257,2.2734082,5.6040897
Elif Elmas,5,15.819825,18.91689,5.8552423,2.0907478
Aritz Elustondo,1,-33.58401,4.290628,-1.2208959,4.40841
Nico Elvedi,7,-28.962639,-22.24425,-0.8896754,8.383318
Adri Embarba,0,15.16273,2.1035578,5.6541815,4.9904604
Breel Embolo,6,43.207897,-1.3885363,9.809248,5.865252
Emanuel Emegha,6,48.42367,-0.13428858,10.561692,6.115198
Emerson,1,-12.5764885,-4.0822086,1.6062635,5.8106823
Julio Enciso,5,19.53219,23.233786,6.472062,1.804562
Yannik Engelhardt,2,-15.045835,7.405153,1.1766165,4.1080437
Christian Eriksen,0,10.688875,8.137364,4.980693,3.957393
Patrick Erras,2,-31.6171,25.586678,-0.4853536,1.1592255
Alfonso Espino,2,-13.941581,17.547329,1.3911513,2.7546344
Sebastiano Esposito,0,24.48599,-3.9563088,6.9411545,5.652251
Samuel Essende,5,34.949837,14.288726,8.524763,3.3173418
Dario Essugo,7,-16.94035,-16.479471,0.71027124,7.6347227
Nahuel Estévez,2,-36.801117,25.043818,-0.99562573,1.3137294
Pervis Estupiñán,7,-2.7479236,-33.94616,3.1130872,9.9411545
Evanilson,6,47.3351,2.1559024,10.451027,5.8183527
Edu Expósito,0,6.0031443,6.816588,4.44297,4.16047
Eberechi Eze,3,40.25729,-11.6490135,9.09065,7.0309973
Abde Ezzalzouli,3,31.479633,-5.4452395,7.8696666,6.121248
Giovanni Fabbian,5,25.803556,24.42856,7.148841,1.5406445
Alieu Fadera,4,12.291044,-23.401178,5.2512555,8.463898
Wout Faes,7,-30.998146,-25.27582,-1.2384152,8.9571
Nicolò Fagioli,5,3.0107536,7.3978877,3.8502364,4.2703648
Nicolò Fagioli,2,-12.547877,31.513315,2.0036345,0.79253393
Romain Faivre,5,16.015932,15.590262,5.861128,2.65257
Abdul Fatawu Issahaku,5,-1.0902305,29.2064,3.0280519,1.3212129
Khalil Fayad,2,-11.480434,23.444017,2.0023575,1.7234708
Jacopo Fazzini,5,18.070566,10.173468,6.0577283,3.7796993
Mattia Felici,2,-4.0227523,28.206964,2.8279388,1.3701159
João Félix,5,25.21617,18.468706,7.144679,2.3993466
Kiko Femenía,7,-11.306711,-29.37633,1.6397057,9.3696575
Lewis Ferguson,2,-9.625833,11.481876,1.9645323,3.5373726
Zinedine Ferhat,5,9.595659,14.870418,5.041057,2.9909174
Bruno Fernandes,3,36.728912,-21.860493,8.1640835,8.112893
Edimilson Fernandes,2,-30.868013,11.846503,-0.70505166,3.0751753
Mateus Fernandes,4,4.9703603,-33.830452,4.493987,9.872835
Enzo Fernández,3,33.0932,-21.631275,7.859851,8.062092
Roberto Férnandez,5,26.44753,22.077282,7.2600265,1.9219449
Matias Fernandez-Pardo,5,23.88508,11.397616,6.8770466,3.4802775
Jordan Ferri,1,-8.790464,-8.338364,2.0385106,6.4744406
Daniel Fila,5,20.764772,33.002865,6.5394692,0.3404637
Kilian Fischer,7,-10.150391,-26.2898,1.7628533,9.030079
Phil Foden,3,33.171776,-7.1179266,8.028402,6.290545
Malick Fofana,3,28.642601,-9.709259,7.4846616,6.5718837
Seko Fofana,5,9.399487,17.779415,4.925816,2.7673304
Wesley Fofana,2,-32.7954,7.803647,-1.0589567,3.7919867
Youssouf Fofana,4,3.8644216,-27.595474,4.1580887,8.969392
Jonas Föhrenbach,1,-12.370021,-3.3986118,1.60026,5.7361975
Michael Folorunsho,2,-10.105362,32.774548,2.2743893,0.666508
Pablo Fornals,4,8.374024,-12.283216,4.612523,6.906092
Héctor Fort,2,-8.744989,26.328716,2.2644048,1.4211361
Dimitri Foulquier,7,-11.749387,-16.677147,1.4756312,7.7090526
Juan Foyth,1,-20.013035,-4.472825,0.6432994,5.77756
Alejandro Francés,1,-28.682093,0.7898736,-0.46380764,4.8611712
Przemysław Frankowski,4,6.4567056,-13.560946,4.100372,7.257804
Enric Franquesa,2,-19.515919,36.18866,1.2273114,0.0035594953
Davide Frattesi,5,26.594057,20.809227,7.3233857,2.1647909
Morten Frendrup,7,-13.607423,-32.20582,1.1863608,9.892517
Martin Frese,2,-23.94214,35.901115,0.73237306,-0.05946255
Remo Freuler,7,-1.7843621,-37.510788,3.5700645,10.389531
Marco Friedl,7,-31.489353,-27.384817,-1.2721349,9.004331
Marvin Friedrich,2,-35.038975,9.8151655,-1.2853154,3.5296767
Jeremie Frimpong,3,29.244251,-13.556775,7.453913,7.0626526
Jorge de Frutos,3,30.23079,-7.0667496,7.6826878,6.264014
Chris Führich,3,27.423931,-16.613743,7.158188,7.267209
Angelo Fulgini,0,21.790266,0.6296988,6.649343,4.9766107
Niclas Füllkrug,5,26.209072,24.243778,7.181158,1.5935589
Manuel Fuster,0,9.724382,7.7785625,4.9323626,4.0216475
Matteo Gabbia,1,-32.815144,-9.1434965,-1.2627603,6.3248553
Gianluca Gaetano,5,30.17421,9.462791,7.709956,3.9377449
Cody Gakpo,3,36.796417,-7.177406,8.552792,6.406654
Javi Galán,4,4.105192,-14.726153,3.8317592,7.279732
Iñigo Ruiz de Galarreta,4,3.5407982,-14.626944,3.828038,7.3188605
Conor Gallagher,1,-2.6782572,-7.8648696,2.92124,6.2834415
Antonino Gallo,4,-1.9188927,-29.643408,3.092939,9.376518
Idrissa Gana Gueye,7,-8.487757,-36.454548,1.9008019,10.287113
Facundo Garcés,2,-30.723558,30.491638,-0.16194683,0.6442661
Aleix García,0,3.9495068,-12.809875,3.8315556,7.076384
Álvaro García,3,33.031925,-14.773026,7.8701143,7.2342873
Eric García,1,-7.959679,-7.9221573,2.1906984,6.4145956
Fran Garcia,4,-1.355823,-30.871725,3.2156525,9.560448
Rubén García,3,13.749548,-26.500797,5.4610157,8.711448
Ulisses Garcia,5,3.8838348,13.841269,4.0708027,3.1420083
Alejandro Garnacho,3,36.767166,-9.5715275,8.626387,6.6623673
James Garner,1,-11.549335,-0.56064546,1.7041173,5.3916926
Yarek Gasiorowski,2,-31.623919,15.618882,-0.7857675,2.599548
Federico Gatti,1,-22.082869,-10.443477,0.2215007,6.843422
Gavi,1,-5.4456196,3.631873,2.5019295,4.767573
Mory Gbane,1,-35.286583,4.4136343,-1.2813435,4.3977966
Yann Gboho,3,30.530684,-10.947473,7.5852256,6.7869673
Lutsharel Geertruida,1,-15.240795,-8.100022,1.025059,6.5155325
Dennis Geiger,2,-13.12428,23.280184,1.7507259,1.8960917
Valentin Gendrey,1,-4.902923,7.237146,2.492465,4.2410336
Yannick Gerhardt,1,-11.551999,17.547554,1.6756462,2.6893446
Max Geschwill,1,-15.814206,3.1883578,1.208743,4.700861
Daniele Ghilardi,1,-28.11056,-7.923741,-0.780324,6.463976
Lautaro Gianetti,2,-24.66408,28.739359,0.26201314,0.84501976
Dimitris Giannoulis,4,6.693351,-34.495697,4.4574637,9.834544
Morgan Gibbs-White,3,32.36915,-20.04387,7.7287674,7.902566
Samuel Gigot,2,-30.568438,27.845402,-0.2984066,0.85268736
Armin Gigovic,0,3.991387,4.4575634,3.925996,4.6599474
Bryan Gil,3,16.65054,-10.112098,5.790019,6.571381
Mario Gila,7,-13.56633,-36.70847,1.2645705,10.208378
Billy Gilmour,1,-7.7024655,3.608853,2.2934709,4.7727003
Benedikt Gimber,7,-30.54576,-25.847403,-1.2284455,8.929158
Santiago Giménez,5,34.041763,20.736042,8.337389,2.1580546
Gvidas Gineitis,5,4.1324096,11.757123,4.106226,3.5505123
Matthias Ginter,7,-19.72795,-16.139353,0.24214461,7.579506
Jamie Gittens,0,28.806929,-8.46669,7.5080853,6.423374
Serge Gnabry,6,37.167732,-2.5834234,8.571927,5.8173566
Saba Goglichidze,1,-30.223434,-14.621392,-0.95797205,7.4617
Edoardo Goldaniga,7,-27.16087,-15.297377,-0.47013065,7.4857388
Aleksandr Golovin,4,12.473556,-7.459415,5.275667,6.195274
André Gomes,2,-13.669541,8.649561,1.3685491,3.8969984
Angel Gomes,5,8.243793,16.667372,4.829265,2.8628855
João Gomes,4,0.32063445,-34.413704,3.53259,9.978911
Rodrigo Gomes,2,-4.922537,22.971498,2.8092766,2.0759547
Toti Gomes,7,-24.008627,-31.312777,-0.25179204,9.811798
Dani Gómez,5,27.980804,31.151688,7.2396154,0.7234548
Diego Gómez,2,-5.52787,28.480715,2.6930773,1.2401599
Joe Gomez,2,-30.506237,27.044388,-0.3541873,0.94207144
Moi Gómez,2,-12.633496,23.585508,1.8401065,1.7958624
Sergi Gómez,2,-32.631493,28.385117,-0.42666334,0.9019219
Sergio Gómez,4,12.750088,-30.913713,5.3630996,9.224646
Unai Gómez,5,17.591347,28.086054,6.2164207,1.0848963
Nicolás González,2,-20.01306,30.751326,1.0565876,0.6856521
Nicolás González,6,20.417448,5.7522016,6.5277333,4.3259797
Peter González,5,24.127993,34.405888,6.831723,0.25494343
Urko González,1,-10.9324,7.8260064,1.7285635,3.9239323
Anthony Gordon,3,36.933502,-15.3724575,8.467169,7.5634723
Leon Goretzka,0,-5.141214,-4.3815665,2.6121442,5.969466
Andoni Gorosabel,1,-13.743404,-8.444437,1.1397411,6.5075374
Robin Gosens,4,3.4152722,-24.547186,4.0038877,8.566766
Mario Götze,0,13.550133,-8.061702,5.3580384,6.361811
Amine Gouiri,6,43.963108,1.6257155,9.756821,5.4345236
Amine Gouiri,5,26.812946,19.29228,7.402028,2.2653353
Jeffrey Gouweleeuw,7,-14.157535,-35.232857,1.1352128,10.206594
Jonathan Gradit,7,-24.904615,-23.417301,-0.39454454,8.744907
José Gragera,2,-25.56216,31.81569,0.41417134,0.5121571
Alberto Grassi,1,-17.567493,-2.0623,0.9111339,5.6430035
Ryan Gravenberch,7,-1.0075237,-38.19067,3.6821024,10.41663
Archie Gray,1,-34.513977,2.0555758,-1.2960219,4.6896257
Jack Grealish,0,15.703633,5.290313,5.8445864,4.204104
Jacob Greaves,1,-32.279926,-11.992808,-1.238704,6.7393136
Mason Greenwood,3,43.52643,-13.902247,9.3491535,7.406957
Michael Gregoritsch,5,24.172342,31.769844,6.833369,0.51551396
Antoine Griezmann,3,34.960907,-14.347232,8.260395,7.386087
Vincenzo Grifo,3,36.500767,-17.388199,8.413086,7.715363
Florian Grillitsch,2,-13.41881,27.14087,1.6712117,1.2992563
Florian Grillitsch,2,-16.369818,27.92477,1.4144586,1.1090364
Álex Grimaldo,3,33.736515,-22.557262,7.953214,8.123447
Pascal Groß,4,12.721304,-33.61075,5.371776,9.72062
Brajan Gruda,5,11.582441,14.644178,5.1771917,2.9766893
Marco Grüll,5,29.287561,11.749913,7.599576,3.4882705
Albert Grønbaek,5,17.724329,20.355497,5.982856,2.2584276
Nemanja Gudelj,1,-25.503319,-12.332094,-0.25462455,7.0734854
Gabriel Gudmundsson,4,-1.1148758,-12.299051,3.107163,6.92129
Gonçalo Guedes,5,25.415663,13.8200865,7.0665207,3.1198158
Marc Guéhi,7,-15.992237,-32.826916,0.88272476,9.95527
Mattéo Guendouzi,4,1.4645752,-36.588295,3.9416404,10.258957
Javier Guerra,4,4.548765,-20.938454,3.975406,8.052759
Raphaël Guerreiro,0,14.178509,-9.187571,5.420754,6.4757504
Evann Guessand,3,38.715942,-11.202266,8.812851,6.87516
Ander Guevara,1,-12.11354,-6.099177,1.5751634,6.1936245
Pape Gueye,4,1.4055648,-18.36261,3.53618,7.79539
Morgan Guilavogui,6,32.54051,5.269265,7.91403,4.405575
Frederic Guilbert,7,-16.136267,-30.86195,0.79468685,9.766074
Bruno Guimarães,4,11.253882,-38.87018,5.1092563,10.251277
Serhou Guirassy,6,48.42725,-2.2674,10.363818,6.3062263
Arda Güler,3,22.209522,-9.4885,6.856337,6.559816
Gerard Gumbau,2,-4.2176237,26.25755,2.7892683,1.6588328
İlkay Gündoğan,4,13.188562,-25.938728,5.38771,8.675413
Christian Günter,0,4.8764935,-9.738841,4.097904,6.519315
Jon Guridi,0,11.995536,3.2873185,5.077106,4.689105
Gorka Guruzeta,6,36.45163,10.936913,8.613174,3.653412
Malo Gusto,4,-2.3234878,-20.235447,3.0205657,8.036677
Miguel Gutiérrez,4,11.107149,-31.108675,5.1471586,9.250581
Albert Guðmundsson,5,26.314098,11.555696,7.2132397,3.5000088
Joško Gvardiol,4,0.99263394,-38.38958,3.8520951,10.402148
Emmanuel Gyasi,7,-2.8130653,-8.665013,2.8395412,6.4531317
Christian Gytkjær,5,27.295506,30.105015,7.215662,0.77936304
Erling Haaland,6,49.684483,-1.187388,10.567877,6.15327
Janik Haberer,1,-14.993833,3.02113,1.3133231,4.6855516
Robin Hack,3,29.397602,-9.161527,7.528893,6.560051
Munir El Haddadi,5,21.09824,26.77077,6.5909085,1.1828933
Amadou Haidara,2,-13.618052,5.0230618,1.257644,4.5174575
Massadio Haïdara,1,-17.682383,-3.872462,0.79051703,5.7733417
Antoine Hainaut,2,-11.743247,9.3838005,1.5604789,3.6189666
Mohamed Haj,5,16.494616,31.70852,5.9401107,0.63888127
Achraf Hakimi,4,12.158023,-37.19416,5.2346773,10.069704
Lewis Hall,4,-0.54367733,-29.492653,3.3041496,9.391933
Andreas Hanche-Olsen,2,-35.407173,8.589802,-1.283569,3.620396
Florent Hanin,7,-10.262685,-35.52197,1.7229477,10.323212
Ridgeciano Haps,2,-10.082662,18.10892,1.829811,2.7024732
Amine Harit,5,10.77396,15.731462,5.0602546,2.975651
Phil Harres,5,36.262245,14.153527,8.724199,3.3498752
Jack Harrison,3,18.490324,-5.1555247,6.206473,5.885236
Abdou Harroui,5,26.757124,28.18687,7.142708,1.0424782
Taylor Harwood-Bellis,7,-28.184929,-26.503798,-0.9621605,9.013067
Hans Hateboer,1,-18.852755,-9.288688,0.66223544,6.6820774
Kai Havertz,6,41.416805,2.8159113,9.518003,5.2146897
Jan Paul van Hecke,7,-10.349829,-37.39728,1.750464,10.361725
Hwang Hee-chan,2,-22.623928,38.249916,0.9069684,-0.08000417
Liam Henderson,4,3.9694543,-14.05219,3.8726766,7.2159057
Ramon Hendriks,2,-32.1631,6.9064784,-0.99231994,3.9198332
Benjamin Henrichs,2,-11.089057,11.098992,1.7241074,3.6151917
Luis Henrique,3,32.10747,-19.025791,7.6461473,7.80977
Javi Hernández,7,-13.935696,-8.94747,1.0989465,6.5584216
Aridane Hernández,2,-34.006443,17.697676,-1.0605065,2.226587
Lucas Hernández,2,-33.251575,7.445299,-1.0951456,3.8017116
Theo Hernández,4,12.366878,-30.206266,5.3235927,9.164865
Hernani,0,3.435977,-5.045218,3.7499707,5.8272066
Jorge Herrando,2,-35.370247,9.62202,-1.290786,3.5147574
Yangel Herrera,4,1.2057089,-20.790552,3.5884228,8.133326
Juan Herzog,1,-24.507317,27.856745,0.33086643,1.040968
Son Heung-min,3,38.458572,-15.128792,8.718592,7.508881
Isak Hien,1,-31.376202,-13.3359995,-1.1545426,7.0218496
Omar El Hilali,7,-21.087955,-36.017067,0.33563736,10.272974
James Hill,2,-18.473047,36.52955,1.3523581,0.13281901
Piero Hincapié,7,-2.139516,-34.677647,3.262213,10.106969
Jack Hinshelwood,0,2.9552763,-0.7202612,3.7600853,5.098452
George Hirst,5,26.34839,30.846361,7.0959816,0.68391037
Adam Hložek,6,33.101925,0.68685925,7.9767313,5.1212687
Ki-Jana Hoever,4,-1.8366394,-23.315022,3.0661461,8.473708
Nicolas Höfler,2,-34.25054,9.160723,-1.1860077,3.6048346
Philipp Hofmann,5,30.62979,7.2238765,7.740248,4.2529125
Lucas Höler,6,32.84819,3.3233554,7.9376254,4.766374
Benedict Hollerbach,3,35.163277,-4.0078473,8.211882,5.9577765
Emil Holm,2,-8.699932,7.7863784,2.0515642,3.952621
Lewis Holtby,1,-9.648295,3.8147912,2.0048218,4.760815
Gerrit Holtmann,0,15.653185,3.104008,5.8295436,4.53095
Franck Honorat,3,30.247263,-9.331391,7.5639668,6.517119
Mathias Honsak,5,23.486752,13.353814,6.811032,3.1746974
Callum Hudson-Odoi,3,26.946594,-16.209665,7.1029105,7.218004
Will Hughes,4,-1.3586204,-18.541763,3.1282103,7.877681
Dean Huijsen,7,-15.030601,-35.889217,1.0710691,10.23128
Mats Hummels,2,-33.68914,12.725208,-1.0468242,2.9626305
Omari Hutchinson,3,19.667593,-9.00628,6.3921533,6.4984913
Hong Hyunseok,2,-6.3259044,28.922821,2.7029743,1.221782
Pierre Højbjerg,4,2.0711434,-38.610107,4.013033,10.378967
Oscar Højlund,2,-17.638468,20.200941,1.0610795,2.2643971
Rasmus Højlund,5,34.618732,13.913009,8.556874,3.283218
Pablo Ibáñez,2,-10.175848,23.015678,2.480347,1.8341486
Jay Idzes,7,-24.755817,-29.286945,-0.42234132,9.59043
Iglesias,7,-16.15442,-30.510666,0.78277993,9.796588
Borja Iglesias,6,42.261547,2.9940834,9.623845,5.2014446
Igor,2,-35.62479,11.03597,-1.3911533,3.3119826
Jonathan Ikone,5,24.979023,30.08926,6.907737,0.73435473
George Ilenikhena,5,35.490414,19.47979,8.493537,2.3458345
Andrej Ilic,5,35.733856,21.159218,8.471467,2.209957
Ivan Ilić,5,-3.4863167,25.412912,2.7730699,1.738648
Tim Iroegbunam,2,-24.415611,31.535362,0.60450625,0.59388906
Jackson Irvine,4,3.099687,-20.607885,3.8670516,8.049941
Alexander Isak,6,46.932285,-5.2722473,10.021769,6.5390844
Gustav Isaksen,3,29.999197,-6.176976,7.7156234,6.1225348
Isco,3,35.121452,-12.48022,8.161977,7.0567117
Ismaily,2,-12.707165,9.826502,1.4782789,3.7313476
Ardian Ismajli,7,-34.04609,-25.226677,-1.3632355,8.646942
Ko Itakura,7,-24.068422,-30.327923,-0.29482776,9.692509
Junya Ito,3,34.64446,-20.745869,8.028151,8.069751
Marko Ivezić,1,-34.60738,-6.81251,-1.3846761,6.169521
Alex Iwobi,3,36.11339,-21.041733,8.181864,8.121561
Armando Izzo,7,-30.831278,-20.632935,-1.0758142,8.029174
Nicolas Jackson,6,45.681892,-1.8108523,10.115746,6.17218
Jérémy Jacquet,2,-31.732576,7.632543,-0.92065024,3.810468
Lee Jae-sung,3,25.55537,-13.581759,7.016059,7.2763157
Kristijan Jakić,7,-15.829044,-11.217842,1.0501404,6.939283
Jordan James,0,-2.9597425,4.0955076,2.8805947,4.6994734
Reece James,2,-15.413574,16.79813,1.2789769,2.7962978
Vitaly Janelt,7,-8.334679,-10.672104,2.0858707,6.819275
Adnan Januzaj,5,14.873757,20.628601,5.6664495,2.2715962
Mikel Jauregizar,7,-6.465781,-25.298195,2.2918355,8.853237
Gaby Jean,2,-36.010113,12.4763,-1.3007364,3.1491742
Finn Jeltsch,2,-34.305737,12.4170885,-1.1286218,2.9942327
Fredrik Jensen,5,-7.5163646,31.389246,2.8314877,0.9256012
Mathias Jensen,5,-5.6980753,12.778359,2.7745216,3.0819159
Moritz Jenz,1,-32.919262,-7.76973,-1.054549,6.427639
Gabriel Jesus,5,28.532724,23.932583,7.5873566,1.6829036
Juan Jesus,2,-31.839687,10.603139,-0.8653445,3.136804
Alejandro Jiménez,0,-7.961465,10.841671,2.3030796,3.6996927
Raúl Jiménez,6,42.468426,-0.937597,9.690995,5.7779713
João Pedro,3,35.76915,-7.5945454,8.465203,6.4808197
John Joe,2,-20.394205,36.560684,1.1719671,-0.0046827663
Joelinton,4,4.1707406,-20.033396,3.9262655,8.051744
Jofre,0,17.774345,-1.73413,6.0330887,5.254805
Þórir Jóhann Helgason,5,10.035022,16.52687,5.0007253,2.90807
Carl Johansson,2,-32.922787,25.043165,-0.6529263,1.2276251
Ben Johnson,2,-11.562021,15.470096,1.7192048,3.2988787
Brennan Johnson,6,38.312454,-3.0208282,8.778397,5.7815933
Paul Joly,1,-7.8856316,-0.068513684,2.0845191,5.2957854
Curtis Jones,0,11.661976,-9.504489,5.005176,6.533323
Frenkie de Jong,4,-5.0714145,-5.6303167,2.6385584,6.065251
Joan Jordán,0,13.350687,-3.5736113,5.4710026,5.6116257
Jorginho,2,-20.356558,28.827766,0.99641824,0.8615555
